province_id,province-org,province,year,GINIW_province,gdppc,construction_gdp,construction_share,roadlength,allconstruction_length,allconstruction_lengthpc,edu_graduate (total),edu_graduate,total_gdp,agri_gdp(millions),agri_share,manu_gdp,manu_share,knowledge_service_gdp,knowledge_service_share,total_area,urban_modis,total_pop,pop_density,incomegroup,allsectorshare,totalshare
45,Ang Thong,Ang Thong,2019,0.29265964,76341,728.298863,0.038313371,0,0,0,142725,0.573192771,19009000000,2401.722995,0.126346625,4575.823024,0.240718766,1908.968937,0.10042448,982.3283513,15.92202541,249000,253.4793989,0,0.467489871,0.505803242
45,Ang Thong,Ang Thong,2020,0.25935909,73607,924.031832,0.050824038,217,635,0.00257085,157741,0.63862753,18181000000,1712.642793,0.094199593,4524.711614,0.248870338,1955.467248,0.107555539,982.3283513,16.13590633,247000,251.4434198,0,0.45062547,0.501449508
45,Ang Thong,Ang Thong,2021,0.24372032,72228,758.183169,0.042671272,0,140,0.000569106,152104,0.618308943,17768000000,1690.969359,0.09516937,4434.913888,0.249601187,1928.94843,0.108563059,982.3283513,16.13590633,246000,250.4254302,0,0.453333616,0.496004888
14,Bangkok,Bangkok,2014,0.23175256,373599,54703.47175,0.01704158,161572,747809,0.086984878,10369018,1.206120507,3.21E+12,1502.846586,0.000468177,394503.1996,0.122898193,800489.1224,0.249373558,1575.248239,970.2513158,8597000,5457.552522,1,0.372739928,0.389781508
14,Bangkok,Bangkok,2015,0.23237462,386881,70860.79679,0.021089523,130639,715103,0.082432622,10650972,1.227777752,3.36E+12,1477.091389,0.000439611,391999.232,0.116666438,864665.5211,0.257340929,1575.248239,976.7786945,8675000,5507.068528,1,0.374446978,0.395536501
14,Bangkok,Bangkok,2016,0.23086326,400278,74012.69756,0.021146485,0,5894,0.000673369,10915311,1.247036559,3.50E+12,1399.03297,0.000399724,400390.665,0.114397333,901298.4399,0.25751384,1575.248239,983.1945166,8753000,5556.584533,1,0.372310897,0.393457382
14,Bangkok,Bangkok,2017,0.23653479,413479,76141.97077,0.020860814,121185,744657,0.084313519,10956241,1.240516418,3.65E+12,1412.009263,0.000386852,383005.5461,0.104933026,942427.8599,0.258199414,1575.248239,990.3366251,8832000,5606.735358,1,0.363519292,0.384380106
14,Bangkok,Bangkok,2018,0.23949502,430681,75885.05839,0.019761734,173741,930228,0.104379264,10917909,1.225079556,3.84E+12,1337.832034,0.000348394,396552.4289,0.103268862,989427.813,0.257663493,1575.248239,995.8533974,8912000,5657.521005,1,0.361280749,0.381042483
14,Bangkok,Bangkok,2019,0.23997544,446455,74387.82538,0.018596956,167330,894181,0.099819268,10905784,1.217435142,4.00E+12,1302.768538,0.000325692,397814.6142,0.099453654,1043348.448,0.260837112,1575.248239,1002.953587,8958000,5686.722752,1,0.360616458,0.379213414
14,Bangkok,Bangkok,2020,0.22144242,416686,77130.19856,0.020568053,114345,775528,0.086179353,11537682,1.282107123,3.75E+12,1190.778104,0.000317541,355109.6265,0.0946959,1064121.451,0.28376572,1575.248239,1009.725834,8999000,5712.750395,1,0.378779161,0.399347214
14,Bangkok,Bangkok,2021,0.22084069,416598,81588.00677,0.021698938,80502,615605,0.068143126,10688269,1.183115896,3.76E+12,1207.8195,0.000321229,353793.2455,0.094093948,1128729.93,0.30019413,1575.248239,1015.360017,9034000,5734.969116,1,0.394609307,0.416308245
39,Bueng Kan,Bueng Kan,2014,0.23255897,72917,891.38798,0.033676678,0,0,0,84124,0.231746556,26469000000,11906.76344,0.449838054,5922.753309,0.223761884,883.856249,0.033392128,4037.46209,11.32989636,363000,89.90796493,0,0.706992066,0.740668744
39,Bueng Kan,Bueng Kan,2015,0.2363507,82094,572.406527,0.019208273,0,88,0.000242424,74275,0.204614325,29800000000,15510.55829,0.520488533,6800.899089,0.22821809,1001.035408,0.033591792,4037.46209,11.32989636,363000,89.90796493,0,0.782298415,0.801506688
39,Bueng Kan,Bueng Kan,2016,0.2091396,85837,608.971213,0.019598082,0,0,0,73052,0.201801105,31073000000,16566.00734,0.533131894,6277.941029,0.202038459,1073.541115,0.034549001,4037.46209,11.32989636,362000,89.66028459,0,0.769719354,0.789317436
39,Bueng Kan,Bueng Kan,2017,0.16872138,93396,901.596727,0.026740916,0,42,0.000116343,80437,0.222817175,33716000000,18205.88866,0.539977716,7069.639543,0.209682037,1199.489489,0.035576269,4037.46209,11.54387995,361000,89.41260424,0,0.785236022,0.811976938
39,Bueng Kan,Bueng Kan,2018,0.17741708,92622,914.512162,0.027426588,0,586,0.001627778,77212,0.214477778,33344000000,18150.2991,0.544334786,7232.733716,0.216912599,1353.175874,0.04058229,4037.46209,11.75786342,360000,89.1649239,0,0.801829675,0.829256263
39,Bueng Kan,Bueng Kan,2019,0.18192139,96183,1083.832131,0.031301107,0,151,0.000419444,78598,0.218327778,34626000000,18938.60032,0.54694739,7257.914685,0.209608811,1371.276244,0.039602502,4037.46209,11.97184677,360000,89.1649239,0,0.796158703,0.82745981
39,Bueng Kan,Bueng Kan,2020,0.1570072,94565,1097.717981,0.032334324,176,1611,0.004487465,83412,0.232345404,33949000000,19118.70519,0.563159598,6213.348924,0.183020087,1388.671901,0.040904648,4037.46209,11.97184677,359000,88.91724355,0,0.787084333,0.819418657
39,Bueng Kan,Bueng Kan,2021,0.16151482,100578,1090.321697,0.030280826,0,0,0,89090,0.248854749,36007000000,19550.39175,0.542960862,6554.990032,0.182047658,1427.05471,0.039632702,4037.46209,11.97184677,358000,88.66956321,0,0.764641222,0.794922048
35,Buri Ram,Buri Ram,2014,0.39527363,37736,1682.033461,0.035630263,0,5809,0.004643485,291547,0.233051159,47208000000,8930.127715,0.189165559,8662.42031,0.183494753,4186.585025,0.088683804,10011.91984,107.4501988,1251000,124.9510603,0,0.461344116,0.496974379
35,Buri Ram,Buri Ram,2015,0.37560892,40071,2095.104985,0.041996171,1726,29616,0.023787952,317114,0.25471004,49888000000,9024.609861,0.180897407,9526.095467,0.190949637,4614.668485,0.092500571,10011.91984,107.8779715,1245000,124.3517747,0,0.464347615,0.506343786
35,Buri Ram,Buri Ram,2016,0.36943752,40829,2238.900035,0.044258407,0,0,0,337070,0.27205004,50587000000,9189.24751,0.181652352,9181.432364,0.181497862,4993.387525,0.098708908,10011.91984,107.8779715,1239000,123.752489,0,0.461859122,0.506117529
35,Buri Ram,Buri Ram,2017,0.33524257,41818,2236.450607,0.043374008,0,16442,0.013334955,322107,0.261238443,51562000000,9284.588592,0.180066495,9561.587222,0.185438641,5337.558625,0.103517292,10011.91984,108.5196435,1233000,123.1532034,0,0.469022428,0.512396436
35,Buri Ram,Buri Ram,2018,0.3482998,42441,2706.387664,0.05192808,240,11704,0.009530945,322644,0.262739414,52118000000,9030.957356,0.173279047,10275.67858,0.197161798,5746.008482,0.11024998,10011.91984,108.7335341,1228000,122.6537986,0,0.480690825,0.532618905
35,Buri Ram,Buri Ram,2019,0.35787871,43152,2786.087233,0.052965424,4473,6552,0.005374897,337280,0.276685808,52602000000,8897.012976,0.169138302,10451.37848,0.198687854,5889.583985,0.11196502,10011.91984,108.7335341,1219000,121.7548701,0,0.479791176,0.5327566
35,Buri Ram,Buri Ram,2020,0.34111837,44683,2932.927587,0.054247172,1204,4285,0.003541322,423680,0.35014876,54066000000,10003.48099,0.185023508,10067.62695,0.186209946,6037.504363,0.111669152,10011.91984,108.7335341,1210000,120.8559417,0,0.482902606,0.537149778
35,Buri Ram,Buri Ram,2021,0.29559913,46754,3055.041107,0.054407599,0,10383,0.008645296,403225,0.335741049,56151000000,10323.21889,0.183847463,11007.58395,0.196035404,6114.409918,0.108892271,10011.91984,108.9474247,1201000,119.9570132,0,0.488775138,0.543182737
4,Chachoengsao,Chachoengsao,2014,0.49509335,322888,3989.756735,0.016087729,3681,22167,0.028863281,323083,0.42068099,2.48E+11,11380.91129,0.045890771,181269.247,0.730924383,5828.678713,0.023502737,5526.224678,61.10717628,768000,138.9737198,1,0.800317891,0.81640562
4,Chachoengsao,Chachoengsao,2015,0.47951168,308841,4447.050192,0.01845249,1792,25660,0.032855314,356565,0.456549296,2.41E+11,10923.22304,0.045324577,172624.6688,0.716284933,6407.066493,0.026585338,5526.224678,61.96260194,781000,141.3261395,1,0.788194848,0.806647338
4,Chachoengsao,Chachoengsao,2016,0.46968412,321846,4060.075131,0.015921863,1399,8823,0.011140152,356475,0.450094697,2.55E+11,10695.93959,0.041944861,186631.2494,0.731887253,7028.268264,0.027561836,5526.224678,62.17645992,792000,143.3166486,1,0.80139395,0.817315813
4,Chachoengsao,Chachoengsao,2017,0.45729095,312262,4438.528246,0.017613207,2268,13970,0.017332506,334509,0.415023573,2.52E+11,11553.90844,0.045848843,179680.6031,0.713018266,7130.206462,0.02829447,5526.224678,63.03188766,806000,145.8500237,1,0.787161579,0.804774786
4,Chachoengsao,Chachoengsao,2018,0.44362044,342875,4407.279363,0.01562865,2040,25048,0.030434994,365100,0.443620899,2.82E+11,11664.35955,0.041362977,205352.2423,0.728199441,7466.887155,0.026478323,5526.224678,65.81203484,823000,148.9262648,1,0.796040741,0.811669391
4,Chachoengsao,Chachoengsao,2019,0.44804642,331080,4332.270241,0.015583706,2036,18350,0.021845238,443579,0.528070238,2.78E+11,11436.90313,0.041139939,198449.571,0.713847378,8239.174774,0.029637319,5526.224678,70.0673761,840000,152.002506,1,0.784624636,0.800208342
4,Chachoengsao,Chachoengsao,2020,0.43655005,285050,3922.357321,0.016009622,1300,17492,0.020386946,443245,0.516602564,2.45E+11,10890.92074,0.044452738,172793.9426,0.705281398,8130.559179,0.033185956,5526.224678,70.70894357,858000,155.2597026,1,0.782920092,0.798929714
4,Chachoengsao,Chachoengsao,2021,0.43874019,323971,4235.677175,0.014967057,787,18727,0.021402286,424846,0.485538286,2.83E+11,11274.1585,0.039838016,204506.0113,0.722636082,8220.975564,0.029049384,5526.224678,72.22271185,875000,158.3359438,1,0.791523482,0.806490539
66,Chai Nat,Chai Nat,2014,0.35155904,61238,930.534128,0.050315461,0,1618,0.005357616,135563,0.448884106,18494000000,4205.760987,0.227412187,3625.600304,0.196041976,1524.908432,0.082454225,2494.56793,18.85371429,302000,121.0630492,0,0.505908388,0.556223849
66,Chai Nat,Chai Nat,2015,0.34161529,55585,780.070275,0.046624247,0,2636,0.008757475,138169,0.459033223,16731000000,3217.842734,0.192328177,3713.733097,0.221967192,1658.962314,0.099155001,2494.56793,18.85371429,301000,120.6621782,0,0.51345037,0.560074617
66,Chai Nat,Chai Nat,2016,0.33460382,56221,836.746353,0.049943079,0,0,0,119849,0.402177852,16754000000,3174.531475,0.189479018,3524.749784,0.210382582,1783.304957,0.106440549,2494.56793,18.85371429,298000,119.4595651,0,0.506302149,0.556245228
66,Chai Nat,Chai Nat,2017,0.31956622,63929,782.114341,0.041331414,0,1126,0.003804054,119413,0.403422297,18923000000,4135.848526,0.218561989,4040.577201,0.213527305,1893.502216,0.100063532,2494.56793,18.85371429,296000,118.657823,0,0.532152826,0.57348424
66,Chai Nat,Chai Nat,2018,0.3444238,69395,1038.013371,0.05087802,0,2179,0.007411565,141831,0.482418367,20402000000,4558.177779,0.223418183,4117.875784,0.201836868,1970.337184,0.096575688,2494.56793,18.85371429,294000,117.856081,0,0.521830739,0.572708759
66,Chai Nat,Chai Nat,2019,0.35572582,71014,1208.394315,0.058076336,0,1135,0.00387372,165292,0.564136519,20807000000,4579.636047,0.220100738,4310.132271,0.207148184,1989.032382,0.095594386,2494.56793,18.85371429,293000,117.45521,0,0.522843308,0.580919644
66,Chai Nat,Chai Nat,2020,0.33556744,67828,1583.510841,0.080226509,0,13495,0.04637457,167116,0.574281787,19738000000,3199.552792,0.162101165,4882.50253,0.247365616,2038.149605,0.103260189,2494.56793,18.85371429,291000,116.6534679,0,0.51272697,0.592953479
66,Chai Nat,Chai Nat,2021,0.32436571,72370,1691.957969,0.080896867,0,2392,0.008276817,164252,0.568346021,20915000000,3503.849508,0.167528066,5380.634123,0.257261971,1988.42916,0.095071918,2494.56793,18.85371429,289000,115.8517259,0,0.519861955,0.600758822
9,Chaiyaphum,Chaiyaphum,2014,0.31528923,36040,1272.051677,0.036843297,0,0,0,269603,0.281422756,34526000000,8013.626284,0.232104104,5222.514659,0.151263241,3468.170446,0.100450977,13190.87897,71.61446754,958000,72.62594117,0,0.483818322,0.520661619
9,Chaiyaphum,Chaiyaphum,2015,0.32935968,37087,1486.476156,0.041925713,0,2282,0.002387029,275051,0.287710251,35455000000,8290.58025,0.233833881,5362.382093,0.151244735,4014.207078,0.113219774,13190.87897,71.61446754,956000,72.47432125,0,0.49829839,0.540224103
9,Chaiyaphum,Chaiyaphum,2016,0.34845001,39531,1547.959915,0.041175717,1518,2738,0.002879075,307376,0.32321346,37594000000,8421.470419,0.224011024,5412.696503,0.143977669,4452.910297,0.118447367,13190.87897,71.61446754,951000,72.09527145,0,0.48643606,0.527611777
9,Chaiyaphum,Chaiyaphum,2017,0.32452622,40398,1421.95294,0.037168438,12383,14306,0.015106653,267530,0.28250264,38257000000,8872.179578,0.231909966,5312.570759,0.138865326,4434.288039,0.115907887,13190.87897,71.61446754,947000,71.79203161,0,0.486683179,0.523851617
9,Chaiyaphum,Chaiyaphum,2018,0.3235001,42916,1574.130253,0.038937597,0,248,0.00026327,255353,0.271075372,40427000000,9719.44753,0.240419708,6535.119725,0.161652354,4735.87637,0.117146372,13190.87897,71.61446754,942000,71.41298181,0,0.519218434,0.558156031
9,Chaiyaphum,Chaiyaphum,2019,0.32245016,41576,1691.25064,0.043460122,664,1338,0.001429487,303172,0.323901709,38915000000,8517.990238,0.218887068,5879.264763,0.151079655,5039.793182,0.129507727,13190.87897,71.61446754,936000,70.95812206,0,0.49947445,0.542934572
9,Chaiyaphum,Chaiyaphum,2020,0.31775254,41781,1976.17851,0.050804116,0,1669,0.001792696,284527,0.305614393,38898000000,8865.348226,0.227912701,5002.707759,0.128610925,4941.045105,0.127025685,13190.87897,71.61446754,931000,70.57907226,0,0.483549311,0.534353427
9,Chaiyaphum,Chaiyaphum,2021,0.30465087,42974,1857.201454,0.046670389,0,1639,0.001769978,323416,0.349261339,39794000000,8838.533021,0.222107177,5054.761511,0.127023207,5151.473956,0.129453535,13190.87897,71.61446754,926000,70.20002246,0,0.478583919,0.525254308
71,Chanthaburi,Chanthaburi,2014,0.56314075,104292,1639.607518,0.030350175,0,1569,0.003028958,205406,0.39653668,54023000000,26647.64091,0.493264737,3192.606684,0.059097175,3423.54462,0.063371983,6072.524257,18.60376119,518000,85.30225291,0,0.615733895,0.64608407
71,Chanthaburi,Chanthaburi,2015,0.54567993,101422,2174.189366,0.040754843,833,3514,0.006680608,210338,0.399882129,53348000000,24708.39337,0.463155008,3228.332265,0.060514588,3815.98351,0.07153002,6072.524257,18.60376119,526000,86.61966223,0,0.595199616,0.635954459
71,Chanthaburi,Chanthaburi,2016,0.5353598,95312,2716.425454,0.053271601,0,1524,0.002848598,244682,0.457349533,50992000000,21638.19625,0.424344922,3379.628438,0.066277621,4207.719857,0.082517255,6072.524257,18.60376119,535000,88.1017477,0,0.573139798,0.626411399
71,Chanthaburi,Chanthaburi,2017,0.51837534,109884,2329.110987,0.03896333,2796,6578,0.012091912,278980,0.512830882,59777000000,26123.27966,0.437012223,4270.279986,0.07143684,4486.271603,0.07505013,6072.524257,18.60376119,544000,89.58383318,0,0.583499193,0.622462523
71,Chanthaburi,Chanthaburi,2018,0.51250046,95421,2448.851817,0.046407895,50,5634,0.010188065,285188,0.515710669,52768000000,21494.44825,0.407338695,3806.080547,0.072128573,4832.704612,0.091584002,6072.524257,18.60376119,553000,91.06591865,0,0.57105127,0.617459165
71,Chanthaburi,Chanthaburi,2019,0.50904775,100232,2884.651176,0.051669404,922,6261,0.011240575,283443,0.508874327,55829000000,22269.58599,0.398889215,3646.712296,0.06531932,5192.102212,0.093000093,6072.524257,18.60376119,557000,91.72462331,0,0.557208628,0.608878032
71,Chanthaburi,Chanthaburi,2020,0.49817783,105018,2462.564197,0.041798595,0,4752,0.008470588,284317,0.506803922,58915000000,23582.81764,0.400285456,3592.366763,0.060975418,5504.90778,0.093438136,6072.524257,18.60376119,561000,92.38332796,0,0.55469901,0.596497605
71,Chanthaburi,Chanthaburi,2021,0.49691957,103087,2455.332111,0.042081549,535,8190,0.014469965,290766,0.513720848,58347000000,23600.12809,0.404478861,3409.026043,0.058426758,5613.77793,0.096213652,6072.524257,18.60376119,566000,93.20670878,0,0.559119271,0.60120082
65,Chiang Mai,Chiang Mai,2014,0.72241485,69873,7473.204394,0.060267777,7785,122600,0.069265537,1053680,0.595299435,1.24E+11,16474.05974,0.13285532,11254.77837,0.090764342,14872.494,0.119939468,22765.23009,169.3392027,1770000,77.75014762,0,0.34355913,0.403826907
65,Chiang Mai,Chiang Mai,2015,0.71793824,71636,8634.855602,0.067990989,34109,168778,0.0948724,1091822,0.613727937,1.27E+11,15077.23326,0.118718372,11492.23939,0.090490074,15993.76167,0.125935131,22765.23009,170.6231794,1779000,78.14548735,0,0.335143577,0.403134566
65,Chiang Mai,Chiang Mai,2016,0.71412355,75741,9979.512145,0.073922312,3878,16030,0.008970341,991174,0.554658086,1.35E+11,15481.43373,0.114677287,11958.94675,0.088584791,17515.76936,0.12974644,22765.23009,171.0511691,1787000,78.49690045,0,0.333008518,0.40693083
65,Chiang Mai,Chiang Mai,2017,0.7023654,78560,10003.95032,0.070950002,23187,141921,0.079020601,990000,0.551224944,1.41E+11,16065.05931,0.113936591,12600.93466,0.089368331,18424.23782,0.130668353,22765.23009,171.0511691,1796000,78.89224018,0,0.333973275,0.404923277
65,Chiang Mai,Chiang Mai,2018,0.69997901,81583,9966.533197,0.067799546,11946,109062,0.060422161,990329,0.548658726,1.47E+11,17667.56668,0.120187528,12118.97279,0.082441992,20738.78788,0.14108019,22765.23009,171.0511691,1805000,79.28757991,0,0.34370971,0.411509256
65,Chiang Mai,Chiang Mai,2019,0.70464849,84295,9055.843571,0.059577918,8209,104330,0.05786467,1013557,0.562150305,1.52E+11,17953.50527,0.118115166,12064.33085,0.079370598,21491.19905,0.141389467,22765.23009,171.4791621,1803000,79.19972664,0,0.338875231,0.398453149
65,Chiang Mai,Chiang Mai,2020,0.6945889,79278,9088.007979,0.063552503,13742,100001,0.055525264,1157610,0.642759578,1.43E+11,17015.64375,0.118990516,11881.4137,0.083086809,19875.32589,0.138988293,22765.23009,173.4051237,1801000,79.11187336,0,0.341065618,0.404618121
65,Chiang Mai,Chiang Mai,2021,0.68949378,78810,8648.685181,0.060906234,15168,89705,0.049891546,1232495,0.68548109,1.42E+11,17516.81594,0.123357859,12987.88055,0.091463948,18649.31169,0.131333181,22765.23009,173.6191189,1798000,78.98009345,0,0.346154988,0.407061222
25,Chiang Rai,Chiang Rai,2014,0.45132861,43259,2360.02421,0.046868654,0,12354,0.010613402,321385,0.276103952,50354000000,11891.02533,0.236148575,2633.934456,0.052308346,5523.022642,0.109683891,11444.2486,163.1356278,1164000,101.7104784,0,0.398140812,0.445009466
25,Chiang Rai,Chiang Rai,2015,0.42977497,44163,3040.143182,0.059242418,2603,15461,0.013305508,349289,0.300592943,51317000000,11149.17552,0.217260859,2554.069151,0.04977043,6000.259347,0.116925373,11444.2486,163.5637073,1162000,101.5357181,0,0.383956662,0.44319908
25,Chiang Rai,Chiang Rai,2016,0.41578653,45229,3460.968218,0.065965925,0,5776,0.00497931,345565,0.297900862,52466000000,10568.8075,0.201441076,2776.857612,0.052926802,6242.02068,0.118972681,11444.2486,163.5637073,1160000,101.3609579,0,0.373340559,0.439306484
25,Chiang Rai,Chiang Rai,2017,0.40340728,47342,3387.502646,0.061790935,16143,27642,0.023870466,396733,0.3426019,54822000000,11164.13721,0.203643377,2939.788366,0.053624245,6616.639644,0.120693146,11444.2486,163.5637073,1158000,101.1861976,0,0.377960768,0.439751703
25,Chiang Rai,Chiang Rai,2018,0.40119529,47210,3799.879215,0.069626738,0,25530,0.022084775,429109,0.371201557,54575000000,10133.14932,0.185673831,2891.482548,0.052981815,7004.840451,0.128352551,11444.2486,163.5637073,1156000,101.0114373,0,0.367008197,0.436634935
25,Chiang Rai,Chiang Rai,2019,0.4063811,47142,3801.368647,0.070057106,1296,31774,0.02760556,405843,0.352600348,54261000000,9338.669453,0.172106475,2773.284951,0.051110097,7307.805128,0.134678777,11444.2486,163.991786,1151000,100.5745366,0,0.357895349,0.427952455
25,Chiang Rai,Chiang Rai,2020,0.37616932,45177,3696.872922,0.071343412,4483,28909,0.02520401,429281,0.374264167,51818000000,8573.415024,0.165452449,3067.993892,0.059207107,7170.727121,0.138382939,11444.2486,164.8479353,1147000,100.2250161,0,0.363042495,0.434385907
25,Chiang Rai,Chiang Rai,2021,0.37699872,46202,3751.274843,0.071096694,878,26059,0.022818739,378787,0.331687391,52763000000,8546.202642,0.161973403,3502.359722,0.066379086,7230.465708,0.137036668,11444.2486,164.8479353,1142000,99.7881154,0,0.365389157,0.436485851
64,Chon Buri,Chon Buri,2014,0.36803615,304459,14359.70905,0.028156292,3611,151650,0.090537313,1232014,0.735530746,5.10E+11,10612.28384,0.0208084,243732.905,0.477907657,26539.28013,0.052037804,4395.2836,299.6139975,1675000,381.0903124,1,0.550753861,0.578910153
64,Chon Buri,Chon Buri,2015,0.35940722,312285,15895.27264,0.029822275,36031,132702,0.077785463,1212203,0.710552755,5.33E+11,10203.93039,0.019144335,251483.1812,0.471825856,29334.2454,0.055036108,4395.2836,304.4319028,1706000,388.1433271,1,0.546006299,0.575828574
64,Chon Buri,Chon Buri,2016,0.35893023,325957,16667.38242,0.029447672,36601,60050,0.034610951,1079921,0.622432853,5.66E+11,11077.22131,0.019571062,268981.2601,0.475231908,30184.39133,0.053329313,4395.2836,306.3062225,1735000,394.7413086,1,0.548132283,0.577579955
64,Chon Buri,Chon Buri,2017,0.35471764,324480,12859.75599,0.022248713,9790,98648,0.055358025,1105502,0.620371493,5.78E+11,12540.65459,0.021696634,270971.4484,0.468808734,32017.06889,0.055392853,4395.2836,310.9178062,1782000,405.434589,1,0.545898221,0.568146934
64,Chon Buri,Chon Buri,2018,0.35012376,324552,12493.61095,0.021175612,17725,120874,0.066450797,1169109,0.642720726,5.90E+11,13139.99168,0.022271172,281954.9178,0.477889691,33822.28632,0.057325909,4395.2836,315.8363573,1819000,413.8527034,1,0.557486772,0.578662384
64,Chon Buri,Chon Buri,2019,0.34008899,325013,14556.84719,0.024140708,8062,109478,0.05901779,1182861,0.637660916,6.03E+11,12382.73598,0.020535217,280783.9816,0.465645077,35319.16526,0.058572413,4395.2836,318.4025991,1855000,422.0433011,1,0.544752707,0.568893415
64,Chon Buri,Chon Buri,2020,0.33152011,297187,12682.9899,0.022567598,15434,86597,0.045794289,1330086,0.703377049,5.62E+11,11478.21552,0.020423871,277322.2031,0.493455877,33948.38815,0.060406385,4395.2836,320.1134075,1891000,430.2338989,1,0.574286133,0.596853731
64,Chon Buri,Chon Buri,2021,0.3238295,311972,13179.41569,0.021929144,5196,76159,0.039542575,1365147,0.708799065,6.01E+11,11670.82851,0.019419016,302830.2372,0.503877267,35037.11954,0.058298036,4395.2836,324.3904328,1926000,438.1969801,1,0.581594319,0.603523463
19,Chumphon,Chumphon,2014,0.43585098,82973,1407.481177,0.035193188,3270,5758,0.011946058,173609,0.360184647,39993000000,15312.49069,0.382879271,5171.344597,0.129306244,2780.497961,0.069524616,5803.750933,24.77045383,482000,83.04973896,1,0.581710131,0.616903319
19,Chumphon,Chumphon,2015,0.42441013,78813,1735.232141,0.045302774,0,1430,0.002942387,189300,0.389506173,38303000000,13353.64228,0.348631759,5012.826055,0.130872936,3137.391318,0.081909806,5803.750933,24.77045383,486000,83.73894842,1,0.561414501,0.606717275
19,Chumphon,Chumphon,2016,0.43015376,87333,1875.847904,0.043835391,0,984,0.002008163,225859,0.460936735,42793000000,15641.07072,0.365505356,4396.192295,0.102731575,3256.986035,0.076110252,5803.750933,24.77045383,490000,84.42815787,1,0.544347183,0.588182574
