province_id,province,gdp,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
65,Chiang Mai,Agriculture,6893.667983,8193.446521,7795.984516,6848.353064,8822.596456,9766.591995,10179.26317,13188.89109,12054.1251,12695.20056,14163.69667,13948.55394,13911.57308,14207.67964,14534.11406,13543.83897,17585.88273,17057.06584,15989.72502,16474.05974,15077.23326,15481.43373,16065.05931,17667.56668,17953.50527,17015.64375,17516.81594
37,Lampang,Agriculture,2322.088808,2400.77987,2114.534015,2439.347526,2400.321277,2473.131104,2497.700284,2434.01392,2794.802911,2742.989181,2825.306144,2910.700309,3045.382746,2959.069764,2935.781703,2646.792448,2883.706389,2872.551279,2864.907916,2863.199481,2950.263867,2846.308471,2997.685858,2801.844562,2946.848751,2811.855394,2929.80155
34,Uttaradit,Agriculture,2287.456408,2687.178869,2642.393849,2441.345797,2651.060705,2636.426046,3158.228275,3044.067436,3580.346549,3319.185593,3436.575092,3460.539726,3440.415975,3743.773093,3719.046956,4162.790194,4546.112437,4718.137954,4504.52661,4113.227053,3172.831823,3166.596782,4909.587696,5023.05184,4287.038403,4029.544969,4441.489818
74,Mae Hong Son,Agriculture,883.29881,971.438958,856.479856,871.040351,918.560316,1070.10085,1022.108603,1173.226729,1149.550051,1149.902453,1240.767608,1279.668909,1297.980761,1300.325431,1289.051637,1107.732766,1205.860312,1055.303728,1137.035101,1110.191368,1168.240163,1179.801632,1161.678928,1270.945112,1719.945821,1613.839324,1653.598054
25,Chiang Rai,Agriculture,5092.122089,5341.608044,5137.424549,5544.808983,6310.652709,7087.544168,7700.602441,7936.646891,8566.094499,8468.415566,9976.21006,9261.320718,10035.54919,10072.94445,10135.65404,10498.33079,11113.00012,12282.95918,12206.00108,11891.02533,11149.17552,10568.8075,11164.13721,10133.14932,9338.669453,8573.415024,8546.202642
32,Phrae,Agriculture,1550.263987,1654.979502,1558.312972,1417.364145,1541.278824,1659.535038,1540.268745,1590.975817,1714.929952,1777.789789,1748.884892,1796.855693,1816.557574,1739.958786,1814.631172,1968.430868,2156.000903,2211.73102,2167.914417,1992.263129,2020.153126,2220.981829,2283.815112,2423.740019,2352.704572,2380.151211,2341.608422
28,Lamphun,Agriculture,2286.674018,2709.381976,2642.783613,1796.841716,2834.805936,4019.234522,3427.648447,4167.836697,4809.888065,5938.917599,7415.438642,5943.947219,5030.714515,4695.562804,5657.870409,5159.359255,7007.944789,6803.214607,5676.01542,6347.535976,4404.929256,3971.822754,5366.917064,5874.643389,4782.178744,4827.612249,5009.140917
70,Nan,Agriculture,1690.05293,1688.895028,1640.331001,1617.761787,1767.595525,1917.593811,1960.113654,2183.773728,2194.710154,2288.126819,2436.79975,2426.063598,2489.593157,2710.595448,3045.017509,2937.311277,3059.329722,3174.439754,3238.359816,3403.756545,3434.784672,3286.982826,3549.714041,3830.878599,3757.134133,3698.224805,3887.573427
1,Phayao,Agriculture,2518.389153,2717.189846,2513.640132,2521.16002,3013.140977,3426.853311,3397.301632,3491.207969,3859.011163,3925.376443,4465.935813,4382.978393,4293.605703,4112.014047,4343.336913,4169.18345,4483.717164,4430.58021,4500.552572,4556.545682,4176.586242,3823.497373,4241.796875,4010.009294,3677.862575,3538.567916,3588.355265
2,Nakhon Sawan,Agriculture,6738.777266,7631.756454,7688.277988,8061.304683,7810.613378,9266.734498,10171.55253,9284.058551,11882.17486,11742.20885,11077.00058,11886.71736,12736.79473,12641.13392,12522.4053,12245.815,13030.77964,14420.13956,15116.36299,13712.27652,12435.17618,10596.73345,11797.2117,13528.02119,12989.57773,11288.99324,10757.29678
21,Phitsanulok,Agriculture,5214.802729,6151.719815,6485.546282,7512.018753,6491.883685,7181.085481,7384.931424,6879.059875,7956.956415,7663.212922,8263.457055,8317.520825,8691.67296,8917.64079,8698.551883,8768.518801,9832.938505,11627.33756,10614.24073,9502.114747,8083.24137,7703.224699,8855.852868,9210.920084,9006.88077,7794.325602,8189.611929
36,Kam Phaeng Phet,Agriculture,5856.041245,6017.950891,5620.685636,6112.910192,6421.208428,6864.716384,7218.942464,6376.192889,8075.749059,6933.055718,6519.41997,7105.828037,7880.984038,8406.285925,8429.008062,7993.503885,9659.92687,10914.55517,11003.82595,9896.010577,8837.746511,8110.890617,9197.938093,10247.80599,9587.060631,7963.731464,8178.969611
18,Uthai Thani,Agriculture,2347.730186,2779.91016,2741.068312,2755.325076,3151.20867,4171.178438,3274.83916,2968.718235,3942.877296,3512.851157,3251.714181,3739.894037,4121.526418,4058.906353,4120.99855,3745.188479,4670.872943,4781.636889,4963.355724,4730.168162,4201.069453,3751.966834,4267.022705,4681.616259,3891.302586,3237.881765,3766.434289
7,Sukhothai,Agriculture,3408.812761,3837.763419,3580.561236,3871.749401,4358.561382,4097.131133,4307.388573,4395.855069,5450.206314,5107.884903,4473.252405,4550.818894,4846.869183,5088.03265,4999.217695,5903.633357,6912.723208,7169.301708,6964.802002,6386.805306,5397.361982,5971.716493,6777.206118,7600.96118,7085.448091,6274.062437,6304.49437
26,Tak,Agriculture,2623.853748,2840.622666,2612.807418,2697.771925,2932.205681,3071.451647,3631.134544,3782.912049,3654.603276,3349.793133,3683.698901,3929.125724,4128.604199,4079.066928,4321.423879,4007.57791,4072.874112,4257.407815,4216.066185,4124.099205,4149.989644,4020.551823,4141.808189,6261.848906,7459.698134,6295.390209,6089.531172
54,Phichit,Agriculture,3548.263751,4222.918864,4813.475308,5429.888332,4610.438594,5536.029022,6175.906353,5044.644847,6070.9901,5450.283377,5710.067856,5573.567182,5713.194023,5916.157691,5905.749529,6550.660558,6421.826534,7998.667394,7927.375414,6834.914239,5770.890231,5490.503675,6061.28279,6793.510922,6507.513509,5922.161726,6094.393569
10,Phetchabun,Agriculture,8264.535913,8244.781845,7146.033542,7800.865021,7993.118482,7812.79548,9305.862816,9347.984836,9784.616775,9099.417993,9781.376576,9443.144704,10212.49648,10268.86174,10485.50316,10148.5815,10473.32021,11159.40668,10991.97043,10673.19574,10186.71137,10187.00396,10314.21648,10746.23313,11220.45201,10223.75706,10124.15765
44,Phuket,Agriculture,4760.772263,4492.049465,3994.511604,4907.516599,4460.592425,4852.43723,4824.386591,4134.432886,4173.678039,4724.862275,4589.96714,4439.814626,4949.619142,4538.436768,4698.390493,4347.072475,4393.740837,4042.222836,4175.745214,3981.766967,3204.56019,4392.296638,3845.199041,4136.760199,4507.419302,5393.56669,3976.233153
11,Surat Thani,Agriculture,12986.36542,14429.63401,13297.91647,13336.29323,14595.95936,15504.90436,16869.02276,16507.1964,18478.97524,19007.74135,19056.07772,19824.40633,18070.32605,20129.54252,19907.08378,19471.41182,19108.03329,22106.24858,25510.03116,23613.99857,22814.22259,21557.6362,21583.50727,22320.63101,21989.66634,20295.75017,21569.59616
22,Ranong,Agriculture,9329.865256,9000.002303,7233.449546,6732.565957,5447.848126,5451.532404,5016.69278,4817.372777,5203.41492,7398.483488,7312.565982,7442.762852,7824.948013,8216.588039,8276.029843,7918.537185,7317.231414,7477.719587,8359.302322,8355.773982,7569.174856,8094.571453,8240.327474,9028.833846,8254.608431,9108.17217,8638.232638
56,Phangnga,Agriculture,9249.171218,10199.77683,11644.31517,8764.263491,7839.240156,8541.777165,7852.576561,7573.156982,7664.209124,8210.674122,8049.2569,7977.450801,8262.61674,8233.343837,8350.449381,8012.368507,7215.408771,7458.123681,7830.148884,7837.803755,7206.340067,7219.254572,8663.435161,9295.480089,9244.738271,9698.300474,8696.171268
63,Krabi,Agriculture,6785.663742,7230.896288,6624.05153,6966.882599,8242.029541,6699.873224,10217.64011,10222.4423,11499.86139,11938.12488,11771.42026,12952.33601,12449.43427,13904.80584,13269.24399,11999.60132,12580.37558,14818.74074,14582.07443,15101.09134,13379.1747,12545.58575,13445.51938,13426.55358,13781.58104,13477.19331,13713.08485
19,Chumphon,Agriculture,7840.074097,9704.999252,9985.160419,10647.60185,12844.80158,11128.82717,11234.41834,12742.47568,12613.71245,13905.74342,13750.32064,14141.86544,15000.54813,15484.4332,16202.17812,14007.43373,12736.99463,13069.96814,15461.35224,15312.49069,13353.64228,15641.07072,15272.69874,17501.96364,22648.30183,23247.46081,24123.63751
59,Nakhon Si Thammarat,Agriculture,16254.8646,16922.02517,16534.21752,17474.32781,19605.63702,20846.19376,20521.38929,20517.19722,22229.14333,23654.19173,21921.02365,21316.60036,21130.97389,19937.89497,21101.72252,20470.9217,16843.25883,17940.01402,21948.45576,22666.78684,20579.47286,20824.02882,22114.28806,24270.8086,27053.40238,25298.41693,27129.50641
