asdf_id,landscan_global_population.2021.sum,landscan_global_population.2020.sum,landscan_global_population.2019.sum,landscan_global_population.2018.sum,landscan_global_population.2017.sum,landscan_global_population.2016.sum,landscan_global_population.2015.sum,landscan_global_population.2014.sum,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
374,43346.34001,43030.23001,42926.37001,42820.30001,44509.58001,44309.91001,44164.18001,43636.91001,ADM2,374,THA,THA-ADM2-46861878B28857791,Mae Tha,ADM2
375,31352.84997,31127.79997,31038.45997,30948.68997,32428.71997,32248.56997,32155.36997,31269.75995,ADM2,375,THA,THA-ADM2-46861878B80614590,Mae Wang,ADM2
376,41980.51001,41687.83001,41556.57001,41435.09001,43242.57001,44337.96001,45330.82001,45109.33001,ADM2,376,THA,THA-ADM2-46861878B31947465,Mae Wong,ADM2
377,53718.94,53332.44,53195.84,53040.28,55182.31,55006.16,54828.31,54582.6,ADM2,377,THA,THA-ADM2-46861878B98394643,Maha Chana Chai,ADM2
378,26870.11003,26673.86003,26494.10003,26418.83003,27534.46003,27446.20004,27354.15004,27168.21005,ADM2,378,THA,THA-ADM2-46861878B74489142,Maha Rat,ADM2
379,12904.50997,12819.65997,12788.32997,12755.08997,12588.15997,12546.66997,12505.61997,12462.94997,ADM2,379,THA,THA-ADM2-46861878B3931796,Mai Kaen,ADM2
380,34575.77,34331.89,34246.49,34152.87,31001.09,30904.03,30802.86,30696.65,ADM2,380,THA,THA-ADM2-46861878B65108242,Makham,ADM2
381,8906.109996,8848.179996,8832.539996,8805.509996,8844.889996,9000.429996,8958.919996,8943.259996,ADM2,381,THA,THA-ADM2-46861878B7280002,Ma Nang,ADM2
382,80224.82998,79630.01998,79537.99998,79311.15998,82440.40998,82171.12998,81914.72998,81648.12998,ADM2,382,THA,THA-ADM2-46861878B53076337,Mancha Khiri,ADM2
383,34265.57001,34022.41001,34002.61001,33910.04001,33887.59001,33791.47001,33678.95001,33568.75001,ADM2,383,THA,THA-ADM2-46861878B89632092,Manorom,ADM2
384,52979.65013,53753.84008,53612.44008,53472.57008,52715.08008,52545.71008,52374.62008,52197.46008,ADM2,384,THA,THA-ADM2-46861878B32072807,Mayo,ADM2
385,141498.7695,141086.6895,140850.2495,140595.2695,135819.3995,135391.9895,134949.5695,135800.6195,ADM2,385,THA,THA-ADM2-46861878B78025130,Min Buri,ADM2
386,17517.09,17392.86,17348.28,17297.72,18176.44,18119.24,18058,17994.15,ADM2,386,THA,THA-ADM2-46861878B29309781,Moei Wadi,ADM2
387,53624.72997,53229.61997,53098.76997,53019.66997,55141.75997,54974.08997,54784.31997,54631.83998,ADM2,387,THA,THA-ADM2-46861878B39659920,Muak Lek,ADM2
388,78455.96002,77883.09002,77700.84002,77494.07002,82085.14003,81842.03003,81566.73003,81310.60003,ADM2,388,THA,THA-ADM2-46861878B56612506,Muang Samsip,ADM2
389,98483.82001,97772.36001,97284.51001,97043.10001,101778.9,101457.79,101134.65,100781.19,ADM2,389,THA,THA-ADM2-46861878B26602999,Muang Amnat Chareon,ADM2
390,49618.43994,49256.69994,48571.87994,48438.97994,48743.02994,48590.88994,48433.59994,48277.23994,ADM2,390,THA,THA-ADM2-46861878B97872715,Muang Ang Thong,ADM2
391,71049.50002,70493.75002,70970.67002,70807.05002,74834.85002,74386.82002,74127.70002,73309.45002,ADM2,391,THA,THA-ADM2-46861878B76310784,Muang Bueng Kan,ADM2
392,181944.62,180626.1,180174.3,179674.17,186007.5,182730.39,181996.9,177155.54,ADM2,392,THA,THA-ADM2-46861878B1231270,Muang Buri Ram,ADM2
393,190701.6902,189327.1602,189140.1702,188621.0702,169762.4302,169260.9302,168703.4202,168594.5802,ADM2,393,THA,THA-ADM2-46861878B92077231,Muang Chachoengsao,ADM2
394,67768.76,67276.64,66437.06998,66253.59998,65952.20998,65739.61998,65519.06998,65290.78998,ADM2,394,THA,THA-ADM2-46861878B7826734,Muang Chai Nat,ADM2
395,169541.21,168318.27,167898.78,167433.17,174015.53,173411.25,172855.63,171802.22,ADM2,395,THA,THA-ADM2-46861878B89361682,Muang Chaiyaphum,ADM2
396,12574.95001,12514.12001,12447.37001,12408.66001,13089.15001,13050.13001,13010.17001,12965.12001,ADM2,396,THA,THA-ADM2-46861878B50374572,Muang Chan,ADM2
397,149643.29,148559.05,148187.32,147780,129998.6201,129595.7701,129169.8901,128723.6101,ADM2,397,THA,THA-ADM2-46861878B9742166,Muang Chanthaburi,ADM2
398,288712.3005,286619.2105,286070.0505,285891.4806,298636.2106,299914.8506,299081.2006,301257.1607,ADM2,398,THA,THA-ADM2-46861878B77973840,Muang Chiang Mai,ADM2
399,194309.7,193232.61,192733.35,193578.31,201099.78,200358.93,199731.13,201561.97,ADM2,399,THA,THA-ADM2-46861878B91482354,Muang Chiang Rai,ADM2
400,396712.5095,393837.9095,392868.3495,391973.0295,368511.7695,367367.8794,366157.0195,364899.5595,ADM2,400,THA,THA-ADM2-46861878B38960083,Muang Chon Buri,ADM2
401,155189.04,155261.09,154906.62,154558.39,150091.33,149496.29,149003.8,148432.34,ADM2,401,THA,THA-ADM2-46861878B72866004,Muang Chumphon,ADM2
402,131789.15,130815.8,130511.96,130157.17,134236.08,133861.2,133429.2,133005.51,ADM2,402,THA,THA-ADM2-46861878B90458357,Muang Kalasin,ADM2
403,246239.79,244570.04,244613.65,243911.79,255576.02,254343.29,253503.5,248760.8,ADM2,403,THA,THA-ADM2-46861878B64108688,Muang Kam Phaeng Phet,ADM2
404,162537.3799,161375.8799,160975.8799,160570.3099,167851.6799,167271.1699,166684.1899,166090.8899,ADM2,404,THA,THA-ADM2-46861878B60299717,Muang Kanchanaburi,ADM2
405,366474.55,363773.43,362724.4,362157.42,376205.46,374815.56,373578.61,372320.57,ADM2,405,THA,THA-ADM2-46861878B27119475,Muang Khon Kaen,ADM2
406,101710.0901,94244.02007,93799.02006,94141.57009,88072.57011,87738.76012,87436.02011,87160.46011,ADM2,406,THA,THA-ADM2-46861878B89450422,Muang Krabi,ADM2
407,229512.72,227799.66,227229.07,226611.64,234832.32,234824.24,235342.71,234622,ADM2,407,THA,THA-ADM2-46861878B16041983,Muang Lampang,ADM2
408,143219.51,142177.15,141897.8,141617.59,147046.62,146418.21,145819.18,145127.86,ADM2,408,THA,THA-ADM2-46861878B42171032,Muang Lamphun,ADM2
409,97851.64004,97141.61004,96897.66004,96632.43004,100399.69,100156.98,99819.44004,99805.90004,ADM2,409,THA,THA-ADM2-46861878B59571974,Muang Loei,ADM2
410,262743.6901,260829.0701,260315.5801,259594.4301,266280.5101,264652.8301,263786.1601,262590.6201,ADM2,410,THA,THA-ADM2-46861878B85968676,Muang Lop Buri,ADM2
411,38639.01,38357.41,38260.47,38156.78,38876.59,38691.84,38559.72,38184.78,ADM2,411,THA,THA-ADM2-46861878B38521913,Muang Mae Hong Son,ADM2
412,136001.0899,135005.7399,135498.0499,136395.7199,140600.7799,140149.0299,139677.9899,139188.5099,ADM2,412,THA,THA-ADM2-46861878B85339258,Muang Maha Sarakam,ADM2
413,133859.07,132889.84,132559.12,132194.88,141949.5,141509.36,141043.02,140105.1,ADM2,413,THA,THA-ADM2-46861878B9521826,Muang Mukdahan,ADM2
414,113163.11,112345.14,110320.3,109996.22,96823.95002,96515.73002,96199.16002,95873.99002,ADM2,414,THA,THA-ADM2-46861878B85329504,Muang Nakhon Nayok,ADM2
415,382480.7199,379712.1499,378789.6899,377748.9299,330374.6899,329343.9499,328256.7099,327125.3799,ADM2,415,THA,THA-ADM2-46861878B30322907,Muang Nakhon Pathom,ADM2
416,132445,131476.63,131263.74,130895.64,140083.14,139861.37,139634.49,139177.79,ADM2,416,THA,THA-ADM2-46861878B40724841,Muang Nakhon Phanom,ADM2
417,429635.87,426526.67,425453.97,424289.89,445658.49,444101.59,442666.73,441282.66,ADM2,417,THA,THA-ADM2-46861878B82819648,Muang Nakhon Ratchasima,ADM2
418,208341.08,206837.05,206009.91,205448.52,214283.6,213663.51,212975.93,212257.16,ADM2,418,THA,THA-ADM2-46861878B70059404,Muang Nakhon Sawan,ADM2
419,285343.5,274043.04,273353.63,269763.99,253224.08,251837.6499,251022.8599,250107.2199,ADM2,419,THA,THA-ADM2-46861878B89418483,Muang Nakhon Si Thammarat,ADM2
420,70141.62002,69639.79002,69363.52002,68963.56002,72160.56003,71898.30003,71646.10003,72036.53003,ADM2,420,THA,THA-ADM2-46861878B61943119,Muang Nan,ADM2
421,116981.09,116135.53,115841.42,115532.39,114748.63,114391.08,114008.65,113625.81,ADM2,421,THA,THA-ADM2-46861878B37335822,Muang Narathiwat,ADM2
422,126953.59,126025.77,125709.02,125367.46,132902.61,132465.5,132045.62,131703.97,ADM2,422,THA,THA-ADM2-46861878B19469125,Muang Nongbua Lamphu,ADM2
423,113580.7501,112748.4301,112360.2101,112050.1801,119890.8701,119741.6101,119344.2901,118845.3101,ADM2,423,THA,THA-ADM2-46861878B1766028,Muang Nong Khai,ADM2
424,572643.8206,568499.4506,566939.8206,565150.0506,484506.9405,482998.6705,481407.3105,479781.1605,ADM2,424,THA,THA-ADM2-46861878B1734595,Muang Nonthaburi,ADM2
425,32255.12,32022.04,31942.11,31855.84,33047.55,32944.07,32832.45,32755.68,ADM2,425,THA,THA-ADM2-46861878B40674408,Muang Pan,ADM2
426,301437.0201,299253.8601,297693.5101,296869.2501,263949.9001,263024.5201,262073.9901,261583.6401,ADM2,426,THA,THA-ADM2-46861878B75938694,Muang Pathum Thani,ADM2
427,116089.85,115236.36,114949.57,114634.66,112963.53,112612.94,112240.78,111851.89,ADM2,427,THA,THA-ADM2-46861878B77099556,Muang Pattani,ADM2
428,43724.09002,43337.37003,43310.89002,43458.53001,42009.22001,41964.99001,41936.06001,41820.08001,ADM2,428,THA,THA-ADM2-46861878B62630707,Muang Phangnga,ADM2
429,140670.3101,139651.9701,139303.3201,138920.1701,129371.29,128954.74,128545.04,128097.11,ADM2,429,THA,THA-ADM2-46861878B81256838,Muang Phatthalung,ADM2
430,97786.31018,97080.65018,96796.34018,96407.39018,100408.8202,99064.2102,98059.5102,95729.04021,ADM2,430,THA,THA-ADM2-46861878B73553013,Muang Phayao,ADM2
431,204284.45,202802.12,202360.79,201836.2,214951.02,214549.63,214012.25,213302.12,ADM2,431,THA,THA-ADM2-46861878B46365826,Muang Phetchabun,ADM2
432,132008.4901,131048.7001,130821.4801,129020.4101,131571.7201,131175.1301,130744.3401,129933.4001,ADM2,432,THA,THA-ADM2-46861878B75232686,Muang Phetchaburi,ADM2
433,105735.79,104977.59,104712.62,104425.65,104203.38,105661.75,106667.79,106338.57,ADM2,433,THA,THA-ADM2-46861878B38870104,Muang Phichit,ADM2
434,280195.42,277604.81,276835.69,275926.22,289045.5501,288138.1501,287185.7201,286170.0101,ADM2,434,THA,THA-ADM2-46861878B81032213,Muang Phitsanulok,ADM2
435,113948.52,113124.18,112812.23,112503.29,115617.12,115861.2401,115323.4501,114778.62,ADM2,435,THA,THA-ADM2-46861878B81999987,Muang Phrae,ADM2
436,325399.0901,322750.7401,322042.6801,321472.9201,323441.2001,322815.1401,321752.3501,321881.5302,ADM2,436,THA,THA-ADM2-46861878B451743,Muang Phuket,ADM2
437,168788.31,167566.9,167235.4,166779.65,149343.25,148879.8,148392.29,147911.86,ADM2,437,THA,THA-ADM2-46861878B37940361,Muang Prachin Buri,ADM2
438,80804.12998,80218.81998,79986.42998,79711.73997,82819.01997,82491.33996,82234.92996,81808.2099,ADM2,438,THA,THA-ADM2-46861878B82346538,Muang Phachuap Khiri Khan,ADM2
439,141155.14,139865.15,139540.44,139202.85,138311.6,137839.5,137429.69,136955.62,ADM2,439,THA,THA-ADM2-46861878B7484404,Muang Ranong,ADM2
440,190923.27,189536.67,188950.64,188440.27,192847.9,192245.52,191609.62,190951.88,ADM2,440,THA,THA-ADM2-46861878B46781354,Muang Ratchaburi,ADM2
441,328764.11,326383.68,325724.63,325572.26,303040.28,302511.99,301520.02,300525.21,ADM2,441,THA,THA-ADM2-46861878B58473520,Muang Rayong,ADM2
442,129123.55,128186.63,127889.13,127572.85,133191.68,132695.54,132188.4,131734.54,ADM2,442,THA,THA-ADM2-46861878B75836682,Muang Roi Et,ADM2
443,153465.75,152336.22,151972.16,151539.31,134337.66,135851.66,135959.79,135499.03,ADM2,443,THA,THA-ADM2-46861878B13080972,Muang Sa Kaew,ADM2
444,152447.43,151343.78,150965.9,150549.4,159306.7601,158163.1801,156738.0201,156173.4301,ADM2,444,THA,THA-ADM2-46861878B77645864,Muang Sakon Nakhon,ADM2
445,967675.3603,960671.0203,958276.0303,955580.9902,837576.6502,835260.6702,832734.1202,829861.5102,ADM2,445,THA,THA-ADM2-46861878B22824336,Muang Samut Prakan,ADM2
446,493255.0401,489665.1901,488434.4101,487069.8701,450381.3301,448979.8601,447502.0101,445946.3901,ADM2,446,THA,THA-ADM2-46861878B62414074,Muang Samut Sakhon,ADM2
447,106981.5299,106206.0699,105931.9899,105566.3399,105231.4699,104901.3499,104556.7299,104177.9199,ADM2,447,THA,THA-ADM2-46861878B83658395,Muang Samut Songkhram,ADM2
448,134638.62,133657.62,133325.2,132954.91,137922.71,137490.03,137044.54,136557.27,ADM2,448,THA,THA-ADM2-46861878B27708584,Muang Saraburi,ADM2
449,107193.3,106418.98,106285.48,106422.3,105537.2,105223.59,104926.77,104590.55,ADM2,449,THA,THA-ADM2-46861878B87083913,Muang Satun,ADM2
450,103379.69,102618.7,102359.05,102077,96978.90001,97256.85001,96941.34001,96473.69001,ADM2,450,THA,THA-ADM2-46861878B45203318,Muang Si Sa Ket,ADM2
451,55599.79012,55194.79012,55056.72012,54906.04012,54777.01013,54607.27012,54425.38012,54237.58012,ADM2,451,THA,THA-ADM2-46861878B28299477,Muang Singburi,ADM2
452,204828.5601,201152.6901,200640.6001,200096.5101,196257.9301,195550.4601,194910.2701,194244.5201,ADM2,452,THA,THA-ADM2-46861878B17261941,Muang Songkhla,ADM2
453,19402.42999,19262.39999,19215.38999,19163.71999,20072.79999,20006.66999,19945.36999,19876.38999,ADM2,453,THA,THA-ADM2-46861878B88342623,Muang Suang,ADM2
454,114101.28,113271.19,112973.02,112635.22,117639.75,116936.57,116584.4,115803.8,ADM2,454,THA,THA-ADM2-46861878B57260922,Muang Sukhothai,ADM2
455,157698.97,156554.55,156226.06,155787.49,157609.05,157118.69,156598.72,156066.18,ADM2,455,THA,THA-ADM2-46861878B45124912,Muang Suphanburi,ADM2
456,182216.5001,181633.3301,181175.0701,180607.77,176969.81,176047.97,175471.42,174861.81,ADM2,456,THA,THA-ADM2-46861878B66971311,Muang Surat Thani,ADM2
457,207126.33,205621.34,205113.94,204544.73,208891,208057.37,207383.15,206755.19,ADM2,457,THA,THA-ADM2-46861878B15435431,Muang Surin,ADM2
458,114395.78,113561.63,114218.88,116676.03,124774.18,126273.59,126001.17,124760.95,ADM2,458,THA,THA-ADM2-46861878B74085512,Muang Tak,ADM2
459,160584.8799,159308.6199,158910.9799,158972.53,154352.93,153875.95,153368.56,152838.98,ADM2,459,THA,THA-ADM2-46861878B25829567,Muang Trang,ADM2
460,117223.6,116453.24,116237.3501,116164.1001,104994.7001,104669.3901,104324.8301,103964.0201,ADM2,460,THA,THA-ADM2-46861878B24242386,Muang Trat,ADM2
461,236410.44,234693.95,234129.27,233559.95,246971.12,245979.99,244994.03,238878.22,ADM2,461,THA,THA-ADM2-46861878B21890811,Muang Ubon Ratchatani,ADM2
462,328297.14,325917.77,325098.92,324212.04,345488.62,344431.95,343294.77,342307.78,ADM2,462,THA,THA-ADM2-46861878B12156649,Muang Udon Thani,ADM2
463,49472.52999,49111.95999,48492.39999,48360.22999,50026.70999,49875.78999,49712.17999,49538.91999,ADM2,463,THA,THA-ADM2-46861878B42103469,Muang Uthai Thani,ADM2
464,146684.44,145621.44,145258.22,144862.24,149061.14,148498.16,148037.96,147548.83,ADM2,464,THA,THA-ADM2-46861878B52931638,Muang Uttaradit,ADM2
465,183844.2001,181926.8201,181468.1001,180966.4001,179399.1801,177933.8201,177346.2001,180826.6201,ADM2,465,THA,THA-ADM2-46861878B10989862,Muang Yala,ADM2
466,29232.18998,29021.52998,29000.09998,28840.88998,30433.10998,31481.51998,31365.49998,30406.96998,ADM2,466,THA,THA-ADM2-46861878B6702665,Muang Yang,ADM2
467,116263.97,115422.62,115133.96,114823.41,118690.26,118253.97,117869.99,117457.94,ADM2,467,THA,THA-ADM2-46861878B67246149,Muang Yasothon,ADM2
468,27327.71998,27128.88998,27065.48998,26991.32998,26016.36998,25926.00998,25842.55998,25750.75998,ADM2,468,THA,THA-ADM2-46861878B46641619,Na Bon,ADM2
469,52685.32002,52305.76002,52275.77002,52363.66002,55565.84002,55026.64001,54847.53001,54656.16001,ADM2,469,THA,THA-ADM2-46861878B70941202,Na Chaluai,ADM2
470,54412.99002,54019.87002,53675.48003,53190.63003,54939.29003,54701.40003,54454.01003,54261.10003,ADM2,470,THA,THA-ADM2-46861878B93428513,Na Chuak,ADM2
471,63287.97999,62838.00999,62682.38999,62490.16999,56313.15999,56127.05999,55943.32999,55757.19999,ADM2,471,THA,THA-ADM2-46861878B47717325,Na Di,ADM2
472,21582.96001,21432.41001,21379.62001,21323.06001,22152.48001,22083.87001,22011.10001,21931.68001,ADM2,472,THA,THA-ADM2-46861878B41709544,Na Duang,ADM2
473,33816.88999,33576.11999,33915.72998,33856.21996,35028.47996,34930.85996,34818.28996,34695.69996,ADM2,473,THA,THA-ADM2-46861878B56311775,Na Dun,ADM2
474,10132.50998,10070.13998,10003.35998,9968.779978,10334.05998,10094.38999,10056.12999,9919.669995,ADM2,474,THA,THA-ADM2-46861878B76572934,Na Haeo,ADM2
475,61466.87,61014.4,60855.31,60691.37,64413.33,64437.56,64298.73,64077.57,ADM2,475,THA,THA-ADM2-46861878B54020830,Na Kae,ADM2
476,29270.55002,29053.82002,28992.85002,28914.62001,30454.65002,30398.26002,30306.06002,30206.89002,ADM2,476,THA,THA-ADM2-46861878B40407047,Na Khu,ADM2
477,86593.23008,85951.70008,85729.28008,85504.25008,91049.66008,90757.32008,90459.96008,90609.93008,ADM2,477,THA,THA-ADM2-46861878B91092515,Na Klang,ADM2
478,25706.06,25025.61,24963.13,24897.12,24417.2,24339.19,24257.67,24175.98,ADM2,478,THA,THA-ADM2-46861878B8212072,Na Mom,ADM2
479,31321.32998,31092.27998,31014.80998,30929.26998,32613.91998,32513.29998,32405.17998,32388.07998,ADM2,479,THA,THA-ADM2-46861878B35979665,Na Mon,ADM2
480,14717.88001,14612.89001,14576.78001,14536.15001,15297.01001,15274.98001,15225.03001,15232.20001,ADM2,480,THA,THA-ADM2-46861878B94333394,Na Mun,ADM2
481,30488.38,30264.63,30186,30092.79,31691.79,31563.86,31461.34,31278.98,ADM2,481,THA,THA-ADM2-46861878B96506844,Na Noi,ADM2
482,27576.68999,27376.26999,27339.23999,27313.95999,28852.95999,28768.21999,28676.68999,28578.84999,ADM2,482,THA,THA-ADM2-46861878B97199634,Na Pho,ADM2
483,36707.03004,36448.66004,33251.91004,26561.63004,29554.14004,29425.65004,29318.51004,29224.52004,ADM2,483,THA,THA-ADM2-46861878B62573902,Na Tan,ADM2
484,65745.71003,65281.89003,65118.83003,64976.24003,63699.26003,63507.13003,63299.95003,63041.13003,ADM2,484,THA,THA-ADM2-46861878B30879084,Na Thawi,ADM2
485,18253.30002,18126.14002,18073.47002,18025.27002,19337.17002,19279.77002,19221.14002,19287.14002,ADM2,485,THA,THA-ADM2-46861878B41281239,Na Thom,ADM2
486,38026.05001,37759.21001,37665.00001,37560.58001,40347.14001,40230.65001,40110.14001,39994.35001,ADM2,486,THA,THA-ADM2-46861878B6311324,Na Wa,ADM2
487,38541.15996,38269.78996,38175.69996,38069.35996,40487.98996,40379.07996,40245.02996,39306.20996,ADM2,487,THA,THA-ADM2-46861878B54597368,Na Wang,ADM2
488,28372.96002,28164.25002,28116.69002,28041.94002,25321.85001,25244.80001,25163.31001,25072.09001,ADM2,488,THA,THA-ADM2-46861878B64825998,Na Yai Am,ADM2
489,21200.70002,21051.38002,21001.17002,20942.89002,22146.31002,22152.41002,22082.27002,22006.64002,ADM2,489,THA,THA-ADM2-46861878B22692409,Na Yia,ADM2
490,46458.47,46120.85,46005.6,45849.33,44521.2,44382.95,44237.69,44082.59,ADM2,490,THA,THA-ADM2-46861878B73929134,Na Yong,ADM2
491,20520.86001,20370.85001,20319.85001,20268.35001,21607.26001,21440.13001,21169.48001,20292.41001,ADM2,491,THA,THA-ADM2-46861878B95985604,Na Yung,ADM2
492,137956.14,136957.71,136628.1,136251.96,118875.19,118502.88,118110.37,117703.83,ADM2,492,THA,THA-ADM2-46861878B15893039,Nakhon Chaisi,ADM2
493,39404.92001,39123.04001,39057.09001,38958.27001,39919.76001,39625.13001,39495.97001,38429.66001,ADM2,493,THA,THA-ADM2-46861878B89968970,Nakhon Luang,ADM2
494,89957.41999,89312.41999,89086.98999,88844.92999,93093.49998,92976.01998,92799.05998,92442.81998,ADM2,494,THA,THA-ADM2-46861878B66510341,Nakhon Thai,ADM2
495,38279.21999,38022.33999,37941.56999,37932.80999,40373.77999,40259.22999,40133.50999,39998.27999,ADM2,495,THA,THA-ADM2-46861878B8161232,Nam Khun,ADM2
496,27963.25999,27762.13999,27693.81999,27614.84999,29566.64998,29136.48998,29042.49998,28958.03998,ADM2,496,THA,THA-ADM2-46861878B77085417,Nam Kliang,ADM2
497,14101.14,14001.24,13963.36,13919.97,14831.05,14782.29,14731.23,14681.76,ADM2,497,THA,THA-ADM2-46861878B42399544,Nam Nao,ADM2
498,30427.05002,30206.89002,30127.48002,30041.27002,30920.61002,30958.76002,31009.20001,30864.99002,ADM2,498,THA,THA-ADM2-46861878B28275246,Nam Pat,ADM2
499,114972.04,114150.68,113862.57,113550.85,117604.75,117280.31,116893.25,116478.11,ADM2,499,THA,THA-ADM2-46861878B87853228,Nam Phong,ADM2
500,46893.43999,46552.69999,46435.03999,46306.38999,49367.17999,49216.21999,49077.62999,48704.07999,ADM2,500,THA,THA-ADM2-46861878B58263775,Nam Som,ADM2
501,57467.29,57026.52,56858.83,56570.01,59976.08999,59816.33999,59610.98999,59404.11999,ADM2,501,THA,THA-ADM2-46861878B13715108,Nam Yun,ADM2
502,99815.23996,99085.69996,98841.15996,98569.79996,104083.45,103514.62,103199.41,101206.75,ADM2,502,THA,THA-ADM2-46861878B64800808,Nang Rong,ADM2
503,56589.97001,56177.51001,56036.54001,55884.72001,58018.15001,57887.36001,57749.53001,57498.18001,ADM2,503,THA,THA-ADM2-46861878B61299402,Ngao,ADM2
504,43538.52994,43222.44994,43115.31994,42993.30994,46495.13994,46348.25994,46198.32994,46434.53994,ADM2,504,THA,THA-ADM2-46861878B30979361,Nikhom Kham Soi,ADM2
505,12941.20999,12845.04999,12813.23999,12778.71999,13624.91998,13590.49998,13550.08998,13503.44998,ADM2,505,THA,THA-ADM2-46861878B18100436,Nikhom Nam Un,ADM2
506,59073.72003,58648.32003,58605.12003,58609.96003,54905.48003,53395.62003,53220.14003,53261.87003,ADM2,506,THA,THA-ADM2-46861878B51923545,Nikhom Pattan,ADM2
507,14948.45999,14862.67999,14827.57999,14789.61999,14824.28999,14262.47999,14237.73999,14227.21999,ADM2,507,THA,THA-ADM2-46861878B12896825,Noen Kham,ADM2
508,66204.92002,65725.26002,65554.16002,65382.50002,68593.86002,68267.99001,67865.33001,67620.94001,ADM2,508,THA,THA-ADM2-46861878B7152711,Noen Maprang,ADM2
509,21268.75999,21114.47999,21061.84999,21003.39999,21841.08999,21769.12999,21710.38999,22025.27,ADM2,509,THA,THA-ADM2-46861878B43348432,Noen Sa-Nga,ADM2
510,26066.54001,25878.42001,25812.32001,25746.64001,26927.56001,26518.06001,25783.97003,25355.54002,ADM2,510,THA,THA-ADM2-46861878B23470739,Non Daeng,ADM2
511,19456.9,19317.4,19276.93,19221.45,19737.48,19692.05,19629.37,19562.81,ADM2,511,THA,THA-ADM2-46861878B1858119,Non Din Daeng,ADM2
512,27009.71004,26812.95004,26746.13004,26675.66004,28152.14004,28127.31004,28034.91004,27951.11004,ADM2,512,THA,THA-ADM2-46861878B30957754,Non Khun,ADM2
513,30841.85001,30631.15001,30551.65001,30466.79001,31775.70001,31375.39001,31277.77001,31172.03001,ADM2,513,THA,THA-ADM2-46861878B92607576,Non Narai,ADM2
514,40843.75004,40549.14004,40445.15004,40336.00004,42965.51004,42811.34004,42672.03004,42529.28004,ADM2,514,THA,THA-ADM2-46861878B52577935,Non Sa-At,ADM2
515,61983.28996,61528.02996,61374.28996,61209.02996,65120.79996,64921.08996,64707.81996,64493.11996,ADM2,515,THA,THA-ADM2-46861878B3830388,Non Sang,ADM2
516,26953.15999,26753.46999,26702.16999,26621.02999,29851.11998,29747.17998,29649.29998,29556.62998,ADM2,516,THA,THA-ADM2-46861878B25696294,Non Sila,ADM2
517,127066.79,126139.62,125824.23,125484.61,132172.89,132113.5,131720.99,131211.91,ADM2,517,THA,THA-ADM2-46861878B99763751,Non Sung,ADM2
518,18183.51,18060.5,18007.73,17951.96,18972.97,18938.31,18919.79,17822.57,ADM2,518,THA,THA-ADM2-46861878B63126524,Non Suwan,ADM2
519,78619.15,78005.63,77777.59,77572.67,80988.67,80747.45,80453.47,80202.33,ADM2,519,THA,THA-ADM2-46861878B18706503,Non Thai,ADM2
520,64915.72002,64429.35002,64192.57002,64023.86002,67472.02003,67257.50003,67012.05003,66347.82003,ADM2,520,THA,THA-ADM2-46861878B80105341,Nong Bua,ADM2
521,80249.50998,79671.79998,79467.25998,79246.21998,82379.99998,82106.71998,81835.93998,81478.21998,ADM2,521,THA,THA-ADM2-46861878B54153602,Nong Bua Daeng,ADM2
522,27556.68001,27360.16001,27288.16001,27207.33001,28288.69001,28171.89001,28074.82001,27977.16001,ADM2,522,THA,THA-ADM2-46861878B17924502,Nong Bua Rawae,ADM2
523,57948.46999,57530.77999,57393.67999,57233.02999,60303.22999,60327.73999,60151.36999,60055.99999,ADM2,523,THA,THA-ADM2-46861878B57201957,Nong Bun Mak,ADM2
524,40651.78,40361.45,40259.96,40151.54,41537.35,41387.45,41218.17,41079.41,ADM2,524,THA,THA-ADM2-46861878B80156676,Nong Chang,ADM2
525,77450.09004,76558.48003,76366.71003,76157.52003,75074.01003,74839.45003,74592.42003,74508.44003,ADM2,525,THA,THA-ADM2-46861878B58940224,Nong Chik,ADM2
526,151668.7602,150635.3202,149493.6202,149119.3202,143554.0302,143444.6602,142965.5902,145729.8601,ADM2,526,THA,THA-ADM2-46861878B58674995,Nong Chok,ADM2
527,15779.71003,15667.30003,15625.58003,15585.08003,16210.74003,16257.86003,16207.90003,15513.96003,ADM2,527,THA,THA-ADM2-46861878B66793207,Nong Don,ADM2
528,101638.11,100913.26,100656.3,100374.27,106988.01,106384.04,105881.26,105147.65,ADM2,528,THA,THA-ADM2-46861878B89182983,Nong Han,ADM2
529,17860.21,17735.08,17687.24,17648.51,18861.67,18622.66,18544.78,18483.58,ADM2,529,THA,THA-ADM2-46861878B61829082,Nong Hi,ADM2
530,16764.07,16635.98,16588.02,16557.15,19463.64,19410.47,19347.74,19307.36,ADM2,530,THA,THA-ADM2-46861878B8641024,Nong Hin,ADM2
531,38255.02999,37974.00999,37878.07999,37776.25999,39923.55999,39901.67999,39791.18999,39667.19999,ADM2,531,THA,THA-ADM2-46861878B86700651,Nong Hong,ADM2
532,113886.84,113059.52,112736.74,112427.86,116871.05,116503.56,116123.51,115727.91,ADM2,532,THA,THA-ADM2-46861878B1614218,Nong Khae,ADM2
533,130780.9809,129834.8509,129508.0109,129153.0409,123026.4008,122644.4408,122240.9108,121819.2508,ADM2,533,THA,THA-ADM2-46861878B19946041,Nongkheam,ADM2
