asdf_id,landscan_global_population.2021.sum,landscan_global_population.2020.sum,landscan_global_population.2019.sum,landscan_global_population.2018.sum,landscan_global_population.2017.sum,landscan_global_population.2016.sum,landscan_global_population.2015.sum,landscan_global_population.2014.sum,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
215,182729.81,181408.97,180967.07,180477.8,158376.41,157893,157365.15,156826.59,ADM2,215,THA,THA-ADM2-46861878B81798078,Kamphaeng Saen,ADM2
216,116199.35,113962.7402,113680.3002,113293.8802,110881.9602,110672.2202,110306.7202,109926.3002,ADM2,216,THA,THA-ADM2-46861878B32175840,Kanchanadit,ADM2
217,86748.21003,86116.18003,85900.96003,86004.69002,83512.06002,83239.39002,82963.90002,82676.06002,ADM2,217,THA,THA-ADM2-46861878B62227749,Kantrang,ADM2
218,135667.89,134677.41,134332.21,133946.97,137826.28,137354.93,136884.75,136367.89,ADM2,218,THA,THA-ADM2-46861878B19557380,Kantharalak,ADM2
219,73483.31001,72952.43001,72769.42001,72568.03001,76660.98001,76453.66001,76207.98001,75945.81001,ADM2,219,THA,THA-ADM2-46861878B55244016,Kanthararom,ADM2
220,63888.08996,63429.50996,62409.72996,61096.05995,62841.71995,62654.61995,62453.81995,62236.51995,ADM2,220,THA,THA-ADM2-46861878B75986601,Kantharawichai,ADM2
221,28281.1,28074.63,28020.52,27944.32,29158.29,29069.1,28972.12,28872.39,ADM2,221,THA,THA-ADM2-46861878B72372558,Kao Lieo,ADM2
222,48655.38001,48297.88001,48161.70001,47982.08001,53324.79,51833.53,51685.9,53018.64,ADM2,222,THA,THA-ADM2-46861878B60756359,Kap Choeng,ADM2
223,15547.25001,15458.06001,15418.90001,15376.76001,15156.87001,15108.69001,15060.04001,15005.36001,ADM2,223,THA,THA-ADM2-46861878B14275434,Ka Pho,ADM2
224,20142.76001,20266.65001,20219.00001,20186.95001,20047.01001,19437.12001,19373.51001,19664.19001,ADM2,224,THA,THA-ADM2-46861878B99886027,Kapoe,ADM2
225,15147.4,15040.37,15006.8,14969.72,14527.4,14507.66,14463.12,14450.2,ADM2,225,THA,THA-ADM2-46861878B84613977,Kapong,ADM2
226,95073.30996,94374.98996,94136.13996,93884.43996,97616.88996,97327.65996,96998.32996,96416.84996,ADM2,226,THA,THA-ADM2-46861878B93381995,Kaset Sombon,ADM2
227,80145.95999,79561.32999,79355.70999,79108.10999,82213.83999,81922.04999,81629.01999,81350.61999,ADM2,227,THA,THA-ADM2-46861878B31953925,Kaset Wisai,ADM2
228,76138.36971,75343.51969,75233.64969,75335.8197,75844.4897,75623.3997,75375.8797,75138.4997,ADM2,228,THA,THA-ADM2-46861878B84225393,Kathu,ADM2
229,27440.53999,27248.20999,27155.19999,27079.60999,28633.74999,28553.33999,28454.24999,28484.09999,ADM2,229,THA,THA-ADM2-46861878B140526,Khaen Dong,ADM2
230,24990.00003,24808.17003,24745.49003,24677.87003,24618.36003,24540.12003,24462.65003,24376.76003,ADM2,230,THA,THA-ADM2-46861878B9084107,Khai Bang Rachan,ADM2
231,66756.32002,66268.51002,66103.65002,65924.39002,68657.66002,68462.97002,68238.81002,68004.85002,ADM2,231,THA,THA-ADM2-46861878B65323820,Kham Khuan Kaeo,ADM2
232,35891.24998,35640.75998,35552.34998,35449.00998,37776.08998,37898.15998,37896.23998,38018.32998,ADM2,232,THA,THA-ADM2-46861878B70535492,Kham Muang,ADM2
233,41689.53004,41389.75004,41311.22004,41195.45004,43388.09004,43364.93004,43240.68004,43088.88004,ADM2,233,THA,THA-ADM2-46861878B65190524,Kham Sakae Saeng,ADM2
234,30313.06001,30101.96001,30022.45001,29941.52001,31901.52001,31817.63001,31724.06001,31563.37001,ADM2,234,THA,THA-ADM2-46861878B53052226,Kham Ta Kla,ADM2
235,27653.43999,27457.45999,27388.40999,27312.50999,28893.01999,28789.73999,28685.94999,28365.21999,ADM2,235,THA,THA-ADM2-46861878B52212705,Kham Thala So,ADM2
236,50089.83999,49729.09999,49606.34999,49468.45999,53375.80999,53209.19999,53037.15999,52858.57999,ADM2,236,THA,THA-ADM2-46861878B91183103,Khamcha-I,ADM2
237,116332.7105,115526.7805,114720.2505,113917.7005,108431.3304,108104.2204,107748.6004,108036.9005,ADM2,237,THA,THA-ADM2-46861878B74812971,Khan Na Yao,ADM2
238,27285.05996,26759.81994,26707.56994,26699.06994,25707.69994,25627.84994,25542.78994,25453.75994,ADM2,238,THA,THA-ADM2-46861878B41508030,Khanom,ADM2
239,127647.91,126766.55,127022.62,126698.66,134205.59,134293.38,134185.2,133722.04,ADM2,239,THA,THA-ADM2-46861878B47178335,Khanu Woralaksaburi,ADM2
240,37945.64008,37670.97008,37582.78008,37479.53008,35766.66007,35659.06007,35544.70007,35421.73007,ADM2,240,THA,THA-ADM2-46861878B76706223,Khao Chaison,ADM2
241,43492.98998,43188.23998,43046.88998,43479.45998,40276.93998,38783.99998,38743.53998,38670.46998,ADM2,241,THA,THA-ADM2-46861878B61868952,Kao Cha Kan,ADM2
242,34983.21999,34727.81999,34632.09999,34517.04999,32000.76999,31905.02999,31800.00999,31685.36999,ADM2,242,THA,THA-ADM2-46861878B89058842,Khao Chamao,ADM2
243,29127.37,28912.84,28849.54,28772.16,25712.7,25632.86,25549.56,25455.58,ADM2,243,THA,THA-ADM2-46861878B79173717,Kao Kichakut,ADM2
244,27120.58001,26915.97001,26828.98001,26719.35001,28542.96001,28309.55001,28092.42001,27971.82001,ADM2,244,THA,THA-ADM2-46861878B3006671,Khao Kho,ADM2
245,45149.62999,44817.36999,44714.22999,44387.29999,43664.9,43546.33,43405.97,43245.78,ADM2,245,THA,THA-ADM2-46861878B29827437,Khao Phanom,ADM2
246,57151.82998,56746.90998,56834.66999,56955.97999,51997.86999,51839.50999,51667.43999,51494.98999,ADM2,246,THA,THA-ADM2-46861878B96611648,Khao Saming,ADM2
247,36180.73999,35910.73999,35826.17999,35727.14999,37196.17,37083.94,36960.77,36836.65,ADM2,247,THA,THA-ADM2-46861878B1619378,Khao Suan Kwang,ADM2
248,28397.77,28201.01,28111.26,28035.55,29560.84,29510.71,29424.68,29315.39,ADM2,248,THA,THA-ADM2-46861878B71706575,Khao Wong,ADM2
249,38578.83998,38306.40998,38207.33998,38101.00998,38870.37998,38731.18998,38601.18998,38475.61998,ADM2,249,THA,THA-ADM2-46861878B47735890,Khao Yoi,ADM2
250,60461.28003,60007.82003,62322.86005,68494.18006,69708.82006,69507.46006,69270.41006,69028.07006,ADM2,250,THA,THA-ADM2-46861878B23673691,Khemarat,ADM2
251,42861.61001,42433.33001,42314.14001,42037.38001,41221.97001,41093.82001,40960.40001,40814.83001,ADM2,251,THA,THA-ADM2-46861878B75085436,Khian Sa,ADM2
252,58912.31,58492.95,58361.7,58216.71,60843.82,60912.79,60712.98,60794.07,ADM2,252,THA,THA-ADM2-46861878B23038074,Khiri Mat,ADM2
253,50282.97,50858.99,50738.08,50523.31,49143.36,49013.77,48877,48707.44,ADM2,253,THA,THA-ADM2-46861878B94760613,Khiri Ratthanikhom,ADM2
254,41780.95005,41461.22005,41103.48004,40968.63004,36686.66004,36300.77004,36326.73005,36182.67005,ADM2,254,THA,THA-ADM2-46861878B7942298,Khlong Hat,ADM2
255,18786.33995,18706.09995,18674.29995,18637.84995,18340.17995,18294.37995,18231.38995,18238.64995,ADM2,255,THA,THA-ADM2-46861878B23357566,Khlong Hoi Kong,ADM2
256,78252.50004,77677.55004,77570.77004,77281.20004,82251.70004,83718.33004,83474.93004,83599.62004,ADM2,256,THA,THA-ADM2-46861878B70871829,Klong Khlung,ADM2
257,16043.52003,15921.50003,15859.27003,15817.60003,14343.71003,14298.93003,14254.68003,14251.30003,ADM2,257,THA,THA-ADM2-46861878B2939497,Khlong Khuan,ADM2
258,62809.38,62155.53,60541.5,60406.42,64208.24,63350.47996,63178.17997,63204.06997,ADM2,258,THA,THA-ADM2-46861878B90522622,Klong Lan,ADM2
259,347010.9102,344498.9302,343942.6602,343012.8202,307311.9401,306315.4701,305287.7001,303416.8501,ADM2,259,THA,THA-ADM2-46861878B53317347,Khlong Luang,ADM2
260,155470.4896,153574.8796,152851.3897,152044.7897,147808.8097,147157.0297,146676.3697,145963.7896,ADM2,260,THA,THA-ADM2-46861878B42585726,Khlong Sam Wa,ADM2
261,209503.9712,207985.6211,207464.0011,206895.6511,199868.0711,199244.8411,198589.9811,197903.3011,ADM2,261,THA,THA-ADM2-46861878B33088782,Khlong San,ADM2
262,65698.11999,65208.71999,65063.94999,64902.62999,64015.61999,63816.88999,63602.25999,63375.69999,ADM2,262,THA,THA-ADM2-46861878B13506205,Khlong Thom,ADM2
263,216844.9696,215274.0596,214734.5096,214146.8596,207183.5296,206539.7496,205860.1696,205149.3696,ADM2,263,THA,THA-ADM2-46861878B65416060,Khlong Toey,ADM2
264,27258.53984,27102.32984,27051.05984,27030.96984,24408.76986,24345.50986,24264.31986,24321.72986,ADM2,264,THA,THA-ADM2-46861878B6119231,Khlong Yai,ADM2
265,63136.88004,62675.46004,62529.49004,62376.91004,55283.21004,55133.07004,54963.55004,54851.56004,ADM2,265,THA,THA-ADM2-46861878B24814333,Khlung,ADM2
266,23097.55001,22932.50001,22872.46001,22811.21001,23719.57001,23654.83001,23579.18001,23537.10001,ADM2,266,THA,THA-ADM2-46861878B61551919,Kho Wang,ADM2
267,30862.70002,30653.77002,30775.23002,30689.59002,31724.02002,31746.01002,31676.31002,31547.85002,ADM2,267,THA,THA-ADM2-46861878B48022958,Khok Charoen,ADM2
268,65230.80001,64835.06001,64676.31001,64502.30001,63568.82001,63379.11001,63172.21001,62955.23001,ADM2,268,THA,THA-ADM2-46861878B11362836,Khok Pho,ADM2
269,19851.30999,19713.14999,19668.63999,19623.70999,20367.69999,20321.28999,20233.75999,20147.46999,ADM2,269,THA,THA-ADM2-46861878B88649940,Khok Pho Cha,ADM2
270,89735.39997,89088.77997,88579.61997,88342.12997,90643.58997,90348.13997,90037.68997,89718.58997,ADM2,270,THA,THA-ADM2-46861878B63983289,Khok Samrong,ADM2
271,28907.60001,28699.71001,28625.93001,28549.21001,30654.77001,30492.01001,30369.47001,30270.84001,ADM2,271,THA,THA-ADM2-46861878B5292015,Khok Sri Supan,ADM2
272,15342.77001,15232.75001,14949.03001,14356.23001,12635.86001,13204.97001,13516.29001,13395.70001,ADM2,272,THA,THA-ADM2-46861878B84512588,Kok Sung,ADM2
273,93886.36999,93210.61999,92982.77999,92740.81999,97560.16999,97300.05999,96984.63999,96678.45999,ADM2,273,THA,THA-ADM2-46861878B48327928,Khon Buri,ADM2
274,53733.21004,53343.84004,53212.69003,53062.52003,55179.81004,55010.95004,54830.34004,54660.86004,ADM2,274,THA,THA-ADM2-46861878B24471392,Khon San,ADM2
275,47167.78001,46824.94001,46709.87001,46574.11001,48436.79001,48274.17001,48107.76001,48031.75001,ADM2,275,THA,THA-ADM2-46861878B73071490,Khon Sawan,ADM2
276,79386.11003,78812.69003,78618.29003,78401.11003,82323.72002,82099.28002,82325.08,82212.09,ADM2,276,THA,THA-ADM2-46861878B28919108,Khong,ADM2
277,16618.68002,16498.72002,16541.97002,16604.04002,20147.91002,20139.90002,20082.27002,20015.96002,ADM2,277,THA,THA-ADM2-46861878B20268257,Kong Chai,ADM2
278,27916.73995,27709.35995,28400.57995,28007.15996,29738.49996,30555.70995,30593.17995,30486.30995,ADM2,278,THA,THA-ADM2-46861878B36996963,Khong Chiam,ADM2
279,54055.84002,53661.16002,53520.92002,53377.67002,56394.47002,56281.35002,56095.30002,56006.16002,ADM2,279,THA,THA-ADM2-46861878B78064405,Khu Muang,ADM2
280,24436.52003,24260.25003,24169.99003,24118.20003,24050.69003,24006.59003,23926.44003,23845.26003,ADM2,280,THA,THA-ADM2-46861878B39717275,Khuan Don,ADM2
281,35387.17,35124.42,35028.89,34936.71,34698.41,34354.83,34253.07,34116.06,ADM2,281,THA,THA-ADM2-46861878B90129165,Khuan Ka Long,ADM2
282,99302.50004,98570.58004,98396.85004,98205.06004,93731.12004,93443.60004,93152.58004,92806.20004,ADM2,282,THA,THA-ADM2-46861878B65083445,Khuan Khanun,ADM2
283,44073.3,43753.32,43644.98,43524.27,42591.25,42460.35,42318,42183.37,ADM2,283,THA,THA-ADM2-46861878B90212080,Khuan Niang,ADM2
284,109512.26,108726.86,108452.51,108160.68,114628.75,114256.78,113870.14,113489.52,ADM2,284,THA,THA-ADM2-46861878B44972459,Khuang Nai,ADM2
285,106222.5,105456.37,105188.37,104898.01,110547.74,110203.74,109847.56,109476.59,ADM2,285,THA,THA-ADM2-46861878B53575079,Khukhan,ADM2
286,74627.76999,74085.79999,73900.77999,73698.15999,77929.96999,77684.65999,77431.80999,77170.45999,ADM2,286,THA,THA-ADM2-46861878B55299384,Khun Han,ADM2
287,34343.57002,34095.65002,34007.67002,33923.60002,35916.15002,35900.14002,35775.21002,35883.46003,ADM2,287,THA,THA-ADM2-46861878B97675165,Khun Tan,ADM2
288,18204.63,18077.35,18031.35,17978.32,18315.97,18264.11,18204.11,18141.71,ADM2,288,THA,THA-ADM2-46861878B44755857,Khun Yuam,ADM2
289,24749.32999,24650.17999,24584.94999,24511.32999,23725.08999,23432.36999,23356.78999,23262.92999,ADM2,289,THA,THA-ADM2-46861878B70019755,Khura Buri,ADM2
290,29629.91004,29417.03004,29341.81004,29264.59004,35234.49004,35385.39004,35264.47004,35139.98004,ADM2,290,THA,THA-ADM2-46861878B13657159,Kwao Si Narin,ADM2
291,224525.5,222900.89,222387.33,221852.56,204241.14,203609.99,202936.97,202243.09,ADM2,291,THA,THA-ADM2-46861878B38540777,Klaeng,ADM2
292,69966.50997,69476.22997,69314.66997,69142.35997,66913.62997,67276.93997,67064.30997,67064.42997,ADM2,292,THA,THA-ADM2-46861878B89830321,Ko Chan,ADM2
293,14301.39005,14193.59005,10375.98004,2741.830021,2489.740019,2401.660019,2390.210019,2385.810019,ADM2,293,THA,THA-ADM2-46861878B31133987,Ko Chang,ADM2
294,58879.55996,59809.49998,59657.71998,59495.57998,61756.06998,62009.31998,61877.91998,61640.27998,ADM2,294,THA,THA-ADM2-46861878B70242413,Ko Kha,ADM2
295,1881.29,1850.529999,1800.259999,1840.480002,1686.96,1633.619996,1629.139996,1885.899994,ADM2,295,THA,THA-ADM2-46861878B7675745,Ko Kut,ADM2
296,24930.48002,24749.32002,24781.28002,24981.18002,24821.20002,24744.86002,24664.97002,24582.58002,ADM2,296,THA,THA-ADM2-46861878B68205610,Ko Lanta,ADM2
297,11222.23002,11141.56002,10934.96001,10161.22001,9993.990015,10019.76001,9987.680015,10044.51001,ADM2,297,THA,THA-ADM2-46861878B65536138,Ko Phangan,ADM2
298,34263.08003,34016.90003,34840.82005,37650.89011,36713.73013,36526.67018,36405.37018,35808.95027,ADM2,298,THA,THA-ADM2-46861878B23843352,Ko Samui,ADM2
299,5612.760107,5571.300106,5570.930106,5609.560108,5273.780102,5257.980101,5239.900101,5222.060101,ADM2,299,THA,THA-ADM2-46861878B40442966,Ko Sichang,ADM2
300,13877.02001,13775.47001,13834.39001,13854.41002,13451.96002,13409.82002,13364.23002,13319.82002,ADM2,300,THA,THA-ADM2-46861878B18811691,Ko Yao,ADM2
301,61118.12004,60678.90004,60529.36004,60370.35004,63063.08004,62845.55004,62593.94004,62419.71004,ADM2,301,THA,THA-ADM2-46861878B18175658,Kong Krailat,ADM2
302,35855.66004,35597.59004,35505.64004,35411.13004,34000.25004,33898.28004,33784.59004,33668.99003,ADM2,302,THA,THA-ADM2-46861878B71880401,Kong Ra,ADM2
303,24811.62,24668.12,24709.52,24704.54,28652.03,28586.26,28303.29,31214.67,ADM2,303,THA,THA-ADM2-46861878B27131403,Ko Sam Pi Nakhon,ADM2
304,108194.45,107444.21,106927.06,105990.25,109498.25,109261.09,108900.92,108497.57,ADM2,304,THA,THA-ADM2-46861878B1617338,Kosum Phisai,ADM2
305,74116.47996,73643.38996,73193.08996,72250.83996,71560.58997,71556.17997,71302.38997,71015.26997,ADM2,305,THA,THA-ADM2-46861878B50473823,Kra Buri,ADM2
306,80523.3601,79935.0401,79729.2801,79539.4401,82639.32011,82367.86011,82097.42011,81827.8301,ADM2,306,THA,THA-ADM2-46861878B36619987,Kranuan,ADM2
307,21960.09,21798.09,21823.85,21884.02,21455.03,21387.47,21319.79,21247.96,ADM2,307,THA,THA-ADM2-46861878B35408893,Krasae Sinthu,ADM2
308,85612.44999,84996.17999,84784.27999,84555.66999,89630.76999,89548.16998,89261.36998,89278.46998,ADM2,308,THA,THA-ADM2-46861878B21927001,Krasang,ADM2
309,272361.1705,270386.1904,269708.0804,268970.8404,248654.0404,247876.7304,247060.5504,246207.0604,ADM2,309,THA,THA-ADM2-46861878B15663384,Krathum Baen,ADM2
310,30720.82998,30493.44998,30491.75998,30399.99998,31729.68998,31632.42998,31525.10998,31418.27998,ADM2,310,THA,THA-ADM2-46861878B92800148,Krok Phra,ADM2
311,10849.42001,10774.16001,10756.46001,10728.16001,10802.15001,11567.32001,11529.77001,7290.320005,ADM2,311,THA,THA-ADM2-46861878B11346919,Krong Pi Nung,ADM2
312,12738.75999,12631.58999,12600.90999,12571.77999,13400.80999,13567.53999,13652.03999,13919.03999,ADM2,312,THA,THA-ADM2-46861878B57677636,Ku Kaeo,ADM2
313,90119.90002,89465.47002,89241.38002,88999.50002,93701.82002,93330.54002,93006.46002,92696.05002,ADM2,313,THA,THA-ADM2-46861878B88594137,Kuchinarai,ADM2
314,40755.46002,40463.68002,40402.68002,40361.23002,40964.31002,40989.58002,40853.38002,41243.24002,ADM2,314,THA,THA-ADM2-46861878B36007992,Kui Buri,ADM2
315,114929.28,114110.57,113816.96,113504.59,120958.9,120786.62,120503.07,120321.09,ADM2,315,THA,THA-ADM2-46861878B27450403,Kumphawapi,ADM2
316,36510.38004,36242.17004,36150.75004,36054.19004,38447.03005,38341.46005,38219.05005,38097.46005,ADM2,316,THA,THA-ADM2-46861878B55999234,Kusuman,ADM2
317,27156.29,26960.33,26897.51,26830.03,28593.64,28810.59,29074.09001,28990.44001,ADM2,317,THA,THA-ADM2-46861878B21567206,Kut Bak,ADM2
318,51834.27002,51454.58002,51325.94002,51180.29002,54578.21002,54384.29002,54216.75002,52909.27001,ADM2,318,THA,THA-ADM2-46861878B42473755,Kut Chap,ADM2
319,58845.79,58419.18,58271.46,58112.83,60401.66,60220.92,60028.02,59816.2,ADM2,319,THA,THA-ADM2-46861878B79868817,Kut Chum,ADM2
320,34504.58,34267.18,33818.97,34440.66,36805.43,36683.34,36575.48,36450.87,ADM2,320,THA,THA-ADM2-46861878B71278141,Kut Khao Pun,ADM2
321,36133.78999,35878.70999,36531.82998,37547.60997,40452.20996,40457.10996,40407.16996,40293.74996,ADM2,321,THA,THA-ADM2-46861878B91691726,Kut Rang,ADM2
322,65176.91999,64707.62999,64542.32999,64366.73999,64382.99999,64299.08,64177.71,63961.88,ADM2,322,THA,THA-ADM2-46861878B22137701,Langu,ADM2
323,16159.23991,16838.71998,16804.86997,16778.57997,16678.72997,16595.41999,16538.00999,16485.54999,ADM2,323,THA,THA-ADM2-46861878B62585683,La-Un,ADM2
324,9719.669975,9658.379975,13722.66996,23301.65994,21108.06995,21115.24995,21046.39995,20969.15995,ADM2,324,THA,THA-ADM2-46861878B79383749,Laem Ngop,ADM2
325,35104.51002,34852.43002,34768.18002,34672.59002,31542.55002,31604.20002,31602.89002,31492.91002,ADM2,325,THA,THA-ADM2-46861878B4044618,Laem Sing,ADM2
326,44572.72002,44245.93002,44139.15002,44025.11002,46719.46002,46604.84002,46451.60002,47206.37002,ADM2,326,THA,THA-ADM2-46861878B99777527,Lahan Sai,ADM2
327,167645.5798,166432.4098,166042.8198,165620.0898,156070.3197,155613.9197,155103.6597,154692.5297,ADM2,327,THA,THA-ADM2-46861878B92256638,Lak Si,ADM2
328,352232.05,349684.29,348287.98,347132.82,309691.56,308644.91,307655.44,305876.22,ADM2,328,THA,THA-ADM2-46861878B22613305,Lam Luk Ka,ADM2
329,112860.6901,112049.0701,111771.8401,111466.2701,117688.9601,115306.4401,114927.7401,114294.2801,ADM2,329,THA,THA-ADM2-46861878B7244384,Lam Plai Mat,ADM2
330,31553.87001,31317.65001,31260.56001,31164.62001,32500.49001,32479.24001,32465.18001,32414.17001,ADM2,330,THA,THA-ADM2-46861878B79098705,Lam Son Thi,ADM2
331,23398.38002,23215.80002,23118.74002,23089.69002,24384.98002,25242.57002,25166.04002,25667.42003,ADM2,331,THA,THA-ADM2-46861878B45815315,Lam Tha Men Chai,ADM2
332,18092.82,17960.71,17913.93,17866.47,17659.26,17619.49,17561,17502.92,ADM2,332,THA,THA-ADM2-46861878B70061005,Lam Thap,ADM2
333,27586.44001,27950.37001,27881.81001,27808.28001,27013.68001,26928.81001,26841.10001,26748.96001,ADM2,333,THA,THA-ADM2-46861878B70985453,Lamae,ADM2
334,24392.27,24217.6,24151.76,24085.59,25261.51,25145.8,25060.31,24978.54,ADM2,334,THA,THA-ADM2-46861878B86819574,Lamduan,ADM2
335,41720.22,41480.37,41372.39,41260.71,43842.85,43643.38,43394.61,43233.24,ADM2,335,THA,THA-ADM2-46861878B91548887,Lan Krabu,ADM2
336,48070.28,47727.07,47602.7,47465.78,49111.08,48965.09,48799.14,48620.14,ADM2,336,THA,THA-ADM2-46861878B22101979,Lan Sak,ADM2
337,39211.12999,39725.00999,39625.28999,39517.52999,38057.77999,37941.42999,37815.40999,37684.88999,ADM2,337,THA,THA-ADM2-46861878B66499153,Lan Saka,ADM2
338,76361.56996,75547.96996,75364.13996,75173.50996,73010.27996,72783.49996,72547.73996,72298.16996,ADM2,338,THA,THA-ADM2-46861878B69716323,Lang Suan,ADM2
339,47904.87,47568.36,47466.24,47342.03,49107.54,48817.61,48442.91,48365.57,ADM2,339,THA,THA-ADM2-46861878B83247376,Lao Khwan,ADM2
340,19463.77001,19331.67001,19282.99001,19232.77001,20813.19001,20797.59001,20741.24001,24325.20001,ADM2,340,THA,THA-ADM2-46861878B90438493,Lao Sua Kok,ADM2
341,52140.03002,51764.73002,51636.60002,51492.85002,53001.42003,52875.32003,52699.66003,52562.57002,ADM2,341,THA,THA-ADM2-46861878B13241459,Laplae,ADM2
342,44597.36002,44270.03002,44178.21002,44058.70002,45782.98002,45638.26002,45481.55002,45336.76002,ADM2,342,THA,THA-ADM2-46861878B25314333,Lat Bua Luang,ADM2
343,196865.0801,195496.3501,195041.1901,194520.0401,187698.28,187195.93,186587.33,184373.68,ADM2,343,THA,THA-ADM2-46861878B14019726,Lat Krabang,ADM2
344,97905.29012,97193.77012,98043.27011,97776.01011,87254.4001,86992.1301,86708.8901,86511.3301,ADM2,344,THA,THA-ADM2-46861878B43454868,Lat Lum Kaeo,ADM2
345,134008.6901,133038.2101,132736.6201,132430.2801,128605.3601,128239.9901,127818.3101,127041.7401,ADM2,345,THA,THA-ADM2-46861878B85987258,Lat Phrao,ADM2
346,90691.68999,90030.19999,89798.93999,89561.89999,93457.91999,93409.79998,93364.04998,93045.90998,ADM2,346,THA,THA-ADM2-46861878B41553510,Lat Yao,ADM2
347,64200.99,63734.89,63574.19,63400.19,65892.53,65712.4,65563.68,65221.33,ADM2,347,THA,THA-ADM2-46861878B1529868,Li,ADM2
348,82206.57002,81616.16002,81411.48002,81187.31002,84428.80003,84187.38003,83923.83003,83650.03003,ADM2,348,THA,THA-ADM2-46861878B96684627,Loeng Nok Tha,ADM2
349,56459.47001,56031.21001,55888.96001,55734.95001,59381.30001,59462.48001,59223.80001,59127.45001,ADM2,349,THA,THA-ADM2-46861878B72708138,Lom Kao,ADM2
350,144372.32,143331.55,142970.91,142582.73,151615.11,150610.59,149973,149365.37,ADM2,350,THA,THA-ADM2-46861878B83457207,Lom Sak,ADM2
351,53243.19,52858.35,52726.7,52582.14,54028.61,53869.99999,53699.65999,53569.62999,ADM2,351,THA,THA-ADM2-46861878B45618991,Long,ADM2
352,29254.25,29041.12,28937.65,28804.25,30436.09,30329.82,30222.89,30118.95,ADM2,352,THA,THA-ADM2-46861878B22592685,Lu Amnat,ADM2
353,77089.03003,76526.81003,76334.69003,76133.90003,79779.79003,79572.35003,79308.13003,79421.05005,ADM2,353,THA,THA-ADM2-46861878B68471428,Mae Ai,ADM2
354,60480.22998,60040.00998,59939.78998,59766.23998,62495.90997,62464.16997,62303.73997,63363.87996,ADM2,354,THA,THA-ADM2-46861878B36616521,Mae Chaem,ADM2
355,34540.64998,34289.65998,34208.09998,34121.12998,35515.36998,35605.80998,35715.39998,35678.96998,ADM2,355,THA,THA-ADM2-46861878B79174673,Mae Chai,ADM2
356,126766.4,125852.27,125513.01,126138.21,133662.42,133941.58,133985.64,133849.1201,ADM2,356,THA,THA-ADM2-46861878B54334080,Mae Chan,ADM2
357,16139.03001,16022.66001,15981.67001,15940.20001,16783.17001,16749.83001,16696.21001,16809.06002,ADM2,357,THA,THA-ADM2-46861878B82649537,Mae Charim,ADM2
358,52917.1,52532.78,52387.17,51849.84003,54887.47003,54443.16003,54202.62003,54518.98003,ADM2,358,THA,THA-ADM2-46861878B50758307,Mae Fa Luang,ADM2
359,28031,27824.11,27755.78,27679.92,28210.1,28079.89,27972.32,27844.39,ADM2,359,THA,THA-ADM2-46861878B28805682,Mae La Noi,ADM2
360,14481.27001,14201.72001,14167.40001,14128.21001,13924.49001,13885.36001,13840.65001,13932.24001,ADM2,360,THA,THA-ADM2-46861878B22210899,Mae Lan,ADM2
361,35690.36002,35530.92002,35473.43002,34170.47002,39188.65002,39293.80002,39164.22002,35366.88002,ADM2,361,THA,THA-ADM2-46861878B5507589,Mae Lao,ADM2
362,42145.03,41840.98,41734.51,41627.2,43294.73,41428.18,38740.71,38428.15,ADM2,362,THA,THA-ADM2-46861878B94165752,Mae Mo,ADM2
363,12199.51001,12085.47001,11894.72001,11531.37001,12323.52001,11516.60001,11235.33001,10322.36002,ADM2,363,THA,THA-ADM2-46861878B79614207,Mae On,ADM2
364,15704.00998,15590.84998,15549.86998,15507.08998,16093.15998,16010.02998,15922.88998,15970.75997,ADM2,364,THA,THA-ADM2-46861878B28327117,Mae Phrik,ADM2
365,13896.98002,13784.81002,13761.70002,13727.95002,14322.68002,12358.80001,10504.82001,10495.47001,ADM2,365,THA,THA-ADM2-46861878B96491605,Mae Poen,ADM2
366,40583.55999,41380.66999,38430.45999,35470.52999,38425.71999,44535.35999,44386.31999,46151.97002,ADM2,366,THA,THA-ADM2-46861878B7571904,Mae Ramat,ADM2
367,66392.69012,65910.91012,65736.53012,64390.28011,67704.56012,67222.94012,66843.54011,64447.77013,ADM2,367,THA,THA-ADM2-46861878B88203823,Mae Rim,ADM2
368,112628.7799,110317.1899,109742.5099,109801.5799,113915.2298,115422.0598,114867.1598,114331.9198,ADM2,368,THA,THA-ADM2-46861878B62168245,Mae Sai,ADM2
369,42968.96006,42658.67006,42540.09006,42425.37006,43234.99006,43181.96007,43032.37007,43851.31007,ADM2,369,THA,THA-ADM2-46861878B13736252,Mae Sariang,ADM2
370,115362.4701,112568.2702,112528.3801,114548.1801,121980.8501,121406.8302,120950.4702,121274.6202,ADM2,370,THA,THA-ADM2-46861878B41751747,Mae Sot,ADM2
371,73754.14999,73221.80999,73036.93999,72817.57999,77072.71999,76662.62999,76394.2,76282.39,ADM2,371,THA,THA-ADM2-46861878B31300500,Mae Suai,ADM2
372,80694.97998,80111.81998,79902.85998,79681.63998,83484.25998,83280.52997,83074.57997,82730.68997,ADM2,372,THA,THA-ADM2-46861878B79769592,Mae Taeng,ADM2
373,56600.56003,56248.72002,56108.10002,55946.89002,58101.66003,58404.76002,59350.62002,59267.53002,ADM2,373,THA,THA-ADM2-46861878B27069057,Mae Tha,ADM2
