province_id,region,province,district_id,district,year,district_meansol,district_pop
24,NE,Sakon Nakhon,0,Akat Amnuai,2014,0.100137558,56834
24,NE,Sakon Nakhon,0,Akat Amnuai,2015,0.127155005,56999
24,NE,Sakon Nakhon,0,Akat Amnuai,2016,0.122138214,57169
24,NE,Sakon Nakhon,0,Akat Amnuai,2017,0.21444102,57320
24,NE,Sakon Nakhon,0,Akat Amnuai,2018,0.238681377,53916
24,NE,Sakon Nakhon,0,Akat Amnuai,2019,0.224758909,54063
24,NE,Sakon Nakhon,0,Akat Amnuai,2020,0.288592621,54198
24,NE,Sakon Nakhon,0,Akat Amnuai,2021,0.357077834,54593
50,WE,Samut Songkhram,1,Amphawa,2014,1.436239449,58069
50,WE,Samut Songkhram,1,Amphawa,2015,1.654438977,58259
50,WE,Samut Songkhram,1,Amphawa,2016,1.78767992,58449
50,WE,Samut Songkhram,1,Amphawa,2017,2.325210516,58631
50,WE,Samut Songkhram,1,Amphawa,2018,3.005310152,58744
50,WE,Samut Songkhram,1,Amphawa,2019,3.183497215,58701
50,WE,Samut Songkhram,1,Amphawa,2020,3.344163257,58845
50,WE,Samut Songkhram,1,Amphawa,2021,3.516894689,59271
31,NE,Yasothon,467,Muang Yasothon,2014,0.743148277,117458
31,NE,Yasothon,467,Muang Yasothon,2015,0.813719968,117870
31,NE,Yasothon,467,Muang Yasothon,2016,0.771032509,118254
31,NE,Yasothon,467,Muang Yasothon,2017,0.938344965,118690
31,NE,Yasothon,467,Muang Yasothon,2018,0.941166084,114823
31,NE,Yasothon,467,Muang Yasothon,2019,0.978941305,115134
31,NE,Yasothon,467,Muang Yasothon,2020,1.065532253,115423
31,NE,Yasothon,467,Muang Yasothon,2021,1.376145382,116264
31,NE,Yasothon,699,Sai Mun,2014,0.131328807,29927
31,NE,Yasothon,699,Sai Mun,2015,0.161741527,30025
31,NE,Yasothon,699,Sai Mun,2016,0.134406329,30128
31,NE,Yasothon,699,Sai Mun,2017,0.241680249,30207
31,NE,Yasothon,699,Sai Mun,2018,0.260913125,28939
31,NE,Yasothon,699,Sai Mun,2019,0.246941907,29022
31,NE,Yasothon,699,Sai Mun,2020,0.324750751,29091
31,NE,Yasothon,699,Sai Mun,2021,0.383481352,29303
63,SO,Krabi,2,Ao Luk,2014,0.237529048,47539
63,SO,Krabi,2,Ao Luk,2015,0.233630508,47707
63,SO,Krabi,2,Ao Luk,2016,0.242780717,47859
63,SO,Krabi,2,Ao Luk,2017,0.416366427,48072
63,SO,Krabi,2,Ao Luk,2018,0.491410384,48897
63,SO,Krabi,2,Ao Luk,2019,0.544373617,49154
63,SO,Krabi,2,Ao Luk,2020,0.644472532,49288
63,SO,Krabi,2,Ao Luk,2021,0.705468268,49650
75,EA,Sa Kaew,3,Aranyaprathet,2014,0.441882716,95049
75,EA,Sa Kaew,3,Aranyaprathet,2015,0.529075158,95470
75,EA,Sa Kaew,3,Aranyaprathet,2016,0.610318651,96618
75,EA,Sa Kaew,3,Aranyaprathet,2017,0.781684615,96289
75,EA,Sa Kaew,3,Aranyaprathet,2018,1.122054435,107613
75,EA,Sa Kaew,3,Aranyaprathet,2019,1.287144921,107538
75,EA,Sa Kaew,3,Aranyaprathet,2020,1.085981125,107688
75,EA,Sa Kaew,3,Aranyaprathet,2021,1.343906274,108596
0,NE,Roi Et,4,At Samat,2014,0.163665374,62184
0,NE,Roi Et,4,At Samat,2015,0.203893155,62401
0,NE,Roi Et,4,At Samat,2016,0.196835842,62605
0,NE,Roi Et,4,At Samat,2017,0.355429661,62785
0,NE,Roi Et,4,At Samat,2018,0.36259005,59945
0,NE,Roi Et,4,At Samat,2019,0.354648372,60114
0,NE,Roi Et,4,At Samat,2020,0.433067726,60272
0,NE,Roi Et,4,At Samat,2021,0.494945255,60709
40,SO,Narathiwat,5,Bacho,2014,0.522651088,44552
40,SO,Narathiwat,5,Bacho,2015,0.600094834,44706
40,SO,Narathiwat,5,Bacho,2016,0.592080007,44852
40,SO,Narathiwat,5,Bacho,2017,0.715023979,44991
40,SO,Narathiwat,5,Bacho,2018,0.837849645,45300
40,SO,Narathiwat,5,Bacho,2019,0.809575172,45428
40,SO,Narathiwat,5,Bacho,2020,0.934231479,45539
40,SO,Narathiwat,5,Bacho,2021,1.170413165,45912
9,NE,Chaiyaphum,6,Bamnet Narong,2014,0.353978484,48493
9,NE,Chaiyaphum,6,Bamnet Narong,2015,0.407525643,48638
9,NE,Chaiyaphum,6,Bamnet Narong,2016,0.389487407,48795
9,NE,Chaiyaphum,6,Bamnet Narong,2017,0.488612505,48971
9,NE,Chaiyaphum,6,Bamnet Narong,2018,0.485260227,47107
9,NE,Chaiyaphum,6,Bamnet Narong,2019,0.459502451,47232
9,NE,Chaiyaphum,6,Bamnet Narong,2020,0.52333162,47345
9,NE,Chaiyaphum,6,Bamnet Narong,2021,0.595250848,47700
64,EA,Chon Buri,7,Ban Bung,2014,2.111910869,141651
64,EA,Chon Buri,7,Ban Bung,2015,2.24565256,142117
64,EA,Chon Buri,7,Ban Bung,2016,2.350942792,142586
64,EA,Chon Buri,7,Ban Bung,2017,2.62036385,142837
64,EA,Chon Buri,7,Ban Bung,2018,2.688433135,151613
64,EA,Chon Buri,7,Ban Bung,2019,2.831214657,151981
64,EA,Chon Buri,7,Ban Bung,2020,3.074266539,152333
64,EA,Chon Buri,7,Ban Bung,2021,3.533882484,153441
51,EA,Rayong,8,Ban Chang,2014,7.308202641,77231
51,EA,Rayong,8,Ban Chang,2015,7.160470837,77465
51,EA,Rayong,8,Ban Chang,2016,7.833407981,77718
51,EA,Rayong,8,Ban Chang,2017,8.900230295,78331
51,EA,Rayong,8,Ban Chang,2018,9.592466895,84804
51,EA,Rayong,8,Ban Chang,2019,10.846004,84966
51,EA,Rayong,8,Ban Chang,2020,11.77371135,85144
51,EA,Rayong,8,Ban Chang,2021,13.31987726,85767
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2014,0.075761208,46745
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2015,0.099562022,46948
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2016,0.086594484,47088
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2017,0.118973924,47168
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2018,0.123530228,45040
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2019,0.134056494,45142
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2020,0.148439496,45248
7,NO,Sukhothai,10,Ban Dan Lan Hoi,2021,0.159320482,45574
23,NE,Udon Thani,11,Ban Dung,2014,0.133432181,104174
23,NE,Udon Thani,11,Ban Dung,2015,0.143199735,104608
23,NE,Udon Thani,11,Ban Dung,2016,0.145211784,104957
23,NE,Udon Thani,11,Ban Dung,2017,0.242840106,105280
23,NE,Udon Thani,11,Ban Dung,2018,0.279353518,98765
23,NE,Udon Thani,11,Ban Dung,2019,0.293250096,99037
23,NE,Udon Thani,11,Ban Dung,2020,0.351754331,99279
23,NE,Udon Thani,11,Ban Dung,2021,0.379034941,100012
15,NE,Khon Kaen,12,Ban Fang,2014,0.359025472,52076
15,NE,Khon Kaen,12,Ban Fang,2015,0.468411544,52256
15,NE,Khon Kaen,12,Ban Fang,2016,0.447076485,52427
15,NE,Khon Kaen,12,Ban Fang,2017,0.540484348,52581
15,NE,Khon Kaen,12,Ban Fang,2018,0.583832862,50608
15,NE,Khon Kaen,12,Ban Fang,2019,0.602314443,50746
15,NE,Khon Kaen,12,Ban Fang,2020,0.689797811,50641
15,NE,Khon Kaen,12,Ban Fang,2021,0.735580134,51010
28,NO,Lamphun,14,Ban Hong,2014,0.250741444,46859
28,NO,Lamphun,14,Ban Hong,2015,0.338607341,46583
28,NO,Lamphun,14,Ban Hong,2016,0.345790257,46733
28,NO,Lamphun,14,Ban Hong,2017,0.442280237,46808
28,NO,Lamphun,14,Ban Hong,2018,0.444023478,45024
28,NO,Lamphun,14,Ban Hong,2019,0.452943223,45143
28,NO,Lamphun,14,Ban Hong,2020,0.491159376,45255
28,NO,Lamphun,14,Ban Hong,2021,0.535675704,45585
51,EA,Rayong,16,Ban Khai,2014,2.001044594,95125
51,EA,Rayong,16,Ban Khai,2015,2.224838941,95472
51,EA,Rayong,16,Ban Khai,2016,2.261238084,95773
51,EA,Rayong,16,Ban Khai,2017,2.413923995,94632
51,EA,Rayong,16,Ban Khai,2018,2.714354621,103614
51,EA,Rayong,16,Ban Khai,2019,2.811780213,103887
51,EA,Rayong,16,Ban Khai,2020,3.105864355,104081
51,EA,Rayong,16,Ban Khai,2021,3.769306361,104837
34,NO,Uttaradit,17,Ban Khok,2014,0.029928243,15992
34,NO,Uttaradit,17,Ban Khok,2015,0.029134797,16049
34,NO,Uttaradit,17,Ban Khok,2016,0.036187945,16080
34,NO,Uttaradit,17,Ban Khok,2017,0.060731497,16053
34,NO,Uttaradit,17,Ban Khok,2018,0.065303433,15609
34,NO,Uttaradit,17,Ban Khok,2019,0.0747531,15651
34,NO,Uttaradit,17,Ban Khok,2020,0.073041879,15658
34,NO,Uttaradit,17,Ban Khok,2021,0.081995593,15772
9,NE,Chaiyaphum,18,Ban Khwao,2014,0.176188448,46285
9,NE,Chaiyaphum,18,Ban Khwao,2015,0.206358363,46313
9,NE,Chaiyaphum,18,Ban Khwao,2016,0.203278947,46462
9,NE,Chaiyaphum,18,Ban Khwao,2017,0.267466453,46578
9,NE,Chaiyaphum,18,Ban Khwao,2018,0.310000255,44786
9,NE,Chaiyaphum,18,Ban Khwao,2019,0.329475589,44909
9,NE,Chaiyaphum,18,Ban Khwao,2020,0.368752703,45020
9,NE,Chaiyaphum,18,Ban Khwao,2021,0.399522336,45349
35,NE,Buri Ram,19,Ban Kruat,2014,0.115669771,67788
35,NE,Buri Ram,19,Ban Kruat,2015,0.126390606,66153
35,NE,Buri Ram,19,Ban Kruat,2016,0.137996031,66358
35,NE,Buri Ram,19,Ban Kruat,2017,0.219148557,66826
35,NE,Buri Ram,19,Ban Kruat,2018,0.220207556,63211
35,NE,Buri Ram,19,Ban Kruat,2019,0.24916415,63368
35,NE,Buri Ram,19,Ban Kruat,2020,0.276493167,63526
35,NE,Buri Ram,19,Ban Kruat,2021,0.355306669,63987
8,WE,Phetchaburi,20,Ban Laem,2014,2.072904102,58525
8,WE,Phetchaburi,20,Ban Laem,2015,2.318472117,58455
8,WE,Phetchaburi,20,Ban Laem,2016,2.265757705,58645
8,WE,Phetchaburi,20,Ban Laem,2017,2.373049068,58824
8,WE,Phetchaburi,20,Ban Laem,2018,2.590912516,57662
8,WE,Phetchaburi,20,Ban Laem,2019,2.53933166,56722
8,WE,Phetchaburi,20,Ban Laem,2020,2.854519406,56891
8,WE,Phetchaburi,20,Ban Laem,2021,2.884535007,57306
8,WE,Phetchaburi,21,Ban Lat,2014,1.504875552,48135
8,WE,Phetchaburi,21,Ban Lat,2015,1.741020587,47890
8,WE,Phetchaburi,21,Ban Lat,2016,1.92058424,48049
8,WE,Phetchaburi,21,Ban Lat,2017,2.087422961,48191
8,WE,Phetchaburi,21,Ban Lat,2018,2.171040556,47181
8,WE,Phetchaburi,21,Ban Lat,2019,2.254633992,46919
8,WE,Phetchaburi,21,Ban Lat,2020,2.325207867,47054
8,WE,Phetchaburi,21,Ban Lat,2021,2.387357664,47395
6,NE,Nakhon Ratchasima,23,Ban Luam,2014,0.096209576,23279
6,NE,Nakhon Ratchasima,23,Ban Luam,2015,0.109618109,23327
6,NE,Nakhon Ratchasima,23,Ban Luam,2016,0.121355122,23396
6,NE,Nakhon Ratchasima,23,Ban Luam,2017,0.173141634,23401
6,NE,Nakhon Ratchasima,23,Ban Luam,2018,0.187129001,22220
6,NE,Nakhon Ratchasima,23,Ban Luam,2019,0.195993532,22284
6,NE,Nakhon Ratchasima,23,Ban Luam,2020,0.205492366,22344
6,NE,Nakhon Ratchasima,23,Ban Luam,2021,0.20928519,22505
70,NO,Nan,22,Ban Luang,2014,0.043445744,11000
70,NO,Nan,22,Ban Luang,2015,0.048219782,11085
70,NO,Nan,22,Ban Luang,2016,0.035420905,11147
70,NO,Nan,22,Ban Luang,2017,0.050190907,11202
70,NO,Nan,22,Ban Luang,2018,0.05209541,10638
70,NO,Nan,22,Ban Luang,2019,0.051903307,10667
70,NO,Nan,22,Ban Luang,2020,0.06013829,10695
70,NO,Nan,22,Ban Luang,2021,0.066281575,10774
35,NE,Buri Ram,24,Ban Mai Chai Pho,2014,0.243096073,23909
35,NE,Buri Ram,24,Ban Mai Chai Pho,2015,0.273639723,23995
35,NE,Buri Ram,24,Ban Mai Chai Pho,2016,0.241214161,24071
35,NE,Buri Ram,24,Ban Mai Chai Pho,2017,0.353985889,24119
35,NE,Buri Ram,24,Ban Mai Chai Pho,2018,0.33167281,22822
35,NE,Buri Ram,24,Ban Mai Chai Pho,2019,0.396003735,22884
35,NE,Buri Ram,24,Ban Mai Chai Pho,2020,0.789906609,22940
35,NE,Buri Ram,24,Ban Mai Chai Pho,2021,0.869967974,23104
62,CE,Lop Buri,25,Ban Mi,2014,0.308206084,90564
62,CE,Lop Buri,25,Ban Mi,2015,0.364025026,90872
62,CE,Lop Buri,25,Ban Mi,2016,0.354397942,91168
62,CE,Lop Buri,25,Ban Mi,2017,0.497489499,91430
62,CE,Lop Buri,25,Ban Mi,2018,0.470507573,89106
62,CE,Lop Buri,25,Ban Mi,2019,0.484118834,89354
62,CE,Lop Buri,25,Ban Mi,2020,0.560269454,89581
62,CE,Lop Buri,25,Ban Mi,2021,0.590407775,90234
17,CE,Saraburi,26,Ban Mo,2014,2.491260835,53144
17,CE,Saraburi,26,Ban Mo,2015,2.562058698,52311
17,CE,Saraburi,26,Ban Mo,2016,2.594497927,52484
17,CE,Saraburi,26,Ban Mo,2017,2.797649692,52505
17,CE,Saraburi,26,Ban Mo,2018,2.836214821,50472
17,CE,Saraburi,26,Ban Mo,2019,2.987028819,50619
17,CE,Saraburi,26,Ban Mo,2020,3.101428087,50743
17,CE,Saraburi,26,Ban Mo,2021,3.226739495,51113
24,NE,Sakon Nakhon,27,Ban Muang,2014,0.063282876,58547
24,NE,Sakon Nakhon,27,Ban Muang,2015,0.073458243,58723
24,NE,Sakon Nakhon,27,Ban Muang,2016,0.069087471,58915
24,NE,Sakon Nakhon,27,Ban Muang,2017,0.140785889,59099
24,NE,Sakon Nakhon,27,Ban Muang,2018,0.136396066,55460
24,NE,Sakon Nakhon,27,Ban Muang,2019,0.138980293,55613
24,NE,Sakon Nakhon,27,Ban Muang,2020,0.175965374,55740
24,NE,Sakon Nakhon,27,Ban Muang,2021,0.2597181,56142
60,EA,Nakhon Nayok,28,Ban Na,2014,0.918191992,69481
60,EA,Nakhon Nayok,28,Ban Na,2015,1.067506319,69710
60,EA,Nakhon Nayok,28,Ban Na,2016,1.15768119,69942
60,EA,Nakhon Nayok,28,Ban Na,2017,1.463389836,70153
60,EA,Nakhon Nayok,28,Ban Na,2018,1.528980057,78843
60,EA,Nakhon Nayok,28,Ban Na,2019,1.611279125,79056
60,EA,Nakhon Nayok,28,Ban Na,2020,1.701453895,79903
60,EA,Nakhon Nayok,28,Ban Na,2021,1.788454311,80493
11,SO,Surat Thani,29,Ban Na Doem,2014,0.447857209,25650
11,SO,Surat Thani,29,Ban Na Doem,2015,0.497618934,25735
11,SO,Surat Thani,29,Ban Na Doem,2016,0.589262232,25822
11,SO,Surat Thani,29,Ban Na Doem,2017,0.696162456,25892
11,SO,Surat Thani,29,Ban Na Doem,2018,0.711883266,26425
11,SO,Surat Thani,29,Ban Na Doem,2019,0.825984224,26608
11,SO,Surat Thani,29,Ban Na Doem,2020,0.85313008,26671
11,SO,Surat Thani,29,Ban Na Doem,2021,0.83433515,26929
11,SO,Surat Thani,30,Ban Na San,2014,0.277559182,81323
11,SO,Surat Thani,30,Ban Na San,2015,0.280873867,81605
11,SO,Surat Thani,30,Ban Na San,2016,0.291345686,81875
11,SO,Surat Thani,30,Ban Na San,2017,0.3581053,82128
11,SO,Surat Thani,30,Ban Na San,2018,0.356487224,83807
11,SO,Surat Thani,30,Ban Na San,2019,0.338611189,83732
11,SO,Surat Thani,30,Ban Na San,2020,0.424412126,83941
11,SO,Surat Thani,30,Ban Na San,2021,0.410621397,84662
72,NE,Nakhon Phanom,31,Ban Phaeng,2014,0.201548953,29549
72,NE,Nakhon Phanom,31,Ban Phaeng,2015,0.215419224,29670
72,NE,Nakhon Phanom,31,Ban Phaeng,2016,0.254139585,29770
72,NE,Nakhon Phanom,31,Ban Phaeng,2017,0.400465875,29866
72,NE,Nakhon Phanom,31,Ban Phaeng,2018,0.376165034,27860
72,NE,Nakhon Phanom,31,Ban Phaeng,2019,0.352652568,27939
72,NE,Nakhon Phanom,31,Ban Phaeng,2020,0.45213596,28010
72,NE,Nakhon Phanom,31,Ban Phaeng,2021,0.555645685,28217
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2014,1.970276322,182244
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2015,2.130659428,182867
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2016,2.169942213,183473
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2017,2.429497558,184044
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2018,2.585686225,199144
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2019,2.745724842,199692
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2020,3.041910047,200268
68,BKK&VIC,Samut Sakhon,32,Ban Phaeo,2021,3.178298159,201727
15,NE,Khon Kaen,33,Ban Phai,2014,0.610535203,108765
15,NE,Khon Kaen,33,Ban Phai,2015,0.67529492,109158
15,NE,Khon Kaen,33,Ban Phai,2016,0.721501132,109522
15,NE,Khon Kaen,33,Ban Phai,2017,0.955578643,109831
15,NE,Khon Kaen,33,Ban Phai,2018,0.990553136,110387
15,NE,Khon Kaen,33,Ban Phai,2019,1.004535105,110685
15,NE,Khon Kaen,33,Ban Phai,2020,1.087807684,110990
15,NE,Khon Kaen,33,Ban Phai,2021,1.254034166,111771
4,EA,Chachoengsao,34,Ban Pho,2014,2.562893778,58966
4,EA,Chachoengsao,34,Ban Pho,2015,2.988116167,58930
4,EA,Chachoengsao,34,Ban Pho,2016,3.11977203,59122
4,EA,Chachoengsao,34,Ban Pho,2017,3.382216152,59296
4,EA,Chachoengsao,34,Ban Pho,2018,3.27413317,65408
4,EA,Chachoengsao,34,Ban Pho,2019,3.593466547,65582
4,EA,Chachoengsao,34,Ban Pho,2020,3.883609525,65732
4,EA,Chachoengsao,34,Ban Pho,2021,4.626089796,66216
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2014,1.087587825,11624
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2015,1.209438043,12214
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2016,1.353936707,12256
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2017,1.347997703,12367
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2018,1.232416512,11949
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2019,1.18537433,11981
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2020,1.227268246,11989
53,CE,Phra Nakhon Sri Ayuthaya,35,Ban Phraek,2021,1.479034075,12075
23,NE,Udon Thani,36,Ban Phu,2014,0.141556282,94382
23,NE,Udon Thani,36,Ban Phu,2015,0.179915811,94255
23,NE,Udon Thani,36,Ban Phu,2016,0.178860442,94420
23,NE,Udon Thani,36,Ban Phu,2017,0.263516902,94558
23,NE,Udon Thani,36,Ban Phu,2018,0.273675253,88730
23,NE,Udon Thani,36,Ban Phu,2019,0.256411613,88972
23,NE,Udon Thani,36,Ban Phu,2020,0.296922172,89189
23,NE,Udon Thani,36,Ban Phu,2021,0.354921486,89842
30,WE,Ratchaburi,37,Ban Pong,2014,3.060237032,162055
30,WE,Ratchaburi,37,Ban Pong,2015,3.242338929,162623
30,WE,Ratchaburi,37,Ban Pong,2016,3.447437139,163150
30,WE,Ratchaburi,37,Ban Pong,2017,3.831361544,163659
30,WE,Ratchaburi,37,Ban Pong,2018,3.990614591,160485
30,WE,Ratchaburi,37,Ban Pong,2019,4.041542527,160922
30,WE,Ratchaburi,37,Ban Pong,2020,4.189881254,161307
30,WE,Ratchaburi,37,Ban Pong,2021,4.605922815,162493
18,NO,Uthai Thani,38,Ban Rai,2014,0.079926152,58161
18,NO,Uthai Thani,38,Ban Rai,2015,0.092962815,58336
18,NO,Uthai Thani,38,Ban Rai,2016,0.0913778,58540
18,NO,Uthai Thani,38,Ban Rai,2017,0.127750927,58735
18,NO,Uthai Thani,38,Ban Rai,2018,0.125650016,56792
18,NO,Uthai Thani,38,Ban Rai,2019,0.13004119,56947
18,NO,Uthai Thani,38,Ban Rai,2020,0.140913848,57083
18,NO,Uthai Thani,38,Ban Rai,2021,0.19753195,57499
52,EA,Prachin Buri,39,Ban Sang,2014,0.429381536,43431
52,EA,Prachin Buri,39,Ban Sang,2015,0.523921753,43447
52,EA,Prachin Buri,39,Ban Sang,2016,0.517671231,43592
52,EA,Prachin Buri,39,Ban Sang,2017,0.662133345,43726
52,EA,Prachin Buri,39,Ban Sang,2018,0.665272428,48628
52,EA,Prachin Buri,39,Ban Sang,2019,0.672680284,48748
52,EA,Prachin Buri,39,Ban Sang,2020,0.700814627,48869
52,EA,Prachin Buri,39,Ban Sang,2021,0.725894869,49230
11,SO,Surat Thani,40,Ban Ta Khun,2014,0.057218203,15439
11,SO,Surat Thani,40,Ban Ta Khun,2015,0.053477184,15492
11,SO,Surat Thani,40,Ban Ta Khun,2016,0.054269397,#NAME?
11,SO,Surat Thani,40,Ban Ta Khun,2017,0.094752023,15668
11,SO,Surat Thani,40,Ban Ta Khun,2018,0.102319685,16332
11,SO,Surat Thani,40,Ban Ta Khun,2019,0.100839993,16376
11,SO,Surat Thani,40,Ban Ta Khun,2020,0.109261645,16418
11,SO,Surat Thani,40,Ban Ta Khun,2021,0.10827794,16470
26,NO,Tak,41,Ban Tak,2014,0.128003648,50681
26,NO,Tak,41,Ban Tak,2015,0.164973924,50873
26,NO,Tak,41,Ban Tak,2016,0.166577512,51048
26,NO,Tak,41,Ban Tak,2017,0.215010447,51206
26,NO,Tak,41,Ban Tak,2018,0.242199773,47870
26,NO,Tak,41,Ban Tak,2019,0.276566441,47994
26,NO,Tak,41,Ban Tak,2020,0.27502285,48114
26,NO,Tak,41,Ban Tak,2021,0.296153721,48465
9,NE,Chaiyaphum,42,Ban Thaen,2014,0.307232571,40373
9,NE,Chaiyaphum,42,Ban Thaen,2015,0.331510247,40511
9,NE,Chaiyaphum,42,Ban Thaen,2016,0.313916582,40641
9,NE,Chaiyaphum,42,Ban Thaen,2017,0.422455773,40770
9,NE,Chaiyaphum,42,Ban Thaen,2018,0.450287687,39210
9,NE,Chaiyaphum,42,Ban Thaen,2019,0.457236407,39319
9,NE,Chaiyaphum,42,Ban Thaen,2020,0.482146881,39422
9,NE,Chaiyaphum,42,Ban Thaen,2021,0.475797263,39709
28,NO,Lamphun,43,Ban Thi,2014,0.609884651,25720
28,NO,Lamphun,43,Ban Thi,2015,0.698107704,25024
28,NO,Lamphun,43,Ban Thi,2016,0.622709098,24974
28,NO,Lamphun,43,Ban Thi,2017,0.767019057,24895
28,NO,Lamphun,43,Ban Thi,2018,0.842568775,24013
28,NO,Lamphun,43,Ban Thi,2019,0.889517848,23910
28,NO,Lamphun,43,Ban Thi,2020,1.019236813,23882
28,NO,Lamphun,43,Ban Thi,2021,1.078890608,24049
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2014,1.498254162,44865
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2015,1.614875954,45018
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2016,1.657777305,45168
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2017,1.955205111,45310
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2018,1.943037149,43125
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2019,2.240082618,43240
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2020,2.48683172,43335
53,CE,Phra Nakhon Sri Ayuthaya,44,Bang Ban,2021,2.638292347,43653
69,BKK&VIC,Samut Prakan,45,Bang Bo,2014,5.489728105,162905
69,BKK&VIC,Samut Prakan,45,Bang Bo,2015,5.879872895,163464
69,BKK&VIC,Samut Prakan,45,Bang Bo,2016,5.908195397,163939
69,BKK&VIC,Samut Prakan,45,Bang Bo,2017,6.90084786,164173
69,BKK&VIC,Samut Prakan,45,Bang Bo,2018,6.830685438,187174
69,BKK&VIC,Samut Prakan,45,Bang Bo,2019,7.34607044,187692
69,BKK&VIC,Samut Prakan,45,Bang Bo,2020,7.541470081,188145
69,BKK&VIC,Samut Prakan,45,Bang Bo,2021,8.13071504,189517
14,BKK&VIC,Bangkok,46,Bang Bon,2014,15.40796803,189049
14,BKK&VIC,Bangkok,46,Bang Bon,2015,16.52490475,189695
14,BKK&VIC,Bangkok,46,Bang Bon,2016,16.75922555,190316
14,BKK&VIC,Bangkok,46,Bang Bon,2017,16.79420188,190915
14,BKK&VIC,Bangkok,46,Bang Bon,2018,17.47585361,196561
14,BKK&VIC,Bangkok,46,Bang Bon,2019,18.18867217,196979
14,BKK&VIC,Bangkok,46,Bang Bon,2020,18.66636047,197435
14,BKK&VIC,Bangkok,46,Bang Bon,2021,19.14219578,198836
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2014,10.30382579,200787
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2015,11.98104239,201220
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2016,12.34194359,201880
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2017,12.98821706,202533
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2018,13.32748667,236706
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2019,13.61335234,237357
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2020,13.95698789,236456
38,BKK&VIC,Nonthaburi,47,Bang Bua Thong,2021,14.61404384,238183
55,SO,Phatthalung,48,Bang Kaeo,2014,0.325727681,32499
55,SO,Phatthalung,48,Bang Kaeo,2015,0.407546544,32611
55,SO,Phatthalung,48,Bang Kaeo,2016,0.44382065,32717
55,SO,Phatthalung,48,Bang Kaeo,2017,0.589646205,32828
55,SO,Phatthalung,48,Bang Kaeo,2018,0.737876781,34436
55,SO,Phatthalung,48,Bang Kaeo,2019,0.86294225,34532
55,SO,Phatthalung,48,Bang Kaeo,2020,0.929062843,34626
55,SO,Phatthalung,48,Bang Kaeo,2021,1.088378028,34879
14,BKK&VIC,Bangkok,49,Bang Kapi,2014,28.99881808,241677
14,BKK&VIC,Bangkok,49,Bang Kapi,2015,28.48857667,242482
14,BKK&VIC,Bangkok,49,Bang Kapi,2016,29.62222032,243285
14,BKK&VIC,Bangkok,49,Bang Kapi,2017,30.79399278,244044
14,BKK&VIC,Bangkok,49,Bang Kapi,2018,34.28284914,251844
14,BKK&VIC,Bangkok,49,Bang Kapi,2019,35.82990678,252377
14,BKK&VIC,Bangkok,49,Bang Kapi,2020,33.82350244,252945
14,BKK&VIC,Bangkok,49,Bang Kapi,2021,35.08639096,254788
14,BKK&VIC,Bangkok,50,Bang Khae,2014,16.41808939,255080
14,BKK&VIC,Bangkok,50,Bang Khae,2015,18.72118408,255818
14,BKK&VIC,Bangkok,50,Bang Khae,2016,18.60827129,256660
14,BKK&VIC,Bangkok,50,Bang Khae,2017,18.72225859,257465
14,BKK&VIC,Bangkok,50,Bang Khae,2018,19.04944521,269486
14,BKK&VIC,Bangkok,50,Bang Khae,2019,19.52616676,270229
