province_id,province,year,total_knowledge_service
76,Satun,2019,1536.96091
76,Satun,2020,1472.559184
76,Satun,2021,1464.190442
12,Si Sa Ket,1995,1246.933914
12,Si Sa Ket,1996,1418.893664
12,Si Sa Ket,1997,1358.941404
12,Si Sa Ket,1998,1278.228822
12,Si Sa Ket,1999,1155.321463
12,Si Sa Ket,2000,1131.172414
12,Si Sa Ket,2001,1266.706569
12,Si Sa Ket,2002,1344.17524
12,Si Sa Ket,2003,1487.58729
12,Si Sa Ket,2004,1497.457698
12,Si Sa Ket,2005,1692.906729
12,Si Sa Ket,2006,1848.48867
12,Si Sa Ket,2007,1974.600828
12,Si Sa Ket,2008,1999.25792
12,Si Sa Ket,2009,2236.688487
12,Si Sa Ket,2010,2520.737699
12,Si Sa Ket,2011,2653.880513
12,Si Sa Ket,2012,3031.466806
12,Si Sa Ket,2013,3169.435722
12,Si Sa Ket,2014,3608.775549
12,Si Sa Ket,2015,4034.100445
12,Si Sa Ket,2016,4405.978885
12,Si Sa Ket,2017,4701.413778
12,Si Sa Ket,2018,5076.869425
12,Si Sa Ket,2019,5255.130453
12,Si Sa Ket,2020,5556.937414
12,Si Sa Ket,2021,5641.567588
49,Singburi,1995,1390.175937
49,Singburi,1996,908.117774
49,Singburi,1997,840.803
49,Singburi,1998,729.801402
49,Singburi,1999,541.019965
49,Singburi,2000,555.686569
49,Singburi,2001,563.910957
49,Singburi,2002,656.436205
49,Singburi,2003,692.585681
49,Singburi,2004,725.938358
49,Singburi,2005,832.915656
49,Singburi,2006,959.243002
49,Singburi,2007,913.605192
49,Singburi,2008,845.677106
49,Singburi,2009,900.442631
49,Singburi,2010,898.207826
49,Singburi,2011,927.550088
49,Singburi,2012,997.614719
49,Singburi,2013,1060.943857
49,Singburi,2014,1095.979482
49,Singburi,2015,1173.444223
49,Singburi,2016,1259.230515
49,Singburi,2017,1328.161917
49,Singburi,2018,1363.672601
49,Singburi,2019,1399.052091
49,Singburi,2020,1432.110703
49,Singburi,2021,1421.739768
43,Songkhla,1995,7159.139771
43,Songkhla,1996,7518.899556
43,Songkhla,1997,6699.315205
43,Songkhla,1998,5567.265338
43,Songkhla,1999,4270.006746
43,Songkhla,2000,4478.196072
43,Songkhla,2001,4966.225674
43,Songkhla,2002,5395.485478
43,Songkhla,2003,5920.169571
43,Songkhla,2004,6259.403207
43,Songkhla,2005,6491.013656
43,Songkhla,2006,7106.511789
43,Songkhla,2007,7310.16913
43,Songkhla,2008,7276.542177
43,Songkhla,2009,7730.638281
43,Songkhla,2010,8346.465796
43,Songkhla,2011,9378.176363
43,Songkhla,2012,9816.308985
43,Songkhla,2013,10779.27165
43,Songkhla,2014,11175.87541
43,Songkhla,2015,11397.35537
43,Songkhla,2016,11590.3824
43,Songkhla,2017,12280.61792
43,Songkhla,2018,12922.05654
43,Songkhla,2019,13391.41415
43,Songkhla,2020,13261.54405
43,Songkhla,2021,13258.21783
7,Sukhothai,1995,1092.771038
7,Sukhothai,1996,1249.372735
7,Sukhothai,1997,1132.389933
7,Sukhothai,1998,1056.400519
7,Sukhothai,1999,928.64217
7,Sukhothai,2000,994.37013
7,Sukhothai,2001,1091.037143
7,Sukhothai,2002,1187.848908
7,Sukhothai,2003,1261.87783
7,Sukhothai,2004,1326.27591
7,Sukhothai,2005,1375.177519
7,Sukhothai,2006,1469.055766
7,Sukhothai,2007,1390.959712
7,Sukhothai,2008,1576.956183
7,Sukhothai,2009,1600.423392
7,Sukhothai,2010,1719.564172
7,Sukhothai,2011,1809.723018
7,Sukhothai,2012,2049.565395
7,Sukhothai,2013,1944.723724
7,Sukhothai,2014,2015.789731
7,Sukhothai,2015,2541.025369
7,Sukhothai,2016,2625.442706
7,Sukhothai,2017,2781.036469
7,Sukhothai,2018,2950.582396
7,Sukhothai,2019,2956.391112
7,Sukhothai,2020,2950.496086
7,Sukhothai,2021,2936.441791
48,Suphan Buri,1995,2533.024525
48,Suphan Buri,1996,2864.706169
48,Suphan Buri,1997,2570.958018
48,Suphan Buri,1998,2282.812442
48,Suphan Buri,1999,1764.973605
48,Suphan Buri,2000,1741.757722
48,Suphan Buri,2001,1886.570144
48,Suphan Buri,2002,2073.798854
48,Suphan Buri,2003,2249.315997
48,Suphan Buri,2004,2385.497336
48,Suphan Buri,2005,2423.913677
48,Suphan Buri,2006,2699.827978
48,Suphan Buri,2007,2623.556821
48,Suphan Buri,2008,2793.66974
48,Suphan Buri,2009,3005.556459
48,Suphan Buri,2010,2964.488618
48,Suphan Buri,2011,3083.832005
48,Suphan Buri,2012,3412.094346
48,Suphan Buri,2013,3517.424641
48,Suphan Buri,2014,3737.228858
48,Suphan Buri,2015,4110.10549
48,Suphan Buri,2016,4212.867992
48,Suphan Buri,2017,4463.172596
48,Suphan Buri,2018,4728.701869
48,Suphan Buri,2019,4869.658182
48,Suphan Buri,2020,4956.043419
48,Suphan Buri,2021,4810.364396
11,Surat Thani,1995,3948.112946
11,Surat Thani,1996,4380.895462
11,Surat Thani,1997,4016.234996
11,Surat Thani,1998,3441.199378
11,Surat Thani,1999,2866.183948
11,Surat Thani,2000,2927.272338
11,Surat Thani,2001,3089.719645
11,Surat Thani,2002,3635.254996
11,Surat Thani,2003,4078.945331
11,Surat Thani,2004,4752.536596
11,Surat Thani,2005,5033.961436
11,Surat Thani,2006,6175.343244
11,Surat Thani,2007,6444.007396
11,Surat Thani,2008,6373.012075
11,Surat Thani,2009,6285.079774
11,Surat Thani,2010,6217.086462
11,Surat Thani,2011,6674.286703
11,Surat Thani,2012,7115.713923
11,Surat Thani,2013,7717.221446
11,Surat Thani,2014,8322.647593
11,Surat Thani,2015,8765.836719
11,Surat Thani,2016,8888.359785
11,Surat Thani,2017,9795.943123
11,Surat Thani,2018,10468.27909
11,Surat Thani,2019,11090.35059
11,Surat Thani,2020,9884.675943
11,Surat Thani,2021,9880.28272
5,Surin,1995,1456.649177
5,Surin,1996,1695.214019
5,Surin,1997,1524.005126
5,Surin,1998,1428.861741
5,Surin,1999,1308.342981
5,Surin,2000,1236.457079
5,Surin,2001,1331.445093
5,Surin,2002,1390.056608
5,Surin,2003,1544.666083
5,Surin,2004,1648.465379
5,Surin,2005,1941.422697
5,Surin,2006,2132.439211
5,Surin,2007,2260.635452
5,Surin,2008,2245.351814
5,Surin,2009,2182.558458
5,Surin,2010,2585.660275
5,Surin,2011,2867.916412
5,Surin,2012,3224.218015
5,Surin,2013,3914.692063
5,Surin,2014,4233.006697
5,Surin,2015,4789.987518
5,Surin,2016,5068.862895
5,Surin,2017,5299.670182
5,Surin,2018,5710.724773
5,Surin,2019,5818.332788
5,Surin,2020,6059.363305
5,Surin,2021,6194.00932
26,Tak,1995,923.365374
26,Tak,1996,1032.823265
26,Tak,1997,930.32469
26,Tak,1998,838.695352
26,Tak,1999,711.06253
26,Tak,2000,762.444495
26,Tak,2001,872.464205
26,Tak,2002,967.579607
26,Tak,2003,1071.443657
26,Tak,2004,1155.658775
26,Tak,2005,1197.68103
26,Tak,2006,1235.122418
26,Tak,2007,1316.205481
26,Tak,2008,1349.859824
26,Tak,2009,1426.29096
26,Tak,2010,1520.740786
26,Tak,2011,1608.326867
26,Tak,2012,1692.694125
26,Tak,2013,1809.231703
26,Tak,2014,2033.480743
26,Tak,2015,2215.946437
26,Tak,2016,2347.926352
26,Tak,2017,2431.510917
26,Tak,2018,2613.456272
26,Tak,2019,2789.593474
26,Tak,2020,2803.905327
26,Tak,2021,2683.207654
47,Trang,1995,1730.6965
47,Trang,1996,1938.139853
47,Trang,1997,1752.031618
47,Trang,1998,1464.522586
47,Trang,1999,1225.61225
47,Trang,2000,1189.222543
47,Trang,2001,1323.885238
47,Trang,2002,1553.182333
47,Trang,2003,1881.05885
47,Trang,2004,2079.501204
47,Trang,2005,2180.161701
47,Trang,2006,2185.314707
47,Trang,2007,2397.908264
47,Trang,2008,2434.654766
47,Trang,2009,2465.170291
47,Trang,2010,2270.595388
47,Trang,2011,2565.600072
47,Trang,2012,2875.893918
47,Trang,2013,3266.181832
47,Trang,2014,3444.450302
47,Trang,2015,3743.117418
47,Trang,2016,3755.056525
47,Trang,2017,3936.040388
47,Trang,2018,4262.503446
47,Trang,2019,4724.77023
47,Trang,2020,4355.114565
47,Trang,2021,4273.477876
29,Trat,1995,929.648766
29,Trat,1996,1040.523684
29,Trat,1997,905.161108
29,Trat,1998,810.243573
29,Trat,1999,610.186492
29,Trat,2000,625.059711
29,Trat,2001,689.873424
29,Trat,2002,790.801739
29,Trat,2003,935.083649
29,Trat,2004,1070.299285
29,Trat,2005,1208.84455
29,Trat,2006,1568.113195
29,Trat,2007,1139.796428
29,Trat,2008,1106.952583
29,Trat,2009,983.142911
29,Trat,2010,1071.476599
29,Trat,2011,1183.734212
29,Trat,2012,1147.751963
29,Trat,2013,1193.472721
29,Trat,2014,1312.910297
29,Trat,2015,1419.690892
29,Trat,2016,1486.472295
29,Trat,2017,1594.324344
29,Trat,2018,1705.198681
29,Trat,2019,1843.87022
29,Trat,2020,1681.983018
29,Trat,2021,1668.528537
41,Ubon Ratchathani,1995,2891.564015
41,Ubon Ratchathani,1996,3122.252035
41,Ubon Ratchathani,1997,2864.403689
41,Ubon Ratchathani,1998,2574.797277
41,Ubon Ratchathani,1999,2119.397098
41,Ubon Ratchathani,2000,2059.446671
41,Ubon Ratchathani,2001,2353.639602
41,Ubon Ratchathani,2002,2518.11207
41,Ubon Ratchathani,2003,2759.32086
41,Ubon Ratchathani,2004,2820.845093
41,Ubon Ratchathani,2005,3191.966823
41,Ubon Ratchathani,2006,3515.478631
41,Ubon Ratchathani,2007,3501.859822
41,Ubon Ratchathani,2008,3535.397876
41,Ubon Ratchathani,2009,4397.672689
41,Ubon Ratchathani,2010,4707.803208
41,Ubon Ratchathani,2011,4918.407508
41,Ubon Ratchathani,2012,5483.470952
41,Ubon Ratchathani,2013,6052.159401
41,Ubon Ratchathani,2014,6541.190776
41,Ubon Ratchathani,2015,6953.550986
41,Ubon Ratchathani,2016,7471.099404
41,Ubon Ratchathani,2017,7768.244676
41,Ubon Ratchathani,2018,8325.502271
41,Ubon Ratchathani,2019,8540.622184
41,Ubon Ratchathani,2020,8560.755324
41,Ubon Ratchathani,2021,8968.328604
23,Udon Thani,1995,3139.999004
23,Udon Thani,1996,3342.909477
23,Udon Thani,1997,3210.174662
23,Udon Thani,1998,2870.639922
23,Udon Thani,1999,2309.496693
23,Udon Thani,2000,2393.352741
23,Udon Thani,2001,2586.482083
23,Udon Thani,2002,2778.836205
23,Udon Thani,2003,2961.531586
23,Udon Thani,2004,3102.255631
23,Udon Thani,2005,3284.486605
23,Udon Thani,2006,3692.070301
23,Udon Thani,2007,4003.669071
23,Udon Thani,2008,4273.269231
23,Udon Thani,2009,4733.096794
23,Udon Thani,2010,5060.21011
23,Udon Thani,2011,5164.464698
23,Udon Thani,2012,5605.493004
23,Udon Thani,2013,6232.097329
23,Udon Thani,2014,6582.294696
23,Udon Thani,2015,6618.43644
23,Udon Thani,2016,7344.383787
23,Udon Thani,2017,7674.804056
23,Udon Thani,2018,8260.705342
23,Udon Thani,2019,8541.377915
23,Udon Thani,2020,8660.485959
23,Udon Thani,2021,8474.753396
18,Uthai Thani,1995,558.621198
18,Uthai Thani,1996,679.579158
18,Uthai Thani,1997,633.93333
18,Uthai Thani,1998,608.578327
18,Uthai Thani,1999,514.326068
18,Uthai Thani,2000,501.628848
18,Uthai Thani,2001,565.218548
18,Uthai Thani,2002,630.566076
18,Uthai Thani,2003,678.455948
18,Uthai Thani,2004,651.474526
18,Uthai Thani,2005,748.548552
18,Uthai Thani,2006,835.522485
18,Uthai Thani,2007,853.930008
18,Uthai Thani,2008,837.969065
18,Uthai Thani,2009,873.101123
18,Uthai Thani,2010,915.657951
18,Uthai Thani,2011,967.101121
18,Uthai Thani,2012,1110.21475
18,Uthai Thani,2013,1065.557385
18,Uthai Thani,2014,1255.652257
18,Uthai Thani,2015,1355.149032
18,Uthai Thani,2016,1394.753585
18,Uthai Thani,2017,1509.260462
18,Uthai Thani,2018,1645.938905
18,Uthai Thani,2019,1609.282147
18,Uthai Thani,2020,1635.612273
18,Uthai Thani,2021,1697.101013
34,Uttaradit,1995,826.312553
34,Uttaradit,1996,900.195013
34,Uttaradit,1997,835.854677
34,Uttaradit,1998,774.04382
34,Uttaradit,1999,676.028202
34,Uttaradit,2000,681.101865
34,Uttaradit,2001,784.132571
34,Uttaradit,2002,824.736785
34,Uttaradit,2003,947.60519
34,Uttaradit,2004,1021.407089
34,Uttaradit,2005,1113.146827
34,Uttaradit,2006,1302.092849
34,Uttaradit,2007,1288.284015
34,Uttaradit,2008,1299.32144
34,Uttaradit,2009,1389.490983
34,Uttaradit,2010,1454.944958
34,Uttaradit,2011,1531.006479
34,Uttaradit,2012,1715.987455
34,Uttaradit,2013,1859.394033
34,Uttaradit,2014,2036.460548
34,Uttaradit,2015,2290.9778
34,Uttaradit,2016,2411.863233
34,Uttaradit,2017,2536.499316
34,Uttaradit,2018,2687.304259
34,Uttaradit,2019,2786.304586
34,Uttaradit,2020,2929.935403
34,Uttaradit,2021,2888.332096
33,Yala,1995,1162.664852
33,Yala,1996,1235.534356
33,Yala,1997,1102.698988
33,Yala,1998,1003.110133
33,Yala,1999,860.880805
33,Yala,2000,816.061034
33,Yala,2001,971.83241
33,Yala,2002,1047.945907
33,Yala,2003,1095.939192
33,Yala,2004,1163.863411
33,Yala,2005,1311.198627
33,Yala,2006,1278.285142
33,Yala,2007,1323.793238
33,Yala,2008,1409.967438
33,Yala,2009,1458.969755
33,Yala,2010,1612.290318
33,Yala,2011,1651.090703
33,Yala,2012,1759.059207
33,Yala,2013,1810.83384
33,Yala,2014,2020.613849
33,Yala,2015,2264.648062
33,Yala,2016,2328.571099
33,Yala,2017,2577.151838
33,Yala,2018,2662.45138
33,Yala,2019,2818.524066
33,Yala,2020,2942.62655
33,Yala,2021,3020.267262
31,Yasothon,1995,697.191285
31,Yasothon,1996,723.527007
31,Yasothon,1997,679.268318
31,Yasothon,1998,601.955839
31,Yasothon,1999,496.708428
31,Yasothon,2000,521.3437
31,Yasothon,2001,603.477044
31,Yasothon,2002,644.259713
31,Yasothon,2003,715.152426
31,Yasothon,2004,876.624932
31,Yasothon,2005,887.292509
31,Yasothon,2006,966.886725
31,Yasothon,2007,1029.478608
31,Yasothon,2008,876.417738
31,Yasothon,2009,1115.787015
31,Yasothon,2010,1195.544099
31,Yasothon,2011,1233.509922
31,Yasothon,2012,1419.84997
31,Yasothon,2013,1476.232236
31,Yasothon,2014,1652.58663
31,Yasothon,2015,1838.637207
31,Yasothon,2016,1995.72169
31,Yasothon,2017,2081.596243
31,Yasothon,2018,2228.691219
31,Yasothon,2019,2284.920754
31,Yasothon,2020,2312.294361
31,Yasothon,2021,2528.729749
