province_id,province,Type of Construction,2014,2015,2016,2017,2018,2019,2020,2021,2022
48,Suphan Buri,Car park,7467,891,0,0,205,0,5430,312,54
48,Suphan Buri,Advertisting board,381,,0,217,130,0,249,152,147
48,Suphan Buri,Phone Antenna,,,,,,261,581,271,0
48,Suphan Buri,Others,34918,2545,0,132,2514,1365,802,12237,1936
50,Samut Songkhram,Engineering construction measured in length,7439,144,70,2357,5208,2800,4046,3385,5059
50,Samut Songkhram,Fence / wall,95,42,,564,1547,1456,1561,887,2610
50,Samut Songkhram,Road,420,20,,0,2480,0,0,50,0
50,Samut Songkhram,Bridge,,,,210,109,198,45,237,94
50,Samut Songkhram,Dam,6698,50,70,637,836,735,2225,1594,2027
50,Samut Songkhram,Water drain,166,,0,46,115,411,215,617,296
50,Samut Songkhram,Others,60,32,,900,121,0,0,0,32
50,Samut Songkhram,Engineering construction measured in area,15318,1833,1885,4233,2762,1376,2033,6199,13996
50,Samut Songkhram,Swimming pool,,,,0,0,0,0,0,0
50,Samut Songkhram,Petrol station (Oil/LPG/NGV),1627,,,2476,0,0,129,5239,0
50,Samut Songkhram,Harbour,32,,,0,0,0,0,0,34
50,Samut Songkhram,Sport ground,,,,0,0,0,0,0,0
50,Samut Songkhram,Car park,128,1386,1625,187,290,80,637,12,1040
50,Samut Songkhram,Advertisting board,864,87,206,170,240,211,193,21,420
50,Samut Songkhram,Phone Antenna,,,,,,302,389,105,46
50,Samut Songkhram,Others,12667,360,54,1400,2232,783,685,822,12456
8,Phetchaburi,Engineering construction measured in length,9542,4489,1662,2333,7194,5308,5161,3213,18938
8,Phetchaburi,Fence / wall,2897,1980,494,1003,1671,1784,1750,1358,9075
8,Phetchaburi,Road,830,1530,,487,4607,951,979,617,8062
8,Phetchaburi,Bridge,,92,,0,38,0,167,1001,50
8,Phetchaburi,Dam,,40,31,0,0,0,447,0,440
8,Phetchaburi,Water drain,454,787,1137,747,798,2573,1818,237,1311
8,Phetchaburi,Others,5361,60,0,96,80,0,0,0,0
8,Phetchaburi,Engineering construction measured in area,31643,13597,1619,9035,10687,28586,6015,22885,16795
8,Phetchaburi,Swimming pool,13042,2154,0,1784,681,1053,1340,975,968
8,Phetchaburi,Petrol station (Oil/LPG/NGV),7629,6733,,0,4859,3318,3218,2785,10675
8,Phetchaburi,Harbour,,,,0,0,0,0,0,0
8,Phetchaburi,Sport ground,,,,0,0,0,0,1994,116
8,Phetchaburi,Car park,,1053,364,273,120,16930,526,749,424
8,Phetchaburi,Advertisting board,1771,1265,70,311,151,6993,314,18,37
8,Phetchaburi,Phone Antenna,,,,,,292,372,206,3253
8,Phetchaburi,Others,9201,2392,1185,6667,4876,0,245,16158,1322
42,Phachuap Khiri Khan,Engineering construction measured in length,30123,27877,3099,26512,30301,28140,31198,26432,17308
42,Phachuap Khiri Khan,Fence / wall,3378,476,2236,2306,3414,3301,4151,4069,3252
42,Phachuap Khiri Khan,Road,3799,6036,525,2466,1790,6057,2000,886,688
42,Phachuap Khiri Khan,Bridge,,,,0,90,138,0,0,0
42,Phachuap Khiri Khan,Dam,208,180,338,2925,212,0,31,180,362
42,Phachuap Khiri Khan,Water drain,22712,20731,0,18815,20523,18644,25016,21297,13006
42,Phachuap Khiri Khan,Others,26,454,0,0,4272,0,0,0,0
42,Phachuap Khiri Khan,Engineering construction measured in area,4651,16723,94153,15945,74715,33328,32600,27144,25779
42,Phachuap Khiri Khan,Swimming pool,1122,5368,63171,5446,5363,14899,7938,5870,5894
42,Phachuap Khiri Khan,Petrol station (Oil/LPG/NGV),,621,14100,704,48550,3374,9429,9791,6123
42,Phachuap Khiri Khan,Harbour,,,,0,0,437,328,0,0
42,Phachuap Khiri Khan,Sport ground,,,0,2058,2089,1150,0,2134,1965
42,Phachuap Khiri Khan,Car park,724,1843,15405,1310,14728,10889,11909,7033,11151
42,Phachuap Khiri Khan,Advertisting board,1475,323,53,216,570,966,922,132,159
42,Phachuap Khiri Khan,Phone Antenna,,,,,,565,711,457,479
42,Phachuap Khiri Khan,Others,1330,8568,1424,6211,3415,1048,1363,1727,8
65,Chiang Mai,Engineering construction measured in length,122600,168778,16030,141921,109062,104330,100001,89705,69267
65,Chiang Mai,Fence / wall,44173,49685,6782,36849,35374,37159,24809,36785,27736
65,Chiang Mai,Road,7785,34109,3878,23187,11946,8209,13742,15168,13917
65,Chiang Mai,Bridge,1400,7639,42,2760,2621,1619,8186,848,1644
65,Chiang Mai,Dam,4093,5791,642,15799,9779,7531,3216,1110,1543
65,Chiang Mai,Water drain,62640,70561,4626,62684,49115,49812,50026,21878,24427
65,Chiang Mai,Others,2509,993,60,642,227,0,22,13916,0
65,Chiang Mai,Engineering construction measured in area,100291,144738,4605,89417,70840,45351,37298,62840,126188
65,Chiang Mai,Swimming pool,4358,24874,267,4635,5259,4782,1696,1193,2774
65,Chiang Mai,Petrol station (Oil/LPG/NGV),7964,7626,774,16909,11852,2470,6954,5996,1737
65,Chiang Mai,Harbour,,,0,1229,0,0,0,38,0
65,Chiang Mai,Sport ground,,3600,,6602,159,4452,2984,0,4199
65,Chiang Mai,Car park,49315,83919,840,50986,44846,31623,20656,37270,52156
65,Chiang Mai,Advertisting board,6497,,0,3521,3175,1725,3511,1638,2486
65,Chiang Mai,Phone Antenna,,,,,,297,859,803,1490
65,Chiang Mai,Others,32157,,2724,5535,5549,2,638,15902,61346
28,Lamphun,Engineering construction measured in length,12654,13701,329,18938,15935,16669,12639,19739,16661
28,Lamphun,Fence / wall,4656,4629,0,4968,6599,7025,6937,12702,11101
28,Lamphun,Road,948,,0,1979,1375,3374,986,558,320
28,Lamphun,Bridge,182,,50,0,20,76,36,204,0
28,Lamphun,Dam,126,,30,6312,0,0,442,0,0
28,Lamphun,Water drain,6042,9012,249,5656,7777,6194,4238,6034,3345
28,Lamphun,Others,700,60,0,23,164,0,0,241,1895
28,Lamphun,Engineering construction measured in area,41868,56148,6771,15530,18701,16870,44910,32902,10652
28,Lamphun,Swimming pool,,90,,299,1880,542,269,69,0
28,Lamphun,Petrol station (Oil/LPG/NGV),,195,6663,2481,1490,2354,150,8442,49
28,Lamphun,Harbour,,,,0,0,0,0,0,0
28,Lamphun,Sport ground,,,,5760,0,0,3093,0,0
28,Lamphun,Car park,3955,53902,108,4308,10762,9000,6870,19467,4193
28,Lamphun,Advertisting board,142,231,0,524,571,1231,2235,290,569
28,Lamphun,Phone Antenna,,,,,,515,343,366,203
28,Lamphun,Others,37771,1730,0,2158,3998,3228,31950,4268,5638
37,Lampang,Engineering construction measured in length,45701,38570,23150,14880,29917,20797,22371,25810,22911
37,Lampang,Fence / wall,1428,3755,766,2085,4271,3840,4077,4967,7153
37,Lampang,Road,23753,16371,11070,4211,13192,8542,9209,13161,7253
37,Lampang,Bridge,,,,0,0,0,0,0,20
37,Lampang,Dam,134,178,4932,1108,18,0,232,327,0
37,Lampang,Water drain,19176,15890,2655,7414,12383,8415,8558,7348,8485
37,Lampang,Others,1210,2376,3727,62,53,0,295,7,0
37,Lampang,Engineering construction measured in area,39202,46770,8995,15960,48856,19474,1175,12967,16402
37,Lampang,Swimming pool,130,413,0,0,126,0,0,0,2478
37,Lampang,Petrol station (Oil/LPG/NGV),1866,18957,0,4414,31335,2326,55,2878,3069
37,Lampang,Harbour,,,,0,0,0,0,0,0
37,Lampang,Sport ground,,,,0,0,0,794,0,252
37,Lampang,Car park,23749,16715,3178,3343,429,7571,120,8008,7990
37,Lampang,Advertisting board,296,281,16,43,1367,89,116,394,211
37,Lampang,Phone Antenna,,,,,,220,0,744,1821
37,Lampang,Others,13161,10404,5801,8160,15599,9268,90,943,581
34,Uttaradit,Engineering construction measured in length,9069,2083,0,6445,13446,12698,6524,7802,14299
34,Uttaradit,Fence / wall,1292,490,0,2153,2513,3514,2819,5105,9846
34,Uttaradit,Road,2978,,,1274,8797,6972,1192,845,1602
34,Uttaradit,Bridge,,,,0,0,0,40,0,0
34,Uttaradit,Dam,,,,2294,128,0,0,0,0
34,Uttaradit,Water drain,4799,1593,0,719,1974,2212,2473,1852,2851
34,Uttaradit,Others,,,0,5,34,0,0,0,0
34,Uttaradit,Engineering construction measured in area,2482,96,0,826,7246,4791,5069,84098,3747
34,Uttaradit,Swimming pool,,,0,0,0,0,0,0,0
34,Uttaradit,Petrol station (Oil/LPG/NGV),,,0,304,5708,3260,4174,83145,210
34,Uttaradit,Harbour,,,,0,0,0,0,0,0
34,Uttaradit,Sport ground,1232,,,0,0,0,0,0,0
34,Uttaradit,Car park,140,,0,102,124,560,674,82,288
34,Uttaradit,Advertisting board,4,,0,195,68,159,50,107,236
34,Uttaradit,Phone Antenna,,,,,,380,0,248,1003
34,Uttaradit,Others,1106,96,0,225,1346,432,171,516,2010
32,Phrae,Engineering construction measured in length,1438,6544,214,748,1067,525,912,1855,1309
32,Phrae,Fence / wall,684,2213,47,659,508,322,491,1219,719
32,Phrae,Road,,3776,,0,0,0,0,366,260
32,Phrae,Bridge,129,20,,0,0,0,0,88,50
32,Phrae,Dam,,10,,0,0,0,0,0,0
32,Phrae,Water drain,44,525,167,89,559,203,421,182,280
32,Phrae,Others,581,,0,0,0,0,0,0,0
32,Phrae,Engineering construction measured in area,2005,1730,140,6545,2903,4485,678,18052,6872
32,Phrae,Swimming pool,,,,30,0,0,40,0,0
32,Phrae,Petrol station (Oil/LPG/NGV),,,0,4360,308,3299,0,9098,247
32,Phrae,Harbour,,,,0,0,0,0,0,3378
32,Phrae,Sport ground,,,,0,0,800,0,1093,0
32,Phrae,Car park,78,132,0,0,2586,278,32,5552,2863
32,Phrae,Advertisting board,363,75,0,374,9,25,92,1895,176
32,Phrae,Phone Antenna,,,,,,83,466,398,208
32,Phrae,Others,1564,1523,140,1781,0,0,48,16,0
70,Nan,Engineering construction measured in length,2324,3184,269,2022,680,1635,281,1088,565
70,Nan,Fence / wall,103,1184,269,1736,680,1635,281,757,444
70,Nan,Road,,1348,,286,0,0,0,295,0
70,Nan,Bridge,,,,0,0,0,0,36,121
70,Nan,Dam,,,,0,0,0,0,0,0
70,Nan,Water drain,2121,652,,0,0,0,0,0,0
70,Nan,Others,100,,,0,0,0,0,0,0
70,Nan,Engineering construction measured in area,17005,2335,0,3456,5814,2633,859,767,10824
70,Nan,Swimming pool,,481,0,0,336,0,0,206,0
70,Nan,Petrol station (Oil/LPG/NGV),4796,,,0,2642,2017,0,54,0
70,Nan,Harbour,,,,0,0,0,0,0,0
70,Nan,Sport ground,,,,1074,0,0,0,0,0
70,Nan,Car park,5483,677,0,2340,0,66,600,448,6320
70,Nan,Advertisting board,1102,365,,2,98,153,125,3,2445
70,Nan,Phone Antenna,,,,,,97,134,56,1894
70,Nan,Others,5624,812,,40,2738,300,0,0,165
1,Phayao,Engineering construction measured in length,649,9080,10567,6611,7326,6221,3961,3441,2629
1,Phayao,Fence / wall,576,1655,408,1606,139,683,1479,1156,1276
1,Phayao,Road,,6147,1299,3873,7133,5052,1748,1653,622
1,Phayao,Bridge,,,,0,0,0,0,27,108
1,Phayao,Dam,4,323,2060,1026,0,0,0,0,73
1,Phayao,Water drain,,,6800,6,12,486,734,605,85
1,Phayao,Others,69,955,0,100,42,0,0,0,465
1,Phayao,Engineering construction measured in area,1901,3467,30,11341,683,4959,42245,9479,1814
1,Phayao,Swimming pool,,,0,0,0,0,0,0,0
1,Phayao,Petrol station (Oil/LPG/NGV),576,1643,,478,0,302,12166,588,231
1,Phayao,Harbour,,,,0,0,0,0,0,0
1,Phayao,Sport ground,,,,0,0,0,3346,0,0
1,Phayao,Car park,,116,30,2379,43,149,2576,3220,939
1,Phayao,Advertisting board,252,59,0,448,0,36,1117,216,53
1,Phayao,Phone Antenna,,,,,,0,49,34,331
1,Phayao,Others,1073,1649,0,8036,640,4472,22991,5421,260
25,Chiang Rai,Engineering construction measured in length,12354,15461,5776,27642,25530,31774,28909,26059,14220
25,Chiang Rai,Fence / wall,11284,8867,2210,3054,3324,6930,8136,14309,7022
25,Chiang Rai,Road,,2603,,16143,0,1296,4483,878,627
25,Chiang Rai,Bridge,,51,6,446,723,40,120,421,283
25,Chiang Rai,Dam,75,1165,3128,225,2476,184,0,0,20
25,Chiang Rai,Water drain,550,2715,432,7774,19007,23024,16170,10451,6268
25,Chiang Rai,Others,445,60,,0,0,300,0,0,0
25,Chiang Rai,Engineering construction measured in area,22417,45470,2703,15948,5818,12413,48555,7710,18803
25,Chiang Rai,Swimming pool,166,669,486,2648,1336,0,1739,0,56
25,Chiang Rai,Petrol station (Oil/LPG/NGV),2337,98,1221,2241,0,1390,7702,517,9636
25,Chiang Rai,Harbour,,,,0,0,0,0,0,0
25,Chiang Rai,Sport ground,,186,170,0,546,0,0,495,0
25,Chiang Rai,Car park,12591,31408,21,8654,2695,6055,36575,5767,6222
25,Chiang Rai,Advertisting board,1671,4208,86,935,164,2234,2344,528,639
25,Chiang Rai,Phone Antenna,,,,,,348,195,197,331
25,Chiang Rai,Others,5652,8901,719,1470,1077,2386,0,206,1919
74,Mae Hong Son,Engineering construction measured in length,27,100,,667,550,408,1004,1261,3220
74,Mae Hong Son,Fence / wall,,,,359,480,408,522,271,1467
74,Mae Hong Son,Road,,,,0,0,0,0,990,1725
74,Mae Hong Son,Bridge,,,,308,70,0,0,0,0
74,Mae Hong Son,Dam,,,,0,0,0,0,0,0
74,Mae Hong Son,Water drain,,,,0,0,0,482,0,28
74,Mae Hong Son,Others,27,100,,0,0,0,0,0,0
74,Mae Hong Son,Engineering construction measured in area,1311,89,0,0,3511,135,0,3992,162
74,Mae Hong Son,Swimming pool,,54,,0,219,0,0,0,0
74,Mae Hong Son,Petrol station (Oil/LPG/NGV),,,,0,0,33,0,3440,0
74,Mae Hong Son,Harbour,,,,0,0,0,0,0,0
74,Mae Hong Son,Sport ground,,,,0,0,0,0,0,0
74,Mae Hong Son,Car park,,,,0,3036,0,0,0,162
74,Mae Hong Son,Advertisting board,,,,0,76,46,0,7,0
74,Mae Hong Son,Phone Antenna,,,,,,56,0,0,0
74,Mae Hong Son,Others,1311,35,0,0,180,0,0,545,0
2,Nakhon Sawan,Engineering construction measured in length,1260,3405,,4746,5801,475,36546,47629,29663
2,Nakhon Sawan,Fence / wall,513,100,,1227,2529,475,6552,16522,11031
2,Nakhon Sawan,Road,,3305,,0,0,0,23601,11466,11646
2,Nakhon Sawan,Bridge,,,,0,0,0,60,0,0
2,Nakhon Sawan,Dam,,,,0,0,0,1000,0,1925
2,Nakhon Sawan,Water drain,695,,,3519,3272,0,5333,19641,5061
2,Nakhon Sawan,Others,52,,,0,0,0,0,0,0
2,Nakhon Sawan,Engineering construction measured in area,1083,571,0,2317,3447,4716,826,27664,43579
2,Nakhon Sawan,Swimming pool,,,,56,0,207,0,0,0
2,Nakhon Sawan,Petrol station (Oil/LPG/NGV),,,,0,1623,4509,576,832,6061
2,Nakhon Sawan,Harbour,,,,0,0,0,0,0,0
2,Nakhon Sawan,Sport ground,,,,0,0,0,0,0,0
2,Nakhon Sawan,Car park,358,,,2091,990,0,0,17616,36292
2,Nakhon Sawan,Advertisting board,,,,0,436,0,222,181,812
2,Nakhon Sawan,Phone Antenna,,,,,,0,28,533,45
2,Nakhon Sawan,Others,725,571,0,170,398,0,0,8502,369
18,Uthai Thani,Engineering construction measured in length,354,2728,1386,1517,472,1064,9,158,4846
18,Uthai Thani,Fence / wall,354,2728,682,967,472,826,0,158,4846
18,Uthai Thani,Road,,,632,540,0,175,0,0,0
18,Uthai Thani,Bridge,,,,0,0,0,0,0,0
18,Uthai Thani,Dam,,,,0,0,0,0,0,0
18,Uthai Thani,Water drain,,,,0,0,33,9,0,0
18,Uthai Thani,Others,,,72,10,0,30,0,0,0
18,Uthai Thani,Engineering construction measured in area,3216,243,3482,902,683,601,2479,345,16830
18,Uthai Thani,Swimming pool,,,,0,254,0,0,0,0
18,Uthai Thani,Petrol station (Oil/LPG/NGV),346,,1286,757,0,60,1517,261,4230
18,Uthai Thani,Harbour,,,,0,0,0,0,0,0
18,Uthai Thani,Sport ground,,,,0,0,0,0,0,0
18,Uthai Thani,Car park,407,,,0,0,118,17,0,0
18,Uthai Thani,Advertisting board,486,5,0,56,0,21,100,0,0
18,Uthai Thani,Phone Antenna,,,,,,168,783,84,0
18,Uthai Thani,Others,1977,238,2196,89,429,234,62,0,12600
36,Kam Phaeng Phet,Engineering construction measured in length,4066,15117,1267,6594,7810,13420,8154,8247,2184
36,Kam Phaeng Phet,Fence / wall,3149,8074,1267,4664,1296,1024,3413,2498,1847
36,Kam Phaeng Phet,Road,,600,0,1930,2678,7869,2838,5749,0
36,Kam Phaeng Phet,Bridge,,,,0,0,0,0,0,0
36,Kam Phaeng Phet,Dam,,,,0,0,0,0,0,0
36,Kam Phaeng Phet,Water drain,,6225,,0,3794,4527,1903,0,337
36,Kam Phaeng Phet,Others,917,218,,0,42,0,0,0,0
36,Kam Phaeng Phet,Engineering construction measured in area,19860,6351,4739,3757,10928,19739,15979,10138,24098
36,Kam Phaeng Phet,Swimming pool,,307,1624,288,0,0,0,0,0
36,Kam Phaeng Phet,Petrol station (Oil/LPG/NGV),11404,1890,0,0,4059,17168,5012,6915,4571
36,Kam Phaeng Phet,Harbour,,,,0,0,0,0,0,0
36,Kam Phaeng Phet,Sport ground,,,,0,0,0,0,0,0
36,Kam Phaeng Phet,Car park,,450,0,132,4028,766,564,0,8534
36,Kam Phaeng Phet,Advertisting board,495,874,42,1232,358,97,531,70,1265
36,Kam Phaeng Phet,Phone Antenna,,,,,,180,208,543,2228
36,Kam Phaeng Phet,Others,7961,2830,3073,2105,2483,1528,9664,2610,7500
26,Tak,Engineering construction measured in length,1161,9582,662,3639,7108,5391,3559,1973,940
26,Tak,Fence / wall,1026,3080,662,1591,7108,5352,2465,1943,136
26,Tak,Road,,6472,0,2020,0,15,90,0,0
26,Tak,Bridge,,30,,0,0,0,54,30,0
26,Tak,Dam,,,,28,0,0,500,0,804
26,Tak,Water drain,6,,,0,0,0,450,0,0
26,Tak,Others,129,,,0,0,24,0,0,0
26,Tak,Engineering construction measured in area,7989,11771,58,7068,11918,10945,7934,15221,3424
26,Tak,Swimming pool,,,,0,0,0,0,0,0
26,Tak,Petrol station (Oil/LPG/NGV),,,0,689,7094,469,2648,1309,0
26,Tak,Harbour,,,,0,0,0,0,0,0
26,Tak,Sport ground,2657,7923,,0,0,0,0,0,0
26,Tak,Car park,,915,0,5778,0,8819,4153,2435,1575
26,Tak,Advertisting board,3058,207,58,428,3737,576,0,283,0
26,Tak,Phone Antenna,,,,,,359,101,307,227
26,Tak,Others,2274,2726,0,173,1087,722,1032,10887,1622
7,Sukhothai,Engineering construction measured in length,1060,1009,655,12454,25402,8436,7674,11613,7635
7,Sukhothai,Fence / wall,621,865,15,2059,1918,1344,1396,4156,3085
7,Sukhothai,Road,,,640,10310,15472,5912,5553,7457,1478
7,Sukhothai,Bridge,,,,32,378,250,0,0,0
7,Sukhothai,Dam,,,0,0,1932,0,0,0,3068
7,Sukhothai,Water drain,331,,0,53,5702,930,26,0,0
7,Sukhothai,Others,108,144,,0,0,0,699,0,4
7,Sukhothai,Engineering construction measured in area,3861,2124,3408,4469,5944,17787,2460,10342,738
7,Sukhothai,Swimming pool,,1183,,215,0,0,0,354,0
7,Sukhothai,Petrol station (Oil/LPG/NGV),306,,,2473,2150,930,486,4824,0
7,Sukhothai,Harbour,,,,0,0,0,0,0,0
7,Sukhothai,Sport ground,,,700,0,754,0,0,592,0
7,Sukhothai,Car park,340,370,2242,764,1600,6046,708,1924,77
7,Sukhothai,Advertisting board,259,180,240,294,471,418,128,61,72
7,Sukhothai,Phone Antenna,,,,,,500,107,461,541
7,Sukhothai,Others,2956,391,226,723,969,9893,1031,2126,48
21,Phitsanulok,Engineering construction measured in length,115,10117,4870,29926,2090,8825,3473,2194,2470
21,Phitsanulok,Fence / wall,115,2703,0,1951,379,1498,2993,2069,46
21,Phitsanulok,Road,,6313,4870,6986,0,52,190,64,0
21,Phitsanulok,Bridge,,,,0,0,0,0,0,0
21,Phitsanulok,Dam,,,,15441,1592,0,0,0,0
21,Phitsanulok,Water drain,,1101,0,3839,119,75,290,61,1726
21,Phitsanulok,Others,,,,1709,0,7200,0,0,698
21,Phitsanulok,Engineering construction measured in area,4540,20216,0,12910,10252,48691,10513,12279,2788
21,Phitsanulok,Swimming pool,348,2385,,0,0,742,73,184,0
21,Phitsanulok,Petrol station (Oil/LPG/NGV),17,9831,0,3627,3219,4802,1906,10738,0
21,Phitsanulok,Harbour,,,,0,0,0,0,0,0
21,Phitsanulok,Sport ground,,,,0,0,568,0,0,0
21,Phitsanulok,Car park,765,4459,0,5577,6400,0,5688,1195,675
21,Phitsanulok,Advertisting board,11,192,0,360,85,261,0,59,421
21,Phitsanulok,Phone Antenna,,,,,,176,389,103,478
21,Phitsanulok,Others,3399,3349,0,3346,548,42142,2457,0,1214
54,Phichit,Engineering construction measured in length,2621,199,0,11013,11591,4527,27642,5503,5589
54,Phichit,Fence / wall,2353,199,0,1746,7292,2133,1064,1758,3945
54,Phichit,Road,,,,7037,3501,1910,25963,3735,1336
54,Phichit,Bridge,108,,,0,0,0,252,0,173
54,Phichit,Dam,,,,548,0,52,0,0,0
54,Phichit,Water drain,,,,1682,662,420,363,0,135
54,Phichit,Others,160,,0,0,136,12,0,10,0
54,Phichit,Engineering construction measured in area,14470,168,0,12854,7543,2919,12958,162,22548
54,Phichit,Swimming pool,,,,483,3027,84,40,52,30
54,Phichit,Petrol station (Oil/LPG/NGV),,,,2700,3791,287,1789,0,760
54,Phichit,Harbour,,,,0,0,0,0,0,0
54,Phichit,Sport ground,,,,0,0,1344,0,0,0
54,Phichit,Car park,11882,,0,8250,0,205,926,81,100
54,Phichit,Advertisting board,712,,0,1421,376,0,0,4,112
54,Phichit,Phone Antenna,,,,,,891,143,25,1635
54,Phichit,Others,1876,168,0,0,349,108,10060,0,19911
10,Phetchabun,Engineering construction measured in length,185,7809,136,2432,7497,2173,4383,2207,2647
10,Phetchabun,Fence / wall,185,402,136,482,1163,2014,844,2006,1978
10,Phetchabun,Road,,6790,,900,4811,159,2961,191,666
10,Phetchabun,Bridge,,,,0,0,0,0,0,0
10,Phetchabun,Dam,,,,0,0,0,0,0,0
10,Phetchabun,Water drain,,520,,976,390,0,578,10,3
10,Phetchabun,Others,,97,,74,1133,0,0,0,0
10,Phetchabun,Engineering construction measured in area,757,,,266,7695,330,4960,227,1671
10,Phetchabun,Swimming pool,,,,120,0,0,407,0,0
10,Phetchabun,Petrol station (Oil/LPG/NGV),,,,0,5539,57,0,105,114
10,Phetchabun,Harbour,,,,0,0,0,0,0,0
10,Phetchabun,Sport ground,,,,0,0,0,0,0,1440
10,Phetchabun,Car park,,,,0,1096,195,2137,0,0
10,Phetchabun,Advertisting board,,,,0,103,0,15,15,17
10,Phetchabun,Phone Antenna,,,,,,78,483,107,100
10,Phetchabun,Others,757,,,146,957,0,1918,0,0
6,Nakhon Ratchasima,Engineering construction measured in length,45805,53073,16906,105781,82711,67597,89656,71451,59978
6,Nakhon Ratchasima,Fence / wall,13960,33169,8040,41053,25171,23791,32468,22677,14416
6,Nakhon Ratchasima,Road,3326,2034,0,11319,8115,10201,5560,4330,15222
6,Nakhon Ratchasima,Bridge,3290,18,,0,0,268,0,0,140
6,Nakhon Ratchasima,Dam,297,,5745,3253,0,135,0,0,834
6,Nakhon Ratchasima,Water drain,23880,16186,3121,48940,49130,33182,51628,44425,29366
6,Nakhon Ratchasima,Others,1052,1666,0,1216,295,20,0,19,0
6,Nakhon Ratchasima,Engineering construction measured in area,18953,75451,30582,45856,71317,140869,84617,53013,43108
6,Nakhon Ratchasima,Swimming pool,,1109,250,1830,423,3675,2481,3564,8617
6,Nakhon Ratchasima,Petrol station (Oil/LPG/NGV),3167,16653,15004,15777,25064,34656,41330,22417,12685
6,Nakhon Ratchasima,Harbour,,92,,0,0,0,0,0,0
6,Nakhon Ratchasima,Sport ground,90,1774,,0,0,1976,2053,0,0
6,Nakhon Ratchasima,Car park,3821,45953,3753,15567,23017,91339,17442,6113,18536
6,Nakhon Ratchasima,Advertisting board,681,1544,1653,1782,2078,1817,1584,1654,1841
6,Nakhon Ratchasima,Phone Antenna,,,,,,1802,1653,662,1327
6,Nakhon Ratchasima,Others,11194,8326,9922,10900,20735,5604,18074,18603,102
35,Buri Ram,Engineering construction measured in length,5809,29616,0,16442,11704,6552,4285,10383,18656
35,Buri Ram,Fence / wall,716,395,0,0,2474,618,1792,3284,5736
35,Buri Ram,Road,,1726,0,0,240,4473,1204,0,3032
35,Buri Ram,Bridge,,,,0,0,180,0,0,0
35,Buri Ram,Dam,,,,8735,0,128,0,512,0
35,Buri Ram,Water drain,4897,27495,0,7680,8948,1153,1289,6587,9888
35,Buri Ram,Others,196,,,27,42,0,0,0,0
35,Buri Ram,Engineering construction measured in area,6748,22568,0,5564,12581,10627,9585,12894,8010
35,Buri Ram,Swimming pool,47,1484,,222,292,0,0,73,189
35,Buri Ram,Petrol station (Oil/LPG/NGV),,4470,,400,258,314,4987,4234,2909
35,Buri Ram,Harbour,,,,0,0,0,0,0,0
35,Buri Ram,Sport ground,,,,0,0,0,0,1984,0
35,Buri Ram,Car park,5378,13683,0,4299,4852,649,883,83,114
35,Buri Ram,Advertisting board,283,212,0,444,354,305,354,316,1704
35,Buri Ram,Phone Antenna,,,,,,518,763,428,3094
35,Buri Ram,Others,1040,2719,0,199,6825,8841,2598,5776,0
5,Surin,Engineering construction measured in length,10501,25869,84370,34363,21017,11359,12467,25652,15805
5,Surin,Fence / wall,904,2677,3625,13320,11110,3525,2782,10670,2556
5,Surin,Road,815,17673,71312,9989,2787,2314,3400,6277,2606
5,Surin,Bridge,,,,0,0,0,0,0,0
5,Surin,Dam,1490,48,1786,2082,120,4,0,1448,0
5,Surin,Water drain,7247,5035,6547,8972,6872,5516,6285,7257,10366
5,Surin,Others,45,436,1100,0,128,0,0,0,277
5,Surin,Engineering construction measured in area,1227,24568,27069,11637,32295,22674,12024,11723,6327
5,Surin,Swimming pool,,416,271,153,0,1250,60,869,0
5,Surin,Petrol station (Oil/LPG/NGV),,10338,8145,50,17109,314,8720,425,1296
5,Surin,Harbour,,,,0,0,0,0,0,0
5,Surin,Sport ground,,,684,0,903,0,0,0,2646
5,Surin,Car park,,5400,4219,1445,4870,18839,1699,9555,218
5,Surin,Advertisting board,213,210,2399,364,436,852,161,319,0
5,Surin,Phone Antenna,,,,,,844,675,555,2119
5,Surin,Others,1014,8204,11351,9625,8977,575,709,0,48
12,Si Sa Ket,Engineering construction measured in length,621,176,0,459,7202,149,45,50,18
12,Si Sa Ket,Fence / wall,,8,,64,113,149,45,50,18
12,Si Sa Ket,Road,,,,0,0,0,0,0,0
12,Si Sa Ket,Bridge,,,,0,0,0,0,0,0
12,Si Sa Ket,Dam,,,,377,4263,0,0,0,0
12,Si Sa Ket,Water drain,621,92,,18,0,0,0,0,0
12,Si Sa Ket,Others,0,76,0,0,2826,0,0,0,0
12,Si Sa Ket,Engineering construction measured in area,1392,160,0,1833,11085,9637,3986,7588,0
12,Si Sa Ket,Swimming pool,,,,0,114,0,0,0,0
12,Si Sa Ket,Petrol station (Oil/LPG/NGV),201,,,1696,3345,6690,3754,7436,0
12,Si Sa Ket,Harbour,,,,0,0,0,0,0,0
12,Si Sa Ket,Sport ground,,,0,0,0,0,0,0,0
12,Si Sa Ket,Car park,308,,,0,1094,1296,80,0,0
12,Si Sa Ket,Advertisting board,,,0,112,0,35,0,0,0
12,Si Sa Ket,Phone Antenna,,,,,,270,152,146,0
12,Si Sa Ket,Others,883,160,0,25,6532,1346,0,6,0
41,Ubon Ratchathani,Engineering construction measured in length,2484,8505,23571,91747,56648,57679,64510,40038,60126
