province_id,province,Type of Construction,2014,2015,2016,2017,2018,2019,2020,2021,2022
41,Ubon Ratchathani,Fence / wall,1062,6042,953,4000,1840,2096,1150,2725,3464
41,Ubon Ratchathani,Road,,,17347,74065,50727,39116,56581,26554,42905
41,Ubon Ratchathani,Bridge,,,1122,0,343,13130,0,0,1201
41,Ubon Ratchathani,Dam,,,823,5165,0,0,677,693,0
41,Ubon Ratchathani,Water drain,1362,2236,3216,8417,3738,3337,6102,9956,12556
41,Ubon Ratchathani,Others,60,227,110,100,0,0,0,110,0
41,Ubon Ratchathani,Engineering construction measured in area,11449,15889,6176,90506,13306,5473,13301,4315,18987
41,Ubon Ratchathani,Swimming pool,,,,72,1180,32,800,0,236
41,Ubon Ratchathani,Petrol station (Oil/LPG/NGV),53,,18,21760,3091,3838,5148,1730,10451
41,Ubon Ratchathani,Harbour,,,,0,0,0,0,0,0
41,Ubon Ratchathani,Sport ground,3790,,,0,0,0,305,0,0
41,Ubon Ratchathani,Car park,3584,10698,868,2664,2893,1141,5904,1037,4705
41,Ubon Ratchathani,Advertisting board,206,500,132,1168,1902,192,245,416,220
41,Ubon Ratchathani,Phone Antenna,,,,,,212,322,367,2259
41,Ubon Ratchathani,Others,3816,4691,5158,64842,4240,58,577,765,1116
31,Yasothon,Engineering construction measured in length,379,50,,0,54,0,0,1377,148
31,Yasothon,Fence / wall,375,50,,0,0,0,0,1377,148
31,Yasothon,Road,,,,0,0,0,0,0,0
31,Yasothon,Bridge,,,,0,0,0,0,0,0
31,Yasothon,Dam,,,,0,0,0,0,0,0
31,Yasothon,Water drain,,,,0,0,0,0,0,0
31,Yasothon,Others,4,,,0,54,0,0,0,0
31,Yasothon,Engineering construction measured in area,1250,802,,0,0,0,8419,4242,100
31,Yasothon,Swimming pool,,,,0,0,0,0,0,0
31,Yasothon,Petrol station (Oil/LPG/NGV),,769,,0,0,0,2140,0,9
31,Yasothon,Harbour,,,,0,0,0,0,0,0
31,Yasothon,Sport ground,,,,0,0,0,0,0,0
31,Yasothon,Car park,1194,,,0,0,0,155,4175,0
31,Yasothon,Advertisting board,,,,0,0,0,0,0,0
31,Yasothon,Phone Antenna,,,,,,0,0,60,91
31,Yasothon,Others,56,33,,0,0,0,6124,7,0
9,Chaiyaphum,Engineering construction measured in length,,2282,2738,14306,248,1338,1669,1639,1279
9,Chaiyaphum,Fence / wall,,731,481,609,248,674,1509,1639,1279
9,Chaiyaphum,Road,,,1518,12383,0,664,0,0,0
9,Chaiyaphum,Bridge,,,,0,0,0,0,0,0
9,Chaiyaphum,Dam,,,,0,0,0,0,0,0
9,Chaiyaphum,Water drain,,1403,601,1154,0,0,160,0,0
9,Chaiyaphum,Others,,148,138,160,0,0,0,0,0
9,Chaiyaphum,Engineering construction measured in area,861,13577,4730,4641,3768,16,2391,4351,190
9,Chaiyaphum,Swimming pool,,,,0,0,0,0,206,0
9,Chaiyaphum,Petrol station (Oil/LPG/NGV),,700,565,0,748,0,0,1874,0
9,Chaiyaphum,Harbour,,,,0,0,0,0,0,0
9,Chaiyaphum,Sport ground,,,,0,0,0,0,0,0
9,Chaiyaphum,Car park,,11460,3770,1198,0,0,1120,1073,0
9,Chaiyaphum,Advertisting board,15,758,121,20,0,0,58,1139,0
9,Chaiyaphum,Phone Antenna,,,,,,16,745,59,190
9,Chaiyaphum,Others,846,659,274,3423,3020,0,468,0,0
67,Amnat Chareon,Engineering construction measured in length,1704,778,0,1123,1878,673,223,116,0
67,Amnat Chareon,Fence / wall,807,550,0,718,1164,456,223,116,0
67,Amnat Chareon,Road,175,,0,0,0,25,0,0,0
67,Amnat Chareon,Bridge,,,,0,0,0,0,0,0
67,Amnat Chareon,Dam,,,,0,0,0,0,0,0
67,Amnat Chareon,Water drain,482,,0,405,643,192,0,0,0
67,Amnat Chareon,Others,240,228,0,0,71,0,0,0,0
67,Amnat Chareon,Engineering construction measured in area,4888,84,0,40,12012,522,2683,415,106
67,Amnat Chareon,Swimming pool,,,,0,0,0,0,0,0
67,Amnat Chareon,Petrol station (Oil/LPG/NGV),33,,0,0,4502,0,1534,0,0
67,Amnat Chareon,Harbour,,,,0,0,0,0,0,0
67,Amnat Chareon,Sport ground,,,,0,0,0,0,0,0
67,Amnat Chareon,Car park,4612,,0,0,6838,281,0,0,0
67,Amnat Chareon,Advertisting board,48,24,0,40,339,141,18,323,60
67,Amnat Chareon,Phone Antenna,,,,,,100,48,92,46
67,Amnat Chareon,Others,195,60,0,0,333,0,1083,0,0
39,Bueng Kan,Engineering construction measured in length,,88,,42,586,151,1611,0,0
39,Bueng Kan,Fence / wall,210,10,,0,566,151,110,0,0
39,Bueng Kan,Road,,,,0,0,0,176,0,0
39,Bueng Kan,Bridge,,,,0,0,0,0,0,0
39,Bueng Kan,Dam,,78,,0,0,0,0,0,0
39,Bueng Kan,Water drain,,,,0,0,0,1325,0,0
39,Bueng Kan,Others,,,,42,20,0,0,0,0
39,Bueng Kan,Engineering construction measured in area,1621,2416,,1438,3970,6670,62,0,40
39,Bueng Kan,Swimming pool,,,,0,0,0,0,0,0
39,Bueng Kan,Petrol station (Oil/LPG/NGV),,2100,,0,0,5370,0,0,0
39,Bueng Kan,Harbour,,,,0,0,0,0,0,0
39,Bueng Kan,Sport ground,,,,0,3000,0,0,0,0
39,Bueng Kan,Car park,1600,,,0,0,1300,0,0,0
39,Bueng Kan,Advertisting board,21,4,,21,0,0,53,0,40
39,Bueng Kan,Phone Antenna,,,,,,0,9,0,0
39,Bueng Kan,Others,,312,,1417,970,0,0,0,0
3,Nongbua Lamphu,Engineering construction measured in length,574,3430,0,620,558,253,798,517,278
3,Nongbua Lamphu,Fence / wall,334,1647,0,295,450,253,694,517,278
3,Nongbua Lamphu,Road,,1096,,0,0,0,0,0,0
3,Nongbua Lamphu,Bridge,,,,0,0,0,80,0,0
3,Nongbua Lamphu,Dam,,,,0,0,0,0,0,0
3,Nongbua Lamphu,Water drain,180,687,0,325,0,0,24,0,0
3,Nongbua Lamphu,Others,60,,,0,108,0,0,0,0
3,Nongbua Lamphu,Engineering construction measured in area,7584,10025,3032,7464,3073,28411,500,394,439
3,Nongbua Lamphu,Swimming pool,,,,0,70,0,0,0,0
3,Nongbua Lamphu,Petrol station (Oil/LPG/NGV),2756,1335,,3596,64,0,122,64,122
3,Nongbua Lamphu,Harbour,,,,0,0,0,0,0,0
3,Nongbua Lamphu,Sport ground,924,,,0,0,28200,0,0,0
3,Nongbua Lamphu,Car park,28,48,0,3476,131,0,0,144,0
3,Nongbua Lamphu,Advertisting board,25,328,0,392,209,65,14,0,0
3,Nongbua Lamphu,Phone Antenna,,,,,,146,0,74,317
3,Nongbua Lamphu,Others,3851,8314,3032,0,2599,0,364,112,0
15,Khon Kaen,Engineering construction measured in length,75380,29312,509,15585,3411,1868,7114,9677,17350
15,Khon Kaen,Fence / wall,38061,13868,336,7628,3269,1322,3126,4618,6717
15,Khon Kaen,Road,405,,23,2803,0,0,213,0,1514
15,Khon Kaen,Bridge,,,,0,16,0,0,0,0
15,Khon Kaen,Dam,,,,934,6,0,0,0,0
15,Khon Kaen,Water drain,36914,15217,105,4154,120,546,3775,5059,9119
15,Khon Kaen,Others,,227,45,66,0,0,0,0,0
15,Khon Kaen,Engineering construction measured in area,9717,20760,1140,10169,3597,9626,6384,3801,13338
15,Khon Kaen,Swimming pool,824,,0,0,96,0,608,93,91
15,Khon Kaen,Petrol station (Oil/LPG/NGV),,40,0,3482,0,8801,130,129,11156
15,Khon Kaen,Harbour,,,,0,0,0,0,0,0
15,Khon Kaen,Sport ground,,2133,,846,0,0,2496,0,0
15,Khon Kaen,Car park,5467,1834,,3683,495,0,1234,2638,200
15,Khon Kaen,Advertisting board,1650,559,8,300,436,442,753,397,418
15,Khon Kaen,Phone Antenna,,,,,,383,1064,408,1325
15,Khon Kaen,Others,1776,16194,1132,1858,2570,0,99,136,148
23,Udon Thani,Engineering construction measured in length,58858,478,0,88,60019,106,1502,3937,2939
23,Udon Thani,Fence / wall,821,73,0,0,13975,68,0,1183,1287
23,Udon Thani,Road,,,,88,30202,0,1176,1129,0
23,Udon Thani,Bridge,,249,,0,0,0,0,0,718
23,Udon Thani,Dam,,,,0,2000,0,0,75,0
23,Udon Thani,Water drain,57804,156,0,0,13339,38,326,1550,934
23,Udon Thani,Others,233,,,0,503,0,0,0,0
23,Udon Thani,Engineering construction measured in area,36749,161,0,0,7114,0,900,17718,12970
23,Udon Thani,Swimming pool,,,,0,314,0,0,321,17
23,Udon Thani,Petrol station (Oil/LPG/NGV),161,,,0,1152,0,0,0,4056
23,Udon Thani,Harbour,,,,0,0,0,0,0,0
23,Udon Thani,Sport ground,9318,,,0,2726,0,0,0,3558
23,Udon Thani,Car park,15029,,,0,450,0,900,17065,3820
23,Udon Thani,Advertisting board,3564,,0,0,572,0,0,55,464
23,Udon Thani,Phone Antenna,,,,,,0,0,277,61
23,Udon Thani,Others,8677,161,0,0,1900,0,0,0,994
16,Loei,Engineering construction measured in length,1315,602,81,2150,1255,408,0,15468,24
16,Loei,Fence / wall,1315,602,0,769,862,408,0,226,24
16,Loei,Road,,,,1269,393,0,0,15242,0
16,Loei,Bridge,,,,0,0,0,0,0,0
16,Loei,Dam,,,,0,0,0,0,0,0
16,Loei,Water drain,,,,112,0,0,0,0,0
16,Loei,Others,,,81,0,0,0,0,0,0
16,Loei,Engineering construction measured in area,2341,1012,1052,14786,733,654,1060,605,256
16,Loei,Swimming pool,,,,644,0,0,0,325,144
16,Loei,Petrol station (Oil/LPG/NGV),,,,12196,0,0,358,0,64
16,Loei,Harbour,,,,0,0,0,0,0,0
16,Loei,Sport ground,,,,0,0,0,0,0,0
16,Loei,Car park,126,,,94,0,0,0,0,0
16,Loei,Advertisting board,286,456,47,185,63,114,0,192,9
16,Loei,Phone Antenna,,,,,,0,12,0,0
16,Loei,Others,1929,556,1005,1667,670,540,690,88,39
13,Nong Khai,Engineering construction measured in length,1242,1299,0,1043,1536,1963,2519,2515,7189
13,Nong Khai,Fence / wall,1043,691,0,572,1273,639,1473,1903,829
13,Nong Khai,Road,,,,0,0,885,403,0,0
13,Nong Khai,Bridge,,309,0,0,0,0,0,0,0
13,Nong Khai,Dam,,,0,0,0,20,0,0,0
13,Nong Khai,Water drain,199,299,0,471,263,419,643,612,6360
13,Nong Khai,Others,,,,0,0,0,0,0,0
13,Nong Khai,Engineering construction measured in area,1568,6166,605,6138,1329,5638,428,1435,890
13,Nong Khai,Swimming pool,,,,0,0,0,0,100,0
13,Nong Khai,Petrol station (Oil/LPG/NGV),,879,,6138,0,0,428,786,0
13,Nong Khai,Harbour,,,,0,0,0,0,0,0
13,Nong Khai,Sport ground,,,,0,0,0,0,0,0
13,Nong Khai,Car park,710,4204,330,0,50,0,0,184,0
13,Nong Khai,Advertisting board,480,323,0,0,470,2016,0,119,416
13,Nong Khai,Phone Antenna,,,,,,16,0,130,166
13,Nong Khai,Others,378,760,275,0,809,3606,0,116,308
46,Maha Sarakham,Engineering construction measured in length,5678,10316,2530,5144,10498,6467,6260,8222,4777
46,Maha Sarakham,Fence / wall,2066,3350,1026,3517,2880,831,2079,3546,1494
46,Maha Sarakham,Road,269,4253,1467,476,5694,1634,2126,2988,692
46,Maha Sarakham,Bridge,,,,0,0,0,0,0,0
46,Maha Sarakham,Dam,,,,0,0,0,0,0,0
46,Maha Sarakham,Water drain,2065,2507,37,1151,1728,4002,2055,1688,2591
46,Maha Sarakham,Others,1278,206,0,0,196,0,0,0,0
46,Maha Sarakham,Engineering construction measured in area,3583,15240,11838,2964,25575,3525,8828,10937,1494
46,Maha Sarakham,Swimming pool,1536,302,0,0,0,225,0,1768,0
46,Maha Sarakham,Petrol station (Oil/LPG/NGV),,419,,0,10889,117,7275,587,8
46,Maha Sarakham,Harbour,,,,0,0,0,0,0,0
46,Maha Sarakham,Sport ground,,,0,924,0,2072,0,126,0
46,Maha Sarakham,Car park,225,12456,9707,1730,5691,0,880,1370,308
46,Maha Sarakham,Advertisting board,81,247,34,270,670,21,361,110,762
46,Maha Sarakham,Phone Antenna,,,,,,759,312,290,416
46,Maha Sarakham,Others,1741,1816,2097,40,8325,331,0,6686,0
0,Roi Et,Engineering construction measured in length,3340,4632,1096,6786,3182,2053,2709,2499,4383
0,Roi Et,Fence / wall,274,185,190,1253,1114,1144,1905,618,1873
0,Roi Et,Road,1518,761,,3132,1460,362,0,347,1863
0,Roi Et,Bridge,,,,0,0,0,0,0,0
0,Roi Et,Dam,,460,,0,0,0,0,0,0
0,Roi Et,Water drain,1408,3226,906,2401,608,547,804,1534,647
0,Roi Et,Others,140,,,0,0,0,0,0,0
0,Roi Et,Engineering construction measured in area,12879,13256,19622,22203,1578,18258,5028,5801,1910
0,Roi Et,Swimming pool,,,,213,0,619,0,0,0
0,Roi Et,Petrol station (Oil/LPG/NGV),1203,7336,0,9694,391,16290,0,5145,1060
0,Roi Et,Harbour,,,,0,0,0,0,0,0
0,Roi Et,Sport ground,,,6436,1827,0,0,0,0,0
0,Roi Et,Car park,6911,3970,11240,8519,361,150,3524,585,590
0,Roi Et,Advertisting board,342,269,210,657,193,302,543,71,231
0,Roi Et,Phone Antenna,,,,,,150,697,0,29
0,Roi Et,Others,4423,1681,1736,1293,633,747,264,0,0
20,Kalasin,Engineering construction measured in length,3690,567,0,42,1868,5445,10575,6363,6560
20,Kalasin,Fence / wall,478,66,0,0,308,63,2453,284,1319
20,Kalasin,Road,2591,,,0,0,0,1908,0,392
20,Kalasin,Bridge,,,,0,0,0,0,616,0
20,Kalasin,Dam,,,,0,0,0,0,0,0
20,Kalasin,Water drain,585,501,0,0,1560,5382,6214,5463,4849
20,Kalasin,Others,36,,,42,0,0,0,0,0
20,Kalasin,Engineering construction measured in area,3298,2518,0,14740,4933,7406,6480,9842,4361
20,Kalasin,Swimming pool,,,0,0,0,128,332,200,0
20,Kalasin,Petrol station (Oil/LPG/NGV),,2191,0,1055,2620,0,283,3174,1897
20,Kalasin,Harbour,,,,0,0,0,0,0,0
20,Kalasin,Sport ground,1558,,,0,0,1623,0,2078,0
20,Kalasin,Car park,933,188,0,13465,0,3303,4759,2225,1286
20,Kalasin,Advertisting board,,40,0,147,671,2152,1006,180,379
20,Kalasin,Phone Antenna,,,,,,200,100,33,68
20,Kalasin,Others,807,99,0,73,1642,0,0,1952,731
24,Sakon Nakhon,Engineering construction measured in length,6494,1491,0,3175,3836,2184,4216,4319,8801
24,Sakon Nakhon,Fence / wall,3803,1322,0,1524,573,1259,1020,1159,2351
24,Sakon Nakhon,Road,256,,,0,960,0,720,0,0
24,Sakon Nakhon,Bridge,126,,,70,0,0,240,105,0
24,Sakon Nakhon,Dam,,,,176,80,0,0,90,411
24,Sakon Nakhon,Water drain,2263,147,0,1325,2223,925,2236,2965,5977
24,Sakon Nakhon,Others,46,22,,80,0,0,0,0,62
24,Sakon Nakhon,Engineering construction measured in area,3272,3405,0,26858,37990,1682,3009,17074,13154
24,Sakon Nakhon,Swimming pool,230,,,3461,0,147,431,263,0
24,Sakon Nakhon,Petrol station (Oil/LPG/NGV),,1053,,17254,30838,1027,1566,0,7444
24,Sakon Nakhon,Harbour,,,,0,0,0,0,0,0
24,Sakon Nakhon,Sport ground,,994,,0,0,0,120,188,0
24,Sakon Nakhon,Car park,310,278,0,5846,132,27,125,13463,5296
24,Sakon Nakhon,Advertisting board,1901,763,0,297,687,282,297,134,207
24,Sakon Nakhon,Phone Antenna,,,,,,35,420,294,99
24,Sakon Nakhon,Others,831,317,,0,6333,164,50,2732,108
72,Nakhon Phanom,Engineering construction measured in length,543,2985,0,163,2472,279,511,1925,1866
72,Nakhon Phanom,Fence / wall,473,1062,0,163,1139,279,478,1655,1554
72,Nakhon Phanom,Road,,1095,,0,657,0,0,0,312
72,Nakhon Phanom,Bridge,,,,0,0,0,33,0,0
72,Nakhon Phanom,Dam,,,,0,0,0,0,250,0
72,Nakhon Phanom,Water drain,,639,0,0,676,0,0,20,0
72,Nakhon Phanom,Others,70,189,0,0,0,0,0,0,0
72,Nakhon Phanom,Engineering construction measured in area,2147,10476,0,1987,36521,7400,70084,2681,1423
72,Nakhon Phanom,Swimming pool,,,,0,244,88,0,0,0
72,Nakhon Phanom,Petrol station (Oil/LPG/NGV),1464,7254,0,1631,27728,6879,563,1111,977
72,Nakhon Phanom,Harbour,,,,0,0,0,0,0,0
72,Nakhon Phanom,Sport ground,,,,0,0,0,0,0,0
72,Nakhon Phanom,Car park,23,324,0,0,2438,188,3806,0,360
72,Nakhon Phanom,Advertisting board,247,366,0,2,52,72,124,1250,5
72,Nakhon Phanom,Phone Antenna,,,,,,158,80,224,81
72,Nakhon Phanom,Others,413,2532,0,354,6059,15,65511,96,0
61,Mukdahan,Engineering construction measured in length,,,0,119,0,0,563,0,1220
61,Mukdahan,Fence / wall,,,,119,0,0,563,0,1220
61,Mukdahan,Road,,,0,0,0,0,0,0,0
61,Mukdahan,Bridge,,,,0,0,0,0,0,0
61,Mukdahan,Dam,,,,0,0,0,0,0,0
61,Mukdahan,Water drain,,,,0,0,0,0,0,0
61,Mukdahan,Others,,,,0,0,0,0,0,0
61,Mukdahan,Engineering construction measured in area,2664,651,0,1042,3183,102,60,440,432
61,Mukdahan,Swimming pool,,,,0,0,0,0,0,0
61,Mukdahan,Petrol station (Oil/LPG/NGV),1765,,0,0,1680,0,0,440,96
61,Mukdahan,Harbour,,,,0,0,0,0,0,0
61,Mukdahan,Sport ground,,,,879,0,0,0,0,0
61,Mukdahan,Car park,25,,,0,0,0,0,0,0
61,Mukdahan,Advertisting board,,69,0,59,466,20,27,0,0
61,Mukdahan,Phone Antenna,,,,,,82,33,0,336
61,Mukdahan,Others,874,582,0,104,1037,0,0,0,0
59,Nakhon Si Thammarat,Engineering construction measured in length,1348,13726,14459,23950,9611,13011,28464,11960,29744
59,Nakhon Si Thammarat,Fence / wall,94,3096,3209,1028,3823,2229,3019,3695,5076
59,Nakhon Si Thammarat,Road,,2491,7790,10324,1760,2074,5604,998,16421
59,Nakhon Si Thammarat,Bridge,,1747,178,0,0,0,400,120,192
59,Nakhon Si Thammarat,Dam,,144,1575,6966,84,50,604,74,0
59,Nakhon Si Thammarat,Water drain,1254,6155,1707,4407,3849,8658,18837,7073,8055
59,Nakhon Si Thammarat,Others,0,93,,1225,95,0,0,0,0
59,Nakhon Si Thammarat,Engineering construction measured in area,9272,31024,45681,37508,40213,38049,43133,32831,23077
59,Nakhon Si Thammarat,Swimming pool,,164,0,0,337,56,80,577,3601
59,Nakhon Si Thammarat,Petrol station (Oil/LPG/NGV),740,12497,18834,19083,17271,19285,17522,20744,2550
59,Nakhon Si Thammarat,Harbour,,,,0,187,0,0,0,266
59,Nakhon Si Thammarat,Sport ground,1935,,,924,612,0,0,180,740
59,Nakhon Si Thammarat,Car park,2346,2324,21124,3467,13975,15585,19172,4995,10222
59,Nakhon Si Thammarat,Advertisting board,399,534,10,243,517,1182,1941,3546,3029
59,Nakhon Si Thammarat,Phone Antenna,,,,,,1520,3227,1395,790
59,Nakhon Si Thammarat,Others,3852,15505,5713,13791,7314,421,1191,1394,1879
63,Krabi,Engineering construction measured in length,2284,2707,510,4735,5595,15324,1188,633,1110
63,Krabi,Fence / wall,490,1743,287,1849,962,1899,1102,633,887
63,Krabi,Road,,,,2724,3820,3980,0,0,187
63,Krabi,Bridge,72,,,0,100,0,0,0,0
63,Krabi,Dam,1315,,,0,713,9445,0,0,0
63,Krabi,Water drain,24,329,140,49,0,0,86,0,24
63,Krabi,Others,383,635,83,113,0,0,0,0,12
63,Krabi,Engineering construction measured in area,21107,17866,8977,14983,23223,22113,29568,7352,5935
63,Krabi,Swimming pool,1679,2921,1770,702,1318,1258,1657,881,2368
63,Krabi,Petrol station (Oil/LPG/NGV),1840,2104,2042,4689,12070,17123,10173,3162,1253
63,Krabi,Harbour,2654,,,0,0,0,0,0,0
63,Krabi,Sport ground,1086,,726,4304,2022,1050,3675,0,0
63,Krabi,Car park,6012,2348,1919,2302,4710,1131,6180,334,611
63,Krabi,Advertisting board,736,221,96,297,199,208,440,95,192
63,Krabi,Phone Antenna,,,,,,281,1286,563,667
63,Krabi,Others,7100,10272,2424,2689,2904,1062,6157,2317,844
56,Phangnga,Engineering construction measured in length,340,259,1086,562,986,2277,4076,1086,3111
56,Phangnga,Fence / wall,,79,543,0,355,1262,0,249,754
56,Phangnga,Road,273,,495,360,400,612,3585,249,997
56,Phangnga,Bridge,67,180,,202,0,30,213,193,1156
56,Phangnga,Dam,,,,0,76,0,278,325,0
56,Phangnga,Water drain,,,,0,155,373,0,70,204
56,Phangnga,Others,,,48,0,0,0,0,0,0
56,Phangnga,Engineering construction measured in area,,3298,47,4432,13549,9003,3143,3500,13079
56,Phangnga,Swimming pool,,,,3164,1921,269,745,1328,893
56,Phangnga,Petrol station (Oil/LPG/NGV),,1392,,0,6762,5436,78,1143,168
56,Phangnga,Harbour,,990,,0,0,0,0,0,0
56,Phangnga,Sport ground,,,,0,0,40,1427,0,448
56,Phangnga,Car park,,,,545,2350,1685,605,729,10867
56,Phangnga,Advertisting board,,350,47,0,339,72,138,3,33
56,Phangnga,Phone Antenna,,,,,,81,150,257,122
56,Phangnga,Others,,566,,723,2177,1420,0,40,548
44,Phuket,Engineering construction measured in length,21866,23707,15284,21301,53650,22769,43291,13995,18252
44,Phuket,Fence / wall,13220,16048,1746,7888,8891,16157,11005,5894,7185
44,Phuket,Road,6715,2505,500,5404,29678,1897,2827,6457,4119
44,Phuket,Bridge,234,467,28,1373,1685,231,1311,623,267
44,Phuket,Dam,257,150,3110,1497,1225,69,94,865,55
44,Phuket,Water drain,630,4339,9900,5054,12122,4059,27997,156,6626
44,Phuket,Others,810,198,0,85,49,356,57,0,0
44,Phuket,Engineering construction measured in area,37145,56110,14452,39426,102809,58064,50494,42245,211571
44,Phuket,Swimming pool,6482,8731,5737,21738,20485,24019,25723,15859,47500
44,Phuket,Petrol station (Oil/LPG/NGV),3057,,,0,3012,5559,3418,1562,0
44,Phuket,Harbour,968,41,36,0,0,24,0,0,0
44,Phuket,Sport ground,,,,164,10220,4850,1530,7743,10479
44,Phuket,Car park,18995,44149,7683,7498,64610,19093,10979,13680,145846
44,Phuket,Advertisting board,2328,1789,492,3433,2045,2369,2961,1212,5978
44,Phuket,Phone Antenna,,,,,,556,493,216,243
44,Phuket,Others,5315,1400,504,6593,2437,1594,5390,1973,1525
11,Surat Thani,Engineering construction measured in length,5576,9621,3128,900,0,451,11007,7566,13172
11,Surat Thani,Fence / wall,1387,3621,0,0,0,263,2966,2929,2956
11,Surat Thani,Road,979,,1381,900,0,0,4050,1665,2070
11,Surat Thani,Bridge,,133,,0,0,0,0,600,0
11,Surat Thani,Dam,,,1181,0,0,0,0,0,0
11,Surat Thani,Water drain,3210,5867,566,0,0,188,3991,2372,8146
11,Surat Thani,Others,,,,0,0,0,0,0,0
11,Surat Thani,Engineering construction measured in area,24800,19428,6612,0,603,5285,33332,20800,24423
11,Surat Thani,Swimming pool,1010,1617,0,0,0,521,6932,11685,6057
11,Surat Thani,Petrol station (Oil/LPG/NGV),10492,2668,3478,0,0,2575,15834,411,994
11,Surat Thani,Harbour,,,,0,0,0,0,0,50
11,Surat Thani,Sport ground,,5000,0,0,84,1700,522,1851,0
11,Surat Thani,Car park,,4534,0,0,278,0,5744,6020,6020
11,Surat Thani,Advertisting board,1314,993,138,0,241,113,285,158,90
11,Surat Thani,Phone Antenna,,,,,,62,1239,597,5598
11,Surat Thani,Others,11984,4616,2996,0,0,314,2776,78,5614
22,Ranong,Engineering construction measured in length,24,272,1437,158,264,357,848,183,70
22,Ranong,Fence / wall,24,229,253,0,252,357,552,183,22
22,Ranong,Road,,,1184,158,0,0,296,0,0
22,Ranong,Bridge,,,,0,0,0,0,0,48
22,Ranong,Dam,,,,0,0,0,0,0,0
22,Ranong,Water drain,,,,0,12,0,0,0,0
22,Ranong,Others,,43,,0,0,0,0,0,0
22,Ranong,Engineering construction measured in area,631,2593,425,1810,18746,14507,1047,2005,1937
22,Ranong,Swimming pool,,,,0,0,895,0,0,0
22,Ranong,Petrol station (Oil/LPG/NGV),,568,,0,17026,12749,599,1695,0
22,Ranong,Harbour,,,,0,0,0,0,0,0
22,Ranong,Sport ground,,600,,625,840,0,0,0,0
22,Ranong,Car park,236,880,,0,147,0,0,156,1442
22,Ranong,Advertisting board,21,,0,8,65,120,0,0,0
22,Ranong,Phone Antenna,,,,,,595,385,154,438
22,Ranong,Others,374,545,425,1177,668,148,63,0,57
19,Chumphon,Engineering construction measured in length,5758,1430,984,630,1253,2341,2580,1518,2613
19,Chumphon,Fence / wall,320,910,422,499,572,206,2042,892,1046
19,Chumphon,Road,3270,,0,36,650,2135,0,0,609
19,Chumphon,Bridge,,,,0,0,0,0,0,0
19,Chumphon,Dam,,,493,22,0,0,112,0,0
19,Chumphon,Water drain,1050,155,,23,11,0,426,626,958
19,Chumphon,Others,1118,365,69,50,20,0,0,0,0
19,Chumphon,Engineering construction measured in area,22249,15354,2372,22429,13835,15432,3258,49056,5632
19,Chumphon,Swimming pool,1153,,,0,781,2257,0,112,0
19,Chumphon,Petrol station (Oil/LPG/NGV),15872,2568,0,5399,5624,6027,1971,1260,600
19,Chumphon,Harbour,,967,0,0,0,0,0,0,0
19,Chumphon,Sport ground,,,,0,0,0,0,0,0
19,Chumphon,Car park,,3548,210,9396,1338,629,392,294,1097
19,Chumphon,Advertisting board,206,282,938,66,324,694,231,68,1140
19,Chumphon,Phone Antenna,,,,,,664,595,564,225
19,Chumphon,Others,5018,7989,1224,7568,5768,5161,69,46758,2570
43,Songkhla,Engineering construction measured in length,6747,5042,2051,16694,20545,10724,5419,2584,6152
43,Songkhla,Fence / wall,790,987,688,3862,6419,4898,1014,500,2551
43,Songkhla,Road,2518,283,0,2615,8727,2580,1463,631,765
43,Songkhla,Bridge,,,88,0,0,211,0,0,0
43,Songkhla,Dam,,,0,5075,251,0,293,0,479
43,Songkhla,Water drain,3267,3551,1275,5015,5148,3035,2649,1453,2357
43,Songkhla,Others,172,221,0,127,0,0,0,0,0
43,Songkhla,Engineering construction measured in area,213573,56096,22456,27521,68081,40962,20982,12337,12781
43,Songkhla,Swimming pool,,540,0,342,638,1412,0,27,0
43,Songkhla,Petrol station (Oil/LPG/NGV),25,21380,3737,5262,18119,5068,14733,11656,3610
43,Songkhla,Harbour,,835,0,0,0,0,0,0,22
43,Songkhla,Sport ground,992,7975,0,0,17896,960,0,0,3589
43,Songkhla,Car park,4442,8434,4651,11251,17993,9278,3321,115,4226
43,Songkhla,Advertisting board,752,1473,213,1206,1442,192,2409,260,912
43,Songkhla,Phone Antenna,,,,,,1452,519,279,422
43,Songkhla,Others,207362,15459,13855,9460,11993,22600,0,0,0
76,Satun,Engineering construction measured in length,6670,8810,1485,442,31,765,219,534,168
76,Satun,Fence / wall,514,,450,407,31,515,219,534,168
76,Satun,Road,4755,7610,1035,0,0,0,0,0,0
76,Satun,Bridge,,,,35,0,250,0,0,0
76,Satun,Dam,,,,0,0,0,0,0,0
76,Satun,Water drain,1120,1200,,0,0,0,0,0,0
76,Satun,Others,281,,,0,0,0,0,0,0
76,Satun,Engineering construction measured in area,176,4268,1022,2170,13547,20111,3518,7741,9777
76,Satun,Swimming pool,,,,0,661,88,0,0,0
76,Satun,Petrol station (Oil/LPG/NGV),,,0,693,6358,2036,2263,0,0
76,Satun,Harbour,,,,0,0,0,0,0,0
76,Satun,Sport ground,,3059,,0,4482,0,0,0,9172
76,Satun,Car park,,,,0,0,17124,838,6355,0
76,Satun,Advertisting board,60,,0,488,12,333,0,857,3
76,Satun,Phone Antenna,,,,,,505,417,529,297
76,Satun,Others,116,1209,1022,989,2034,25,0,0,305
