id,region,province,district,year,district_meansol
24,NE,Sakon Nakhon,Akat Amnuai,2014,0.100137558
24,NE,Sakon Nakhon,Akat Amnuai,2015,0.127155005
24,NE,Sakon Nakhon,Akat Amnuai,2016,0.122138214
24,NE,Sakon Nakhon,Akat Amnuai,2017,0.21444102
24,NE,Sakon Nakhon,Akat Amnuai,2018,0.238681377
24,NE,Sakon Nakhon,Akat Amnuai,2019,0.224758909
24,NE,Sakon Nakhon,Akat Amnuai,2020,0.288592621
24,NE,Sakon Nakhon,Akat Amnuai,2021,0.357077834
50,WE,Samut Songkhram,Amphawa,2014,1.436239449
50,WE,Samut Songkhram,Amphawa,2015,1.654438977
50,WE,Samut Songkhram,Amphawa,2016,1.78767992
50,WE,Samut Songkhram,Amphawa,2017,2.325210516
50,WE,Samut Songkhram,Amphawa,2018,3.005310152
50,WE,Samut Songkhram,Amphawa,2019,3.183497215
50,WE,Samut Songkhram,Amphawa,2020,3.344163257
50,WE,Samut Songkhram,Amphawa,2021,3.516894689
31,NE,Yasothon,Amphoe Muang Yasothon,2014,0.743148277
31,NE,Yasothon,Amphoe Muang Yasothon,2015,0.813719968
31,NE,Yasothon,Amphoe Muang Yasothon,2016,0.771032509
31,NE,Yasothon,Amphoe Muang Yasothon,2017,0.938344965
31,NE,Yasothon,Amphoe Muang Yasothon,2018,0.941166084
31,NE,Yasothon,Amphoe Muang Yasothon,2019,0.978941305
31,NE,Yasothon,Amphoe Muang Yasothon,2020,1.065532253
31,NE,Yasothon,Amphoe Muang Yasothon,2021,1.376145382
31,NE,Yasothon,Amphoe Sai Mun,2014,0.131328807
31,NE,Yasothon,Amphoe Sai Mun,2015,0.161741527
31,NE,Yasothon,Amphoe Sai Mun,2016,0.134406329
31,NE,Yasothon,Amphoe Sai Mun,2017,0.241680249
31,NE,Yasothon,Amphoe Sai Mun,2018,0.260913125
31,NE,Yasothon,Amphoe Sai Mun,2019,0.246941907
31,NE,Yasothon,Amphoe Sai Mun,2020,0.324750751
31,NE,Yasothon,Amphoe Sai Mun,2021,0.383481352
63,SO,Krabi,Ao Luk,2014,0.237529048
63,SO,Krabi,Ao Luk,2015,0.233630508
63,SO,Krabi,Ao Luk,2016,0.242780717
63,SO,Krabi,Ao Luk,2017,0.416366427
63,SO,Krabi,Ao Luk,2018,0.491410384
63,SO,Krabi,Ao Luk,2019,0.544373617
63,SO,Krabi,Ao Luk,2020,0.644472532
63,SO,Krabi,Ao Luk,2021,0.705468268
75,EA,Sa Kaew,Aranyaprathet,2014,0.441882716
75,EA,Sa Kaew,Aranyaprathet,2015,0.529075158
75,EA,Sa Kaew,Aranyaprathet,2016,0.610318651
75,EA,Sa Kaew,Aranyaprathet,2017,0.781684615
75,EA,Sa Kaew,Aranyaprathet,2018,1.122054435
75,EA,Sa Kaew,Aranyaprathet,2019,1.287144921
75,EA,Sa Kaew,Aranyaprathet,2020,1.085981125
75,EA,Sa Kaew,Aranyaprathet,2021,1.343906274
0,NE,Roi Et,At Samat,2014,0.163665374
0,NE,Roi Et,At Samat,2015,0.203893155
0,NE,Roi Et,At Samat,2016,0.196835842
0,NE,Roi Et,At Samat,2017,0.355429661
0,NE,Roi Et,At Samat,2018,0.36259005
0,NE,Roi Et,At Samat,2019,0.354648372
0,NE,Roi Et,At Samat,2020,0.433067726
0,NE,Roi Et,At Samat,2021,0.494945255
40,SO,Narathiwat,Bacho,2014,0.522651088
40,SO,Narathiwat,Bacho,2015,0.600094834
40,SO,Narathiwat,Bacho,2016,0.592080007
40,SO,Narathiwat,Bacho,2017,0.715023979
40,SO,Narathiwat,Bacho,2018,0.837849645
40,SO,Narathiwat,Bacho,2019,0.809575172
40,SO,Narathiwat,Bacho,2020,0.934231479
40,SO,Narathiwat,Bacho,2021,1.170413165
9,NE,Chaiyaphum,Bamnet Narong,2014,0.353978484
9,NE,Chaiyaphum,Bamnet Narong,2015,0.407525643
9,NE,Chaiyaphum,Bamnet Narong,2016,0.389487407
9,NE,Chaiyaphum,Bamnet Narong,2017,0.488612505
9,NE,Chaiyaphum,Bamnet Narong,2018,0.485260227
9,NE,Chaiyaphum,Bamnet Narong,2019,0.459502451
9,NE,Chaiyaphum,Bamnet Narong,2020,0.52333162
9,NE,Chaiyaphum,Bamnet Narong,2021,0.595250848
64,EA,Chon Buri,Ban Bung,2014,2.111910869
64,EA,Chon Buri,Ban Bung,2015,2.24565256
64,EA,Chon Buri,Ban Bung,2016,2.350942792
64,EA,Chon Buri,Ban Bung,2017,2.62036385
64,EA,Chon Buri,Ban Bung,2018,2.688433135
64,EA,Chon Buri,Ban Bung,2019,2.831214657
64,EA,Chon Buri,Ban Bung,2020,3.074266539
64,EA,Chon Buri,Ban Bung,2021,3.533882484
51,EA,Rayong,Ban Chang,2014,7.308202641
51,EA,Rayong,Ban Chang,2015,7.160470837
51,EA,Rayong,Ban Chang,2016,7.833407981
51,EA,Rayong,Ban Chang,2017,8.900230295
51,EA,Rayong,Ban Chang,2018,9.592466895
51,EA,Rayong,Ban Chang,2019,10.846004
51,EA,Rayong,Ban Chang,2020,11.77371135
51,EA,Rayong,Ban Chang,2021,13.31987726
7,NO,Sukhothai,Ban Dan Lan Hoi,2014,0.075761208
7,NO,Sukhothai,Ban Dan Lan Hoi,2015,0.099562022
7,NO,Sukhothai,Ban Dan Lan Hoi,2016,0.086594484
7,NO,Sukhothai,Ban Dan Lan Hoi,2017,0.118973924
7,NO,Sukhothai,Ban Dan Lan Hoi,2018,0.123530228
7,NO,Sukhothai,Ban Dan Lan Hoi,2019,0.134056494
7,NO,Sukhothai,Ban Dan Lan Hoi,2020,0.148439496
7,NO,Sukhothai,Ban Dan Lan Hoi,2021,0.159320482
23,NE,Udon Thani,Ban Dung,2014,0.133432181
23,NE,Udon Thani,Ban Dung,2015,0.143199735
23,NE,Udon Thani,Ban Dung,2016,0.145211784
23,NE,Udon Thani,Ban Dung,2017,0.242840106
23,NE,Udon Thani,Ban Dung,2018,0.279353518
23,NE,Udon Thani,Ban Dung,2019,0.293250096
23,NE,Udon Thani,Ban Dung,2020,0.351754331
23,NE,Udon Thani,Ban Dung,2021,0.379034941
15,NE,Khon Kaen,Ban Fang,2014,0.359025472
15,NE,Khon Kaen,Ban Fang,2015,0.468411544
15,NE,Khon Kaen,Ban Fang,2016,0.447076485
15,NE,Khon Kaen,Ban Fang,2017,0.540484348
15,NE,Khon Kaen,Ban Fang,2018,0.583832862
15,NE,Khon Kaen,Ban Fang,2019,0.602314443
15,NE,Khon Kaen,Ban Fang,2020,0.689797811
15,NE,Khon Kaen,Ban Fang,2021,0.735580134
28,NO,Lamphun,Ban Hong,2014,0.250741444
28,NO,Lamphun,Ban Hong,2015,0.338607341
28,NO,Lamphun,Ban Hong,2016,0.345790257
28,NO,Lamphun,Ban Hong,2017,0.442280237
28,NO,Lamphun,Ban Hong,2018,0.444023478
28,NO,Lamphun,Ban Hong,2019,0.452943223
28,NO,Lamphun,Ban Hong,2020,0.491159376
28,NO,Lamphun,Ban Hong,2021,0.535675704
51,EA,Rayong,Ban Khai,2014,2.001044594
51,EA,Rayong,Ban Khai,2015,2.224838941
51,EA,Rayong,Ban Khai,2016,2.261238084
51,EA,Rayong,Ban Khai,2017,2.413923995
51,EA,Rayong,Ban Khai,2018,2.714354621
51,EA,Rayong,Ban Khai,2019,2.811780213
51,EA,Rayong,Ban Khai,2020,3.105864355
51,EA,Rayong,Ban Khai,2021,3.769306361
34,NO,Uttaradit,Ban Khok,2014,0.029928243
34,NO,Uttaradit,Ban Khok,2015,0.029134797
34,NO,Uttaradit,Ban Khok,2016,0.036187945
34,NO,Uttaradit,Ban Khok,2017,0.060731497
34,NO,Uttaradit,Ban Khok,2018,0.065303433
34,NO,Uttaradit,Ban Khok,2019,0.0747531
34,NO,Uttaradit,Ban Khok,2020,0.073041879
34,NO,Uttaradit,Ban Khok,2021,0.081995593
9,NE,Chaiyaphum,Ban Khwao,2014,0.176188448
9,NE,Chaiyaphum,Ban Khwao,2015,0.206358363
9,NE,Chaiyaphum,Ban Khwao,2016,0.203278947
9,NE,Chaiyaphum,Ban Khwao,2017,0.267466453
9,NE,Chaiyaphum,Ban Khwao,2018,0.310000255
9,NE,Chaiyaphum,Ban Khwao,2019,0.329475589
9,NE,Chaiyaphum,Ban Khwao,2020,0.368752703
9,NE,Chaiyaphum,Ban Khwao,2021,0.399522336
35,NE,Buri Ram,Ban Kruat,2014,0.115669771
35,NE,Buri Ram,Ban Kruat,2015,0.126390606
35,NE,Buri Ram,Ban Kruat,2016,0.137996031
35,NE,Buri Ram,Ban Kruat,2017,0.219148557
35,NE,Buri Ram,Ban Kruat,2018,0.220207556
35,NE,Buri Ram,Ban Kruat,2019,0.24916415
35,NE,Buri Ram,Ban Kruat,2020,0.276493167
35,NE,Buri Ram,Ban Kruat,2021,0.355306669
8,WE,Phetchaburi,Ban Laem,2014,2.072904102
8,WE,Phetchaburi,Ban Laem,2015,2.318472117
8,WE,Phetchaburi,Ban Laem,2016,2.265757705
8,WE,Phetchaburi,Ban Laem,2017,2.373049068
8,WE,Phetchaburi,Ban Laem,2018,2.590912516
8,WE,Phetchaburi,Ban Laem,2019,2.53933166
8,WE,Phetchaburi,Ban Laem,2020,2.854519406
8,WE,Phetchaburi,Ban Laem,2021,2.884535007
8,WE,Phetchaburi,Ban Lat,2014,1.504875552
8,WE,Phetchaburi,Ban Lat,2015,1.741020587
8,WE,Phetchaburi,Ban Lat,2016,1.92058424
8,WE,Phetchaburi,Ban Lat,2017,2.087422961
8,WE,Phetchaburi,Ban Lat,2018,2.171040556
8,WE,Phetchaburi,Ban Lat,2019,2.254633992
8,WE,Phetchaburi,Ban Lat,2020,2.325207867
8,WE,Phetchaburi,Ban Lat,2021,2.387357664
6,NE,Nakhon Ratchasima,Ban Luam,2014,0.096209576
6,NE,Nakhon Ratchasima,Ban Luam,2015,0.109618109
6,NE,Nakhon Ratchasima,Ban Luam,2016,0.121355122
6,NE,Nakhon Ratchasima,Ban Luam,2017,0.173141634
6,NE,Nakhon Ratchasima,Ban Luam,2018,0.187129001
6,NE,Nakhon Ratchasima,Ban Luam,2019,0.195993532
6,NE,Nakhon Ratchasima,Ban Luam,2020,0.205492366
6,NE,Nakhon Ratchasima,Ban Luam,2021,0.20928519
70,NO,Nan,Ban Luang,2014,0.043445744
70,NO,Nan,Ban Luang,2015,0.048219782
70,NO,Nan,Ban Luang,2016,0.035420905
70,NO,Nan,Ban Luang,2017,0.050190907
70,NO,Nan,Ban Luang,2018,0.05209541
70,NO,Nan,Ban Luang,2019,0.051903307
70,NO,Nan,Ban Luang,2020,0.06013829
70,NO,Nan,Ban Luang,2021,0.066281575
35,NE,Buri Ram,Ban Mai Chai Pho,2014,0.243096073
35,NE,Buri Ram,Ban Mai Chai Pho,2015,0.273639723
35,NE,Buri Ram,Ban Mai Chai Pho,2016,0.241214161
35,NE,Buri Ram,Ban Mai Chai Pho,2017,0.353985889
35,NE,Buri Ram,Ban Mai Chai Pho,2018,0.33167281
35,NE,Buri Ram,Ban Mai Chai Pho,2019,0.396003735
35,NE,Buri Ram,Ban Mai Chai Pho,2020,0.789906609
35,NE,Buri Ram,Ban Mai Chai Pho,2021,0.869967974
62,CE,Lop Buri,Ban Mi,2014,0.308206084
62,CE,Lop Buri,Ban Mi,2015,0.364025026
62,CE,Lop Buri,Ban Mi,2016,0.354397942
62,CE,Lop Buri,Ban Mi,2017,0.497489499
62,CE,Lop Buri,Ban Mi,2018,0.470507573
62,CE,Lop Buri,Ban Mi,2019,0.484118834
62,CE,Lop Buri,Ban Mi,2020,0.560269454
62,CE,Lop Buri,Ban Mi,2021,0.590407775
17,CE,Saraburi,Ban Mo,2014,2.491260835
17,CE,Saraburi,Ban Mo,2015,2.562058698
17,CE,Saraburi,Ban Mo,2016,2.594497927
17,CE,Saraburi,Ban Mo,2017,2.797649692
17,CE,Saraburi,Ban Mo,2018,2.836214821
17,CE,Saraburi,Ban Mo,2019,2.987028819
17,CE,Saraburi,Ban Mo,2020,3.101428087
17,CE,Saraburi,Ban Mo,2021,3.226739495
24,NE,Sakon Nakhon,Ban Muang,2014,0.063282876
24,NE,Sakon Nakhon,Ban Muang,2015,0.073458243
24,NE,Sakon Nakhon,Ban Muang,2016,0.069087471
24,NE,Sakon Nakhon,Ban Muang,2017,0.140785889
24,NE,Sakon Nakhon,Ban Muang,2018,0.136396066
24,NE,Sakon Nakhon,Ban Muang,2019,0.138980293
24,NE,Sakon Nakhon,Ban Muang,2020,0.175965374
24,NE,Sakon Nakhon,Ban Muang,2021,0.2597181
60,EA,Nakhon Nayok,Ban Na,2014,0.918191992
60,EA,Nakhon Nayok,Ban Na,2015,1.067506319
60,EA,Nakhon Nayok,Ban Na,2016,1.15768119
60,EA,Nakhon Nayok,Ban Na,2017,1.463389836
60,EA,Nakhon Nayok,Ban Na,2018,1.528980057
60,EA,Nakhon Nayok,Ban Na,2019,1.611279125
60,EA,Nakhon Nayok,Ban Na,2020,1.701453895
60,EA,Nakhon Nayok,Ban Na,2021,1.788454311
11,SO,Surat Thani,Ban Na Doem,2014,0.447857209
11,SO,Surat Thani,Ban Na Doem,2015,0.497618934
11,SO,Surat Thani,Ban Na Doem,2016,0.589262232
11,SO,Surat Thani,Ban Na Doem,2017,0.696162456
11,SO,Surat Thani,Ban Na Doem,2018,0.711883266
11,SO,Surat Thani,Ban Na Doem,2019,0.825984224
11,SO,Surat Thani,Ban Na Doem,2020,0.85313008
11,SO,Surat Thani,Ban Na Doem,2021,0.83433515
11,SO,Surat Thani,Ban Na San,2014,0.277559182
11,SO,Surat Thani,Ban Na San,2015,0.280873867
11,SO,Surat Thani,Ban Na San,2016,0.291345686
11,SO,Surat Thani,Ban Na San,2017,0.3581053
11,SO,Surat Thani,Ban Na San,2018,0.356487224
11,SO,Surat Thani,Ban Na San,2019,0.338611189
11,SO,Surat Thani,Ban Na San,2020,0.424412126
11,SO,Surat Thani,Ban Na San,2021,0.410621397
72,NE,Nakhon Phanom,Ban Phaeng,2014,0.201548953
72,NE,Nakhon Phanom,Ban Phaeng,2015,0.215419224
72,NE,Nakhon Phanom,Ban Phaeng,2016,0.254139585
72,NE,Nakhon Phanom,Ban Phaeng,2017,0.400465875
72,NE,Nakhon Phanom,Ban Phaeng,2018,0.376165034
72,NE,Nakhon Phanom,Ban Phaeng,2019,0.352652568
72,NE,Nakhon Phanom,Ban Phaeng,2020,0.45213596
72,NE,Nakhon Phanom,Ban Phaeng,2021,0.555645685
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2014,1.970276322
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2015,2.130659428
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2016,2.169942213
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2017,2.429497558
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2018,2.585686225
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2019,2.745724842
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2020,3.041910047
68,BKK&VIC,Samut Sakhon,Ban Phaeo,2021,3.178298159
15,NE,Khon Kaen,Ban Phai,2014,0.610535203
15,NE,Khon Kaen,Ban Phai,2015,0.67529492
15,NE,Khon Kaen,Ban Phai,2016,0.721501132
15,NE,Khon Kaen,Ban Phai,2017,0.955578643
15,NE,Khon Kaen,Ban Phai,2018,0.990553136
15,NE,Khon Kaen,Ban Phai,2019,1.004535105
15,NE,Khon Kaen,Ban Phai,2020,1.087807684
15,NE,Khon Kaen,Ban Phai,2021,1.254034166
4,EA,Chachoengsao,Ban Pho,2014,2.562893778
4,EA,Chachoengsao,Ban Pho,2015,2.988116167
4,EA,Chachoengsao,Ban Pho,2016,3.11977203
4,EA,Chachoengsao,Ban Pho,2017,3.382216152
4,EA,Chachoengsao,Ban Pho,2018,3.27413317
4,EA,Chachoengsao,Ban Pho,2019,3.593466547
4,EA,Chachoengsao,Ban Pho,2020,3.883609525
4,EA,Chachoengsao,Ban Pho,2021,4.626089796
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2014,1.087587825
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2015,1.209438043
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2016,1.353936707
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2017,1.347997703
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2018,1.232416512
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2019,1.18537433
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2020,1.227268246
53,CE,Phra Nakhon Sri Ayuthaya,Ban Phraek,2021,1.479034075
23,NE,Udon Thani,Ban Phu,2014,0.141556282
23,NE,Udon Thani,Ban Phu,2015,0.179915811
23,NE,Udon Thani,Ban Phu,2016,0.178860442
23,NE,Udon Thani,Ban Phu,2017,0.263516902
23,NE,Udon Thani,Ban Phu,2018,0.273675253
23,NE,Udon Thani,Ban Phu,2019,0.256411613
23,NE,Udon Thani,Ban Phu,2020,0.296922172
23,NE,Udon Thani,Ban Phu,2021,0.354921486
30,WE,Ratchaburi,Ban Pong,2014,3.060237032
30,WE,Ratchaburi,Ban Pong,2015,3.242338929
30,WE,Ratchaburi,Ban Pong,2016,3.447437139
30,WE,Ratchaburi,Ban Pong,2017,3.831361544
30,WE,Ratchaburi,Ban Pong,2018,3.990614591
30,WE,Ratchaburi,Ban Pong,2019,4.041542527
30,WE,Ratchaburi,Ban Pong,2020,4.189881254
30,WE,Ratchaburi,Ban Pong,2021,4.605922815
18,NO,Uthai Thani,Ban Rai,2014,0.079926152
18,NO,Uthai Thani,Ban Rai,2015,0.092962815
18,NO,Uthai Thani,Ban Rai,2016,0.0913778
18,NO,Uthai Thani,Ban Rai,2017,0.127750927
18,NO,Uthai Thani,Ban Rai,2018,0.125650016
18,NO,Uthai Thani,Ban Rai,2019,0.13004119
18,NO,Uthai Thani,Ban Rai,2020,0.140913848
18,NO,Uthai Thani,Ban Rai,2021,0.19753195
52,EA,Prachin Buri,Ban Sang,2014,0.429381536
52,EA,Prachin Buri,Ban Sang,2015,0.523921753
52,EA,Prachin Buri,Ban Sang,2016,0.517671231
52,EA,Prachin Buri,Ban Sang,2017,0.662133345
52,EA,Prachin Buri,Ban Sang,2018,0.665272428
52,EA,Prachin Buri,Ban Sang,2019,0.672680284
52,EA,Prachin Buri,Ban Sang,2020,0.700814627
52,EA,Prachin Buri,Ban Sang,2021,0.725894869
11,SO,Surat Thani,Ban Ta Khun,2014,0.057218203
11,SO,Surat Thani,Ban Ta Khun,2015,0.053477184
11,SO,Surat Thani,Ban Ta Khun,2016,0.054269397
11,SO,Surat Thani,Ban Ta Khun,2017,0.094752023
11,SO,Surat Thani,Ban Ta Khun,2018,0.102319685
11,SO,Surat Thani,Ban Ta Khun,2019,0.100839993
11,SO,Surat Thani,Ban Ta Khun,2020,0.109261645
11,SO,Surat Thani,Ban Ta Khun,2021,0.10827794
26,NO,Tak,Ban Tak,2014,0.128003648
26,NO,Tak,Ban Tak,2015,0.164973924
26,NO,Tak,Ban Tak,2016,0.166577512
26,NO,Tak,Ban Tak,2017,0.215010447
26,NO,Tak,Ban Tak,2018,0.242199773
26,NO,Tak,Ban Tak,2019,0.276566441
26,NO,Tak,Ban Tak,2020,0.27502285
26,NO,Tak,Ban Tak,2021,0.296153721
9,NE,Chaiyaphum,Ban Thaen,2014,0.307232571
9,NE,Chaiyaphum,Ban Thaen,2015,0.331510247
9,NE,Chaiyaphum,Ban Thaen,2016,0.313916582
9,NE,Chaiyaphum,Ban Thaen,2017,0.422455773
9,NE,Chaiyaphum,Ban Thaen,2018,0.450287687
9,NE,Chaiyaphum,Ban Thaen,2019,0.457236407
9,NE,Chaiyaphum,Ban Thaen,2020,0.482146881
9,NE,Chaiyaphum,Ban Thaen,2021,0.475797263
28,NO,Lamphun,Ban Thi,2014,0.609884651
28,NO,Lamphun,Ban Thi,2015,0.698107704
28,NO,Lamphun,Ban Thi,2016,0.622709098
28,NO,Lamphun,Ban Thi,2017,0.767019057
28,NO,Lamphun,Ban Thi,2018,0.842568775
28,NO,Lamphun,Ban Thi,2019,0.889517848
28,NO,Lamphun,Ban Thi,2020,1.019236813
28,NO,Lamphun,Ban Thi,2021,1.078890608
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2014,1.498254162
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2015,1.614875954
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2016,1.657777305
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2017,1.955205111
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2018,1.943037149
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2019,2.240082618
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2020,2.48683172
53,CE,Phra Nakhon Sri Ayuthaya,Bang Ban,2021,2.638292347
69,BKK&VIC,Samut Prakan,Bang Bo,2014,5.489728105
69,BKK&VIC,Samut Prakan,Bang Bo,2015,5.879872895
69,BKK&VIC,Samut Prakan,Bang Bo,2016,5.908195397
69,BKK&VIC,Samut Prakan,Bang Bo,2017,6.90084786
69,BKK&VIC,Samut Prakan,Bang Bo,2018,6.830685438
69,BKK&VIC,Samut Prakan,Bang Bo,2019,7.34607044
69,BKK&VIC,Samut Prakan,Bang Bo,2020,7.541470081
69,BKK&VIC,Samut Prakan,Bang Bo,2021,8.13071504
14,BKK&VIC,Bangkok,Bang Bon,2014,15.40796803
14,BKK&VIC,Bangkok,Bang Bon,2015,16.52490475
14,BKK&VIC,Bangkok,Bang Bon,2016,16.75922555
14,BKK&VIC,Bangkok,Bang Bon,2017,16.79420188
14,BKK&VIC,Bangkok,Bang Bon,2018,17.47585361
14,BKK&VIC,Bangkok,Bang Bon,2019,18.18867217
14,BKK&VIC,Bangkok,Bang Bon,2020,18.66636047
14,BKK&VIC,Bangkok,Bang Bon,2021,19.14219578
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2014,10.30382579
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2015,11.98104239
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2016,12.34194359
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2017,12.98821706
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2018,13.32748667
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2019,13.61335234
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2020,13.95698789
38,BKK&VIC,Nonthaburi,Bang Bua Thong,2021,14.61404384
55,SO,Phatthalung,Bang Kaeo,2014,0.325727681
55,SO,Phatthalung,Bang Kaeo,2015,0.407546544
55,SO,Phatthalung,Bang Kaeo,2016,0.44382065
55,SO,Phatthalung,Bang Kaeo,2017,0.589646205
55,SO,Phatthalung,Bang Kaeo,2018,0.737876781
55,SO,Phatthalung,Bang Kaeo,2019,0.86294225
55,SO,Phatthalung,Bang Kaeo,2020,0.929062843
55,SO,Phatthalung,Bang Kaeo,2021,1.088378028
14,BKK&VIC,Bangkok,Bang Kapi,2014,28.99881808
14,BKK&VIC,Bangkok,Bang Kapi,2015,28.48857667
14,BKK&VIC,Bangkok,Bang Kapi,2016,29.62222032
14,BKK&VIC,Bangkok,Bang Kapi,2017,30.79399278
14,BKK&VIC,Bangkok,Bang Kapi,2018,34.28284914
14,BKK&VIC,Bangkok,Bang Kapi,2019,35.82990678
14,BKK&VIC,Bangkok,Bang Kapi,2020,33.82350244
14,BKK&VIC,Bangkok,Bang Kapi,2021,35.08639096
14,BKK&VIC,Bangkok,Bang Khae,2014,16.41808939
14,BKK&VIC,Bangkok,Bang Khae,2015,18.72118408
14,BKK&VIC,Bangkok,Bang Khae,2016,18.60827129
14,BKK&VIC,Bangkok,Bang Khae,2017,18.72225859
14,BKK&VIC,Bangkok,Bang Khae,2018,19.04944521
14,BKK&VIC,Bangkok,Bang Khae,2019,19.52616676
14,BKK&VIC,Bangkok,Bang Khae,2020,20.04028322
14,BKK&VIC,Bangkok,Bang Khae,2021,21.71370393
59,SO,Nakhon Si Thammarat,Bang Khan,2014,0.053203025
59,SO,Nakhon Si Thammarat,Bang Khan,2015,0.06289175
59,SO,Nakhon Si Thammarat,Bang Khan,2016,0.067374938
59,SO,Nakhon Si Thammarat,Bang Khan,2017,0.089673139
59,SO,Nakhon Si Thammarat,Bang Khan,2018,0.09203006
59,SO,Nakhon Si Thammarat,Bang Khan,2019,0.0796072
59,SO,Nakhon Si Thammarat,Bang Khan,2020,0.084562593
59,SO,Nakhon Si Thammarat,Bang Khan,2021,0.091517456
14,BKK&VIC,Bangkok,Bang Khen,2014,19.52228876
14,BKK&VIC,Bangkok,Bang Khen,2015,21.57707027
14,BKK&VIC,Bangkok,Bang Khen,2016,23.75904114
14,BKK&VIC,Bangkok,Bang Khen,2017,24.89638336
14,BKK&VIC,Bangkok,Bang Khen,2018,25.7975327
14,BKK&VIC,Bangkok,Bang Khen,2019,26.69108823
14,BKK&VIC,Bangkok,Bang Khen,2020,26.61537784
14,BKK&VIC,Bangkok,Bang Khen,2021,27.07128269
4,EA,Chachoengsao,Bang Khla,2014,1.069937529
4,EA,Chachoengsao,Bang Khla,2015,1.231849967
4,EA,Chachoengsao,Bang Khla,2016,1.332746644
4,EA,Chachoengsao,Bang Khla,2017,1.439986842
4,EA,Chachoengsao,Bang Khla,2018,1.488995681
4,EA,Chachoengsao,Bang Khla,2019,1.619523714
4,EA,Chachoengsao,Bang Khla,2020,1.82828051
4,EA,Chachoengsao,Bang Khla,2021,1.998736411
14,BKK&VIC,Bangkok,Bang Kho Laem,2014,29.38007222
14,BKK&VIC,Bangkok,Bang Kho Laem,2015,32.34350451
14,BKK&VIC,Bangkok,Bang Kho Laem,2016,36.02671361
14,BKK&VIC,Bangkok,Bang Kho Laem,2017,34.85312338
14,BKK&VIC,Bangkok,Bang Kho Laem,2018,34.82040779
14,BKK&VIC,Bangkok,Bang Kho Laem,2019,34.2788627
14,BKK&VIC,Bangkok,Bang Kho Laem,2020,33.51332057
14,BKK&VIC,Bangkok,Bang Kho Laem,2021,31.86292158
50,WE,Samut Songkhram,Bang Khon Ti,2014,1.832967037
50,WE,Samut Songkhram,Bang Khon Ti,2015,2.028679717
50,WE,Samut Songkhram,Bang Khon Ti,2016,1.97152941
50,WE,Samut Songkhram,Bang Khon Ti,2017,2.472260881
50,WE,Samut Songkhram,Bang Khon Ti,2018,2.79539847
50,WE,Samut Songkhram,Bang Khon Ti,2019,3.098585313
50,WE,Samut Songkhram,Bang Khon Ti,2020,3.320576888
50,WE,Samut Songkhram,Bang Khon Ti,2021,3.791265464
43,SO,Songkhla,Bang Klam,2014,1.439398936
43,SO,Songkhla,Bang Klam,2015,1.520872426
43,SO,Songkhla,Bang Klam,2016,1.758011506
43,SO,Songkhla,Bang Klam,2017,1.934993355
43,SO,Songkhla,Bang Klam,2018,2.12939293
43,SO,Songkhla,Bang Klam,2019,2.185225026
43,SO,Songkhla,Bang Klam,2020,2.270734847
43,SO,Songkhla,Bang Klam,2021,2.535240013
21,NO,Phitsanulok,Bang Krathum,2014,0.281182514
21,NO,Phitsanulok,Bang Krathum,2015,0.353792988
21,NO,Phitsanulok,Bang Krathum,2016,0.315384199
21,NO,Phitsanulok,Bang Krathum,2017,0.454230607
21,NO,Phitsanulok,Bang Krathum,2018,0.574812781
21,NO,Phitsanulok,Bang Krathum,2019,0.641879985
21,NO,Phitsanulok,Bang Krathum,2020,0.69042374
21,NO,Phitsanulok,Bang Krathum,2021,0.899493551
38,BKK&VIC,Nonthaburi,Bang Kruai,2014,15.1432604
38,BKK&VIC,Nonthaburi,Bang Kruai,2015,15.79424598
38,BKK&VIC,Nonthaburi,Bang Kruai,2016,17.06470589
