province_id,province-org,province,year,GINIW_province,gdppc,construction_gdp,construction_share,roadlength,allconstruction_length,allconstruction_lengthpc,edu_graduate (total),edu_graduate,total_gdp,agri_gdp,agri_share,manu_gdp,manu_share,knowledge_service_gdp,knowledge_service_share,total_area,urban_modis,total_pop,pop_density,incomegroup
9,Chaiyaphum,Chaiyaphum,2015,0.32935968,37087,1486.476156,0.041925713,0,2282,0.002387029,275051,0.287710251,35455000000,8290.58025,0.233833881,5362.382093,0.151244735,4014.207078,0.113219774,13190.87897,71.61446754,956000,72.47432125,0
9,Chaiyaphum,Chaiyaphum,2016,0.34845001,39531,1547.959915,0.041175717,1518,2738,0.002879075,307376,0.32321346,37594000000,8421.470419,0.224011024,5412.696503,0.143977669,4452.910297,0.118447367,13190.87897,71.61446754,951000,72.09527145,0
9,Chaiyaphum,Chaiyaphum,2017,0.32452622,40398,1421.95294,0.037168438,12383,14306,0.015106653,267530,0.28250264,38257000000,8872.179578,0.231909966,5312.570759,0.138865326,4434.288039,0.115907887,13190.87897,71.61446754,947000,71.79203161,0
9,Chaiyaphum,Chaiyaphum,2018,0.3235001,42916,1574.130253,0.038937597,0,248,0.00026327,255353,0.271075372,40427000000,9719.44753,0.240419708,6535.119725,0.161652354,4735.87637,0.117146372,13190.87897,71.61446754,942000,71.41298181,0
9,Chaiyaphum,Chaiyaphum,2019,0.32245016,41576,1691.25064,0.043460122,664,1338,0.001429487,303172,0.323901709,38915000000,8517.990238,0.218887068,5879.264763,0.151079655,5039.793182,0.129507727,13190.87897,71.61446754,936000,70.95812206,0
9,Chaiyaphum,Chaiyaphum,2020,0.31775254,41781,1976.17851,0.050804116,0,1669,0.001792696,284527,0.305614393,38898000000,8865.348226,0.227912701,5002.707759,0.128610925,4941.045105,0.127025685,13190.87897,71.61446754,931000,70.57907226,0
9,Chaiyaphum,Chaiyaphum,2021,0.30465087,42974,1857.201454,0.046670389,0,1639,0.001769978,323416,0.349261339,39794000000,8838.533021,0.222107177,5054.761511,0.127023207,5151.473956,0.129453535,13190.87897,71.61446754,926000,70.20002246,0
71,Chanthaburi,Chanthaburi,2014,0.56314075,104292,1639.607518,0.030350175,0,1569,0.003028958,205406,0.39653668,54023000000,26647.64091,0.493264737,3192.606684,0.059097175,3423.54462,0.063371983,6072.524257,18.60376119,518000,85.30225291,0
71,Chanthaburi,Chanthaburi,2015,0.54567993,101422,2174.189366,0.040754843,833,3514,0.006680608,210338,0.399882129,53348000000,24708.39337,0.463155008,3228.332265,0.060514588,3815.98351,0.07153002,6072.524257,18.60376119,526000,86.61966223,0
71,Chanthaburi,Chanthaburi,2016,0.5353598,95312,2716.425454,0.053271601,0,1524,0.002848598,244682,0.457349533,50992000000,21638.19625,0.424344922,3379.628438,0.066277621,4207.719857,0.082517255,6072.524257,18.60376119,535000,88.1017477,0
71,Chanthaburi,Chanthaburi,2017,0.51837534,109884,2329.110987,0.03896333,2796,6578,0.012091912,278980,0.512830882,59777000000,26123.27966,0.437012223,4270.279986,0.07143684,4486.271603,0.07505013,6072.524257,18.60376119,544000,89.58383318,0
71,Chanthaburi,Chanthaburi,2018,0.51250046,95421,2448.851817,0.046407895,50,5634,0.010188065,285188,0.515710669,52768000000,21494.44825,0.407338695,3806.080547,0.072128573,4832.704612,0.091584002,6072.524257,18.60376119,553000,91.06591865,0
71,Chanthaburi,Chanthaburi,2019,0.50904775,100232,2884.651176,0.051669404,922,6261,0.011240575,283443,0.508874327,55829000000,22269.58599,0.398889215,3646.712296,0.06531932,5192.102212,0.093000093,6072.524257,18.60376119,557000,91.72462331,0
71,Chanthaburi,Chanthaburi,2020,0.49817783,105018,2462.564197,0.041798595,0,4752,0.008470588,284317,0.506803922,58915000000,23582.81764,0.400285456,3592.366763,0.060975418,5504.90778,0.093438136,6072.524257,18.60376119,561000,92.38332796,0
71,Chanthaburi,Chanthaburi,2021,0.49691957,103087,2455.332111,0.042081549,535,8190,0.014469965,290766,0.513720848,58347000000,23600.12809,0.404478861,3409.026043,0.058426758,5613.77793,0.096213652,6072.524257,18.60376119,566000,93.20670878,0
