id,shapeISO,region,province,year,total_sol,mean_sol,gpp(millions),gdp,"population(1,000 persons)",pop,gdppc
24,TH-47,NE,Sakon Nakhon,2018,16173.5893,0.3455,34790,34790000000,925,925000,37611
24,TH-47,NE,Sakon Nakhon,2019,16021.0207,0.3423,34643,34643000000,922,922000,37574
24,TH-47,NE,Sakon Nakhon,2020,19978.1831,0.4268,36375,36375000000,918,918000,39624
24,TH-47,NE,Sakon Nakhon,2021,25669.9624,0.5484,37075,37075000000,914,914000,40563
12,TH-33,NE,Si Sa Ket,2014,7733.9234,0.1794,36857,36857000000,1028,1028000,35853
12,TH-33,NE,Si Sa Ket,2015,8701.8126,0.2019,38092,38092000000,1021,1021000,37309
12,TH-33,NE,Si Sa Ket,2016,8823.0209,0.2047,39594,39594000000,1006,1006000,39358
12,TH-33,NE,Si Sa Ket,2017,13000.9136,0.3017,40842,40842000000,993,993000,41130
12,TH-33,NE,Si Sa Ket,2018,14653.3242,0.34,41807,41807000000,980,980000,42660
12,TH-33,NE,Si Sa Ket,2019,15710.417,0.3645,40061,40061000000,968,968000,41385
12,TH-33,NE,Si Sa Ket,2020,18870.2702,0.4378,41947,41947000000,956,956000,43878
12,TH-33,NE,Si Sa Ket,2021,22985.5705,0.5333,42648,42648000000,944,944000,45178
5,TH-32,NE,Surin,2014,7725.221,0.183,40482,40482000000,1106,1106000,36602
5,TH-32,NE,Surin,2015,9159.9188,0.217,42506,42506000000,1101,1101000,38607
5,TH-32,NE,Surin,2016,9948.6076,0.2357,43551,43551000000,1092,1092000,39882
5,TH-32,NE,Surin,2017,13942.408,0.3303,44598,44598000000,1084,1084000,41142
5,TH-32,NE,Surin,2018,15899.1267,0.3767,47496,47496000000,1076,1076000,44141
5,TH-32,NE,Surin,2019,17027.1234,0.4034,47208,47208000000,1067,1067000,44244
5,TH-32,NE,Surin,2020,18559.429,0.4397,49255,49255000000,1058,1058000,46555
5,TH-32,NE,Surin,2021,22285.3606,0.528,49620,49620000000,1050,1050000,47257
41,TH-34,NE,Ubon Ratchathani,2014,16258.5272,0.219,65343,65343000000,1742,1742000,37510
41,TH-34,NE,Ubon Ratchathani,2015,18376.9229,0.2475,69783,69783000000,1741,1741000,40082
41,TH-34,NE,Ubon Ratchathani,2016,18470.788,0.2488,72986,72986000000,1739,1739000,41970
41,TH-34,NE,Ubon Ratchathani,2017,25082.2758,0.3378,77070,77070000000,1739,1739000,44319
41,TH-34,NE,Ubon Ratchathani,2018,25838.0923,0.348,76485,76485000000,1738,1738000,44007
41,TH-34,NE,Ubon Ratchathani,2019,26566.9424,0.3578,76531,76531000000,1737,1737000,44059
41,TH-34,NE,Ubon Ratchathani,2020,30497.4284,0.4108,78127,78127000000,1735,1735000,45030
41,TH-34,NE,Ubon Ratchathani,2021,37698.7697,0.5078,80456,80456000000,1733,1733000,46426
23,TH-41,NE,Udon Thani,2014,16415.2901,0.3109,65708,65708000000,1280,1280000,51334
23,TH-41,NE,Udon Thani,2015,18760.534,0.3553,67665,67665000000,1278,1278000,52946
23,TH-41,NE,Udon Thani,2016,18670.1123,0.3536,68264,68264000000,1273,1273000,53625
23,TH-41,NE,Udon Thani,2017,24477.7832,0.4636,69277,69277000000,1270,1270000,54549
23,TH-41,NE,Udon Thani,2018,25984.8294,0.4922,71375,71375000000,1266,1266000,56378
23,TH-41,NE,Udon Thani,2019,25866.7008,0.4899,71726,71726000000,1262,1262000,56835
23,TH-41,NE,Udon Thani,2020,29588.6096,0.5604,68995,68995000000,1257,1257000,54889
23,TH-41,NE,Udon Thani,2021,33584.7946,0.6361,71089,71089000000,1253,1253000,56735
31,TH-35,NE,Yasothon,2014,4787.4991,0.2408,15675,15675000000,477,477000,32862
31,TH-35,NE,Yasothon,2015,5718.9719,0.2877,15405,15405000000,474,474000,32500
31,TH-35,NE,Yasothon,2016,5402.0226,0.2717,16139,16139000000,470,470000,34338
31,TH-35,NE,Yasothon,2017,7705.0458,0.3876,16225,16225000000,467,467000,34743
31,TH-35,NE,Yasothon,2018,7884.9574,0.3967,16779,16779000000,463,463000,36240
31,TH-35,NE,Yasothon,2019,8107.0152,0.4078,16689,16689000000,459,459000,36359
31,TH-35,NE,Yasothon,2020,9429.2169,0.4743,17636,17636000000,455,455000,38760
31,TH-35,NE,Yasothon,2021,12082.1154,0.6078,18311,18311000000,451,451000,40601
65,TH-50,NO,Chiang Mai,2014,36000.6176,0.3215,123676,124000000000,1770,1770000,69873
65,TH-50,NO,Chiang Mai,2015,40131.996,0.3584,127440,127000000000,1779,1779000,71636
65,TH-50,NO,Chiang Mai,2016,38427.8372,0.3432,135350,135000000000,1787,1787000,75741
65,TH-50,NO,Chiang Mai,2017,44544.0136,0.3978,141094,141000000000,1796,1796000,78560
65,TH-50,NO,Chiang Mai,2018,47060.9448,0.4203,147257,147000000000,1805,1805000,81583
65,TH-50,NO,Chiang Mai,2019,49161.9847,0.4391,151983,152000000000,1803,1803000,84295
65,TH-50,NO,Chiang Mai,2020,51309.208,0.4583,142780,143000000000,1801,1801000,79278
65,TH-50,NO,Chiang Mai,2021,52659.0459,0.4703,141701,142000000000,1798,1798000,78810
25,TH-57,NO,Chiang Rai,2014,16862.458,0.2978,50354,50354000000,1164,1164000,43259
25,TH-57,NO,Chiang Rai,2015,19753.5833,0.3488,51317,51317000000,1162,1162000,44163
25,TH-57,NO,Chiang Rai,2016,19133.4692,0.3379,52466,52466000000,1160,1160000,45229
25,TH-57,NO,Chiang Rai,2017,24405.4705,0.431,54822,54822000000,1158,1158000,47342
25,TH-57,NO,Chiang Rai,2018,25376.2749,0.4481,54575,54575000000,1156,1156000,47210
25,TH-57,NO,Chiang Rai,2019,28179.5629,0.4976,54261,54261000000,1151,1151000,47142
25,TH-57,NO,Chiang Rai,2020,31554.2758,0.5572,51818,51818000000,1147,1147000,45177
25,TH-57,NO,Chiang Rai,2021,33584.0758,0.593,52763,52763000000,1142,1142000,46202
36,TH-62,NO,Kam Phaeng Phet,2014,11363.246,0.2769,59081,59081000000,789,789000,74881
36,TH-62,NO,Kam Phaeng Phet,2015,13693.7307,0.3337,60816,60816000000,787,787000,77276
36,TH-62,NO,Kam Phaeng Phet,2016,13878.4807,0.3382,64681,64681000000,785,785000,82396
36,TH-62,NO,Kam Phaeng Phet,2017,17726.756,0.432,65486,65486000000,783,783000,83635
36,TH-62,NO,Kam Phaeng Phet,2018,18134.8897,0.442,68290,68290000000,781,781000,87439
36,TH-62,NO,Kam Phaeng Phet,2019,18996.9467,0.463,70162,70162000000,781,781000,89836
36,TH-62,NO,Kam Phaeng Phet,2020,20517.8781,0.5,64489,64489000000,781,781000,82572
36,TH-62,NO,Kam Phaeng Phet,2021,25371.5365,0.6183,63289,63289000000,781,781000,81036
37,TH-52,NO,Lampang,2014,13393.0288,0.2148,40948,40948000000,732,732000,55940
37,TH-52,NO,Lampang,2015,15504.5199,0.2486,40386,40386000000,729,729000,55399
37,TH-52,NO,Lampang,2016,14917.2668,0.2392,41177,41177000000,723,723000,56953
37,TH-52,NO,Lampang,2017,19466.3936,0.3122,42072,42072000000,720,720000,58433
37,TH-52,NO,Lampang,2018,21107.1,0.3385,42360,42360000000,714,714000,59328
37,TH-52,NO,Lampang,2019,22767.4442,0.3651,41824,41824000000,709,709000,58990
37,TH-52,NO,Lampang,2020,24737.615,0.3967,40783,40783000000,704,704000,57930
37,TH-52,NO,Lampang,2021,27054.5826,0.4338,41756,41756000000,698,698000,59822
28,TH-51,NO,Lamphun,2014,8206.4119,0.3994,46480,46480000000,405,405000,114765
28,TH-51,NO,Lamphun,2015,9566.8271,0.4656,42305,42305000000,403,403000,104975
28,TH-51,NO,Lamphun,2016,9505.8585,0.4627,42814,42814000000,402,402000,106502
28,TH-51,NO,Lamphun,2017,11307.1406,0.5503,47290,47290000000,402,402000,117637
28,TH-51,NO,Lamphun,2018,12069.205,0.5874,50475,50475000000,399,399000,126504
28,TH-51,NO,Lamphun,2019,12776.7102,0.6219,49966,49966000000,396,396000,126177
28,TH-51,NO,Lamphun,2020,13668.8434,0.6653,50552,50552000000,394,394000,128305
28,TH-51,NO,Lamphun,2021,14286.8392,0.6954,55177,55177000000,391,391000,141118
74,TH-58,NO,Mae Hong Son,2014,1762.3877,0.0267,5892,5892000000,224,224000,26304
74,TH-58,NO,Mae Hong Son,2015,2002.8467,0.0303,6542,6542000000,228,228000,28693
74,TH-58,NO,Mae Hong Son,2016,1948.3984,0.0295,6574,6574000000,229,229000,28707
74,TH-58,NO,Mae Hong Son,2017,2602.2518,0.0394,6791,6791000000,233,233000,29146
74,TH-58,NO,Mae Hong Son,2018,2777.288,0.042,7041,7041000000,235,235000,29962
74,TH-58,NO,Mae Hong Son,2019,2825.2195,0.0428,7824,7824000000,237,237000,33013
74,TH-58,NO,Mae Hong Son,2020,3170.1793,0.048,7699,7699000000,239,239000,32213
74,TH-58,NO,Mae Hong Son,2021,3229.985,0.0489,7808,7808000000,241,241000,32398
2,TH-60,NO,Nakhon Sawan,2014,15056.6011,0.319,61608,61608000000,971,971000,63448
2,TH-60,NO,Nakhon Sawan,2015,17891.9451,0.3791,59736,59736000000,965,965000,61903
2,TH-60,NO,Nakhon Sawan,2016,19362.921,0.4103,56343,56343000000,956,956000,58936
2,TH-60,NO,Nakhon Sawan,2017,23880.523,0.506,59298,59298000000,947,947000,62617
2,TH-60,NO,Nakhon Sawan,2018,25107.468,0.532,63380,63380000000,938,938000,67569
2,TH-60,NO,Nakhon Sawan,2019,27156.8556,0.5754,62490,62490000000,929,929000,67266
2,TH-60,NO,Nakhon Sawan,2020,28616.0061,0.6063,58589,58589000000,920,920000,63684
2,TH-60,NO,Nakhon Sawan,2021,33596.0581,0.7119,58082,58082000000,912,912000,63686
70,TH-55,NO,Nan,2014,4567.4353,0.0755,15671,15671000000,451,451000,34747
70,TH-55,NO,Nan,2015,5431.9797,0.0898,16565,16565000000,450,450000,36811
70,TH-55,NO,Nan,2016,5234.9241,0.0866,17039,17039000000,448,448000,38033
70,TH-55,NO,Nan,2017,7217.5335,0.1194,17651,17651000000,447,447000,39488
70,TH-55,NO,Nan,2018,7441.1406,0.1231,18573,18573000000,445,445000,41737
70,TH-55,NO,Nan,2019,8258.06,0.1366,18461,18461000000,443,443000,41673
70,TH-55,NO,Nan,2020,9895.342,0.1636,18567,18567000000,441,441000,42102
70,TH-55,NO,Nan,2021,10503.0776,0.1737,19020,19020000000,439,439000,43326
1,TH-56,NO,Phayao,2014,4814.7152,0.1609,16925,16925000000,404,404000,41894
1,TH-56,NO,Phayao,2015,5710.9127,0.1908,17341,17341000000,401,401000,43244
1,TH-56,NO,Phayao,2016,5228.2735,0.1747,17409,17409000000,394,394000,44185
1,TH-56,NO,Phayao,2017,7454.8503,0.2491,18297,18297000000,389,389000,47036
1,TH-56,NO,Phayao,2018,8014.9252,0.2678,18012,18012000000,383,383000,47029
1,TH-56,NO,Phayao,2019,9270.1344,0.3097,17976,17976000000,378,378000,47556
1,TH-56,NO,Phayao,2020,10574.5493,0.3533,17372,17372000000,372,372000,46699
1,TH-56,NO,Phayao,2021,11765.6139,0.3931,17623,17623000000,367,367000,48019
10,TH-67,NO,Phetchabun,2014,12448.2569,0.2054,42159,42159000000,935,935000,45090
10,TH-67,NO,Phetchabun,2015,13620.4538,0.2248,41724,41724000000,934,934000,44672
10,TH-67,NO,Phetchabun,2016,13767.3554,0.2272,43162,43162000000,929,929000,46461
10,TH-67,NO,Phetchabun,2017,17869.0267,0.2949,41282,41282000000,925,925000,44629
10,TH-67,NO,Phetchabun,2018,18982.2244,0.3133,43217,43217000000,921,921000,46924
10,TH-67,NO,Phetchabun,2019,20525.1835,0.3387,43706,43706000000,916,916000,47714
10,TH-67,NO,Phetchabun,2020,21587.3869,0.3563,41400,41400000000,911,911000,45445
10,TH-67,NO,Phetchabun,2021,25845.1587,0.4265,41174,41174000000,906,906000,45446
54,TH-66,NO,Phichit,2014,6672.5193,0.3225,23119,23119000000,535,535000,43213
54,TH-66,NO,Phichit,2015,8185.2964,0.3957,20949,20949000000,532,532000,39378
54,TH-66,NO,Phichit,2016,7921.4738,0.3829,20360,20360000000,527,527000,38634
54,TH-66,NO,Phichit,2017,10483.1002,0.5067,21556,21556000000,522,522000,41295
54,TH-66,NO,Phichit,2018,11087.3496,0.536,23747,23747000000,518,518000,45844
54,TH-66,NO,Phichit,2019,11911.9255,0.5758,23079,23079000000,515,515000,44814
54,TH-66,NO,Phichit,2020,13217.3636,0.6389,22032,22032000000,511,511000,43115
54,TH-66,NO,Phichit,2021,16365.7441,0.7911,22178,22178000000,507,507000,43744
21,TH-65,NO,Phitsanulok,2014,14090.0253,0.2702,46893,46893000000,901,901000,52046
21,TH-65,NO,Phitsanulok,2015,17537.4974,0.3363,46111,46111000000,898,898000,51349
21,TH-65,NO,Phitsanulok,2016,17220.4086,0.3303,46190,46190000000,898,898000,51437
21,TH-65,NO,Phitsanulok,2017,22278.5183,0.4273,49297,49297000000,897,897000,54958
21,TH-65,NO,Phitsanulok,2018,22751.4459,0.4363,50862,50862000000,896,896000,56766
21,TH-65,NO,Phitsanulok,2019,25406.2333,0.4872,51349,51349000000,896,896000,57309
21,TH-65,NO,Phitsanulok,2020,26905.2008,0.516,48653,48653000000,896,896000,54300
21,TH-65,NO,Phitsanulok,2021,30712.3739,0.589,50745,50745000000,895,895000,56698
32,TH-54,NO,Phrae,2014,6203.0118,0.1912,15910,15910000000,410,410000,38805
32,TH-54,NO,Phrae,2015,7528.0168,0.232,15804,15804000000,405,405000,39022
32,TH-54,NO,Phrae,2016,7949.1785,0.245,16965,16965000000,399,399000,42519
32,TH-54,NO,Phrae,2017,10327.0557,0.3183,17153,17153000000,394,394000,43536
32,TH-54,NO,Phrae,2018,10869.8535,0.335,17786,17786000000,388,388000,45840
32,TH-54,NO,Phrae,2019,12524.3515,0.386,17717,17717000000,383,383000,46258
32,TH-54,NO,Phrae,2020,13746.8372,0.4237,17511,17511000000,378,378000,46325
32,TH-54,NO,Phrae,2021,14748.738,0.4546,17369,17369000000,372,372000,46691
7,TH-64,NO,Sukhothai,2014,9204.4444,0.2657,24637,24637000000,621,621000,39673
7,TH-64,NO,Sukhothai,2015,10514.2761,0.3035,23921,23921000000,618,618000,38707
7,TH-64,NO,Sukhothai,2016,10700.4252,0.3089,24928,24928000000,616,616000,40468
7,TH-64,NO,Sukhothai,2017,13369.9492,0.3859,26181,26181000000,615,615000,42571
7,TH-64,NO,Sukhothai,2018,12481.325,0.3603,28277,28277000000,613,613000,46129
7,TH-64,NO,Sukhothai,2019,13431.5188,0.3877,27442,27442000000,612,612000,44840
7,TH-64,NO,Sukhothai,2020,14182.5237,0.4094,25737,25737000000,610,610000,42192
7,TH-64,NO,Sukhothai,2021,17131.6544,0.4945,25928,25928000000,608,608000,42645
26,TH-63,NO,Tak,2014,8080.4421,0.1033,25591,25591000000,529,529000,48376
26,TH-63,NO,Tak,2015,9485.4633,0.1212,26661,26661000000,530,530000,50304
26,TH-63,NO,Tak,2016,9731.1814,0.1244,26802,26802000000,531,531000,50475
26,TH-63,NO,Tak,2017,12547.8541,0.1604,27083,27083000000,531,531000,51004
26,TH-63,NO,Tak,2018,14196.989,0.1815,31468,31468000000,532,532000,59150
26,TH-63,NO,Tak,2019,15574.0639,0.1991,35002,35002000000,534,534000,65547
26,TH-63,NO,Tak,2020,17130.454,0.219,32539,32539000000,535,535000,60821
26,TH-63,NO,Tak,2021,18745.0293,0.2396,31333,31333000000,536,536000,58457
18,TH-61,NO,Uthai Thani,2014,5374.6382,0.1706,16234,16234000000,290,290000,55979
18,TH-61,NO,Uthai Thani,2015,6226.4164,0.1977,15368,15368000000,288,288000,53361
18,TH-61,NO,Uthai Thani,2016,6064.7106,0.1925,14804,14804000000,285,285000,51944
18,TH-61,NO,Uthai Thani,2017,8085.7767,0.2567,15894,15894000000,283,283000,56163
18,TH-61,NO,Uthai Thani,2018,8194.0604,0.2601,17562,17562000000,281,281000,62498
18,TH-61,NO,Uthai Thani,2019,8604.7767,0.2732,15996,15996000000,279,279000,57333
18,TH-61,NO,Uthai Thani,2020,9122.6411,0.2896,13828,13828000000,276,276000,50101
18,TH-61,NO,Uthai Thani,2021,12842.9801,0.4077,15295,15295000000,274,274000,55821
34,TH-53,NO,Uttaradit,2014,6709.256,0.1764,20059,20059000000,429,429000,46758
34,TH-53,NO,Uttaradit,2015,8194.9196,0.2155,18498,18498000000,427,427000,43321
34,TH-53,NO,Uttaradit,2016,8175.1126,0.215,19012,19012000000,423,423000,44946
34,TH-53,NO,Uttaradit,2017,11013.5313,0.2896,22653,22653000000,419,419000,54064
34,TH-53,NO,Uttaradit,2018,11028.2691,0.29,23394,23394000000,416,416000,56236
34,TH-53,NO,Uttaradit,2019,11942.413,0.3141,22151,22151000000,412,412000,53765
34,TH-53,NO,Uttaradit,2020,13117.5892,0.345,21164,21164000000,409,409000,51746
34,TH-53,NO,Uttaradit,2021,15820.1999,0.4161,22141,22141000000,405,405000,54669
19,TH-86,SO,Chumphon,2014,8742.3558,0.3183,39993,39993000000,482,482000,82973
19,TH-86,SO,Chumphon,2015,9053.5381,0.3296,38303,38303000000,486,486000,78813
19,TH-86,SO,Chumphon,2016,9728.9339,0.3542,42793,42793000000,490,490000,87333
19,TH-86,SO,Chumphon,2017,12082.6666,0.4399,42370,42370000000,494,494000,85769
19,TH-86,SO,Chumphon,2018,13130.9839,0.478,46234,46234000000,498,498000,92839
19,TH-86,SO,Chumphon,2019,13343.5572,0.4858,55820,55820000000,499,499000,111864
19,TH-86,SO,Chumphon,2020,14482.3367,0.5272,57228,57228000000,500,500000,114456
19,TH-86,SO,Chumphon,2021,15968.9438,0.5813,57900,57900000000,501,501000,115569
63,TH-81,SO,Krabi,2014,7683.1234,0.3745,48645,48645000000,395,395000,123152
63,TH-81,SO,Krabi,2015,8017.7152,0.3908,48809,48809000000,403,403000,121114
63,TH-81,SO,Krabi,2016,8612.1415,0.4198,49889,49889000000,410,410000,121680
63,TH-81,SO,Krabi,2017,11439.8855,0.5576,52357,52357000000,415,415000,126161
63,TH-81,SO,Krabi,2018,11885.2878,0.5793,52084,52084000000,418,418000,124603
63,TH-81,SO,Krabi,2019,12759.9072,0.622,51572,51572000000,421,421000,122499
63,TH-81,SO,Krabi,2020,14662.5218,0.7147,41789,41789000000,424,424000,98559
63,TH-81,SO,Krabi,2021,16023.1946,0.781,40557,40557000000,428,428000,94759
59,TH-80,SO,Nakhon Si Thammarat,2014,19300.0859,0.4021,90744,90744000000,1478,1478000,61396
59,TH-80,SO,Nakhon Si Thammarat,2015,20227.2054,0.4214,89873,89873000000,1485,1485000,60521
59,TH-80,SO,Nakhon Si Thammarat,2016,21856.3856,0.4553,91618,91618000000,1493,1493000,61365
59,TH-80,SO,Nakhon Si Thammarat,2017,25175.7381,0.5245,94349,94349000000,1500,1500000,62899
59,TH-80,SO,Nakhon Si Thammarat,2018,26386.0822,0.5497,96660,96660000000,1507,1507000,64141
59,TH-80,SO,Nakhon Si Thammarat,2019,27200.425,0.5666,104614,105000000000,1511,1511000,69235
59,TH-80,SO,Nakhon Si Thammarat,2020,28936.6017,0.6028,104355,104000000000,1515,1515000,68881
59,TH-80,SO,Nakhon Si Thammarat,2021,33354.7545,0.6948,105744,106000000000,1519,1519000,69614
40,TH-96,SO,Narathiwat,2014,9092.1382,0.4402,21331,21331000000,701,701000,30429
40,TH-96,SO,Narathiwat,2015,9662.278,0.4678,21079,21079000000,709,709000,29731
40,TH-96,SO,Narathiwat,2016,10637.5589,0.515,21700,21700000000,714,714000,30392
40,TH-96,SO,Narathiwat,2017,12173.4675,0.5893,20357,20357000000,717,717000,28392
40,TH-96,SO,Narathiwat,2018,13427.7693,0.6501,23036,23036000000,721,721000,31950
40,TH-96,SO,Narathiwat,2019,13130.509,0.6357,22739,22739000000,725,725000,31364
40,TH-96,SO,Narathiwat,2020,14538.373,0.7038,21393,21393000000,729,729000,29346
40,TH-96,SO,Narathiwat,2021,17100.184,0.8278,22383,22383000000,733,733000,30536
57,TH-94,SO,Pattani,2014,8838.2863,0.9717,36153,36153000000,628,628000,57568
57,TH-94,SO,Pattani,2015,10148.889,1.1157,35653,35653000000,632,632000,56413
57,TH-94,SO,Pattani,2016,11254.9407,1.2373,37436,37436000000,635,635000,58954
57,TH-94,SO,Pattani,2017,12822.4226,1.4097,30546,30546000000,639,639000,47803
57,TH-94,SO,Pattani,2018,14149.9763,1.5556,32408,32408000000,641,641000,50559
57,TH-94,SO,Pattani,2019,13784.8471,1.5155,32854,32854000000,644,644000,51016
57,TH-94,SO,Pattani,2020,15194.587,1.6704,31345,31345000000,646,646000,48522
57,TH-94,SO,Pattani,2021,16532.2915,1.8175,32014,32014000000,648,648000,49404
56,TH-82,SO,Phangnga,2014,6195.2051,0.3431,28172,28172000000,254,254000,110913
56,TH-82,SO,Phangnga,2015,6689.8744,0.3705,34656,34656000000,253,253000,136980
56,TH-82,SO,Phangnga,2016,7233.3955,0.4006,36498,36498000000,252,252000,144833
56,TH-82,SO,Phangnga,2017,8256.5066,0.4573,39832,39832000000,251,251000,158693
56,TH-82,SO,Phangnga,2018,8533.405,0.4726,40729,40729000000,250,250000,162916
56,TH-82,SO,Phangnga,2019,9183.1072,0.5086,41706,41706000000,250,250000,166824
56,TH-82,SO,Phangnga,2020,10800.3334,0.5982,29503,29503000000,250,250000,118012
56,TH-82,SO,Phangnga,2021,12067.9152,0.6684,26408,26408000000,249,249000,106056
55,TH-93,SO,Phatthalung,2014,5998.8848,0.3854,18419,18419000000,486,486000,37899
55,TH-93,SO,Phatthalung,2015,6858.7051,0.4407,18562,18562000000,488,488000,38037
55,TH-93,SO,Phatthalung,2016,7172.1224,0.4608,20055,20055000000,489,489000,41012
55,TH-93,SO,Phatthalung,2017,8591.3695,0.552,19435,19435000000,490,490000,39663
55,TH-93,SO,Phatthalung,2018,10081.1992,0.6477,20601,20601000000,492,492000,41872
55,TH-93,SO,Phatthalung,2019,11207.2033,0.7201,20588,20588000000,492,492000,41846
55,TH-93,SO,Phatthalung,2020,12054.7843,0.7745,20663,20663000000,492,492000,41998
55,TH-93,SO,Phatthalung,2021,14162.6003,0.9099,21165,21165000000,492,492000,43018
44,TH-83,SO,Phuket,2014,16568.5535,7.0326,116369,116000000000,552,552000,210813
44,TH-83,SO,Phuket,2015,16813.9433,7.1367,129894,130000000000,559,559000,232369
44,TH-83,SO,Phuket,2016,18064.54,7.6676,145042,145000000000,566,566000,256258
44,TH-83,SO,Phuket,2017,19518.779,8.2848,151683,152000000000,573,573000,264717
44,TH-83,SO,Phuket,2018,19721.7428,8.371,163872,164000000000,580,580000,282538
44,TH-83,SO,Phuket,2019,21399.4148,9.0831,169771,170000000000,588,588000,288726
44,TH-83,SO,Phuket,2020,21586.5656,9.1625,101153,101000000000,595,595000,170005
44,TH-83,SO,Phuket,2021,21091.8755,8.9525,74304,74304000000,602,602000,123429
22,TH-85,SO,Ranong,2014,3607.0342,0.2396,17352,17352000000,259,259000,66996
22,TH-85,SO,Ranong,2015,3780.9535,0.2511,16742,16742000000,261,261000,64146
22,TH-85,SO,Ranong,2016,3864.27,0.2566,17942,17942000000,264,264000,67962
22,TH-85,SO,Ranong,2017,4883.9616,0.3244,18680,18680000000,267,267000,69963
22,TH-85,SO,Ranong,2018,5302.0093,0.3521,19436,19436000000,269,269000,72253
22,TH-85,SO,Ranong,2019,5419.6903,0.36,18652,18652000000,274,274000,68073
22,TH-85,SO,Ranong,2020,6194.4542,0.4114,19490,19490000000,279,279000,69857
22,TH-85,SO,Ranong,2021,6887.0998,0.4574,18631,18631000000,283,283000,65834
76,TH-91,SO,Satun,2014,6435.7637,0.5293,22421,22421000000,281,281000,79790
76,TH-91,SO,Satun,2015,6899.8191,0.5675,22488,22488000000,283,283000,79463
76,TH-91,SO,Satun,2016,7406.8909,0.6092,21878,21878000000,286,286000,76497
76,TH-91,SO,Satun,2017,8823.1513,0.7257,20630,20630000000,288,288000,71632
76,TH-91,SO,Satun,2018,9706.0379,0.7983,20146,20146000000,290,290000,69469
76,TH-91,SO,Satun,2019,9809.2411,0.8068,20485,20485000000,293,293000,69915
76,TH-91,SO,Satun,2020,10764.4541,0.8854,21200,21200000000,295,295000,71864
76,TH-91,SO,Satun,2021,12825.9529,1.0549,20978,20978000000,297,297000,70633
43,TH-90,SO,Songkhla,2014,30606.0049,0.888,154915,155000000000,1564,1564000,99051
43,TH-90,SO,Songkhla,2015,33402.8146,0.9691,162760,163000000000,1585,1585000,102688
43,TH-90,SO,Songkhla,2016,34924.9735,1.0133,165077,165000000000,1607,1607000,102724
43,TH-90,SO,Songkhla,2017,39847.6306,1.1561,159844,160000000000,1620,1620000,98669
43,TH-90,SO,Songkhla,2018,42914.8393,1.2451,166454,166000000000,1635,1635000,101807
43,TH-90,SO,Songkhla,2019,43810.3732,1.2711,160565,161000000000,1649,1649000,97371
43,TH-90,SO,Songkhla,2020,46539.9154,1.3503,155613,156000000000,1663,1663000,93574
43,TH-90,SO,Songkhla,2021,48852.4325,1.4173,158478,158000000000,1676,1676000,94557
11,TH-84,SO,Surat Thani,2014,20821.218,0.3288,110473,110000000000,1089,1089000,101444
11,TH-84,SO,Surat Thani,2015,20864.1498,0.3295,114998,115000000000,1109,1109000,103695
11,TH-84,SO,Surat Thani,2016,22301.3721,0.3522,117658,118000000000,1128,1128000,104307
11,TH-84,SO,Surat Thani,2017,27474.8835,0.4339,123349,123000000000,1126,1126000,109546
11,TH-84,SO,Surat Thani,2018,29629.2909,0.4679,123962,124000000000,1134,1134000,109314
11,TH-84,SO,Surat Thani,2019,29874.6171,0.4718,124205,124000000000,1142,1142000,108761
11,TH-84,SO,Surat Thani,2020,33040.3966,0.5218,106003,106000000000,1150,1150000,92177
11,TH-84,SO,Surat Thani,2021,34399.032,0.5433,103051,103000000000,1157,1157000,89067
47,TH-92,SO,Trang,2014,9755.7414,0.44,39917,39917000000,618,618000,64591
47,TH-92,SO,Trang,2015,10636.622,0.4797,38778,38778000000,622,622000,62344
47,TH-92,SO,Trang,2016,11533.1092,0.5201,40391,40391000000,625,625000,64626
47,TH-92,SO,Trang,2017,14087.5375,0.6353,40568,40568000000,628,628000,64599
47,TH-92,SO,Trang,2018,15595.5997,0.7033,38830,38830000000,630,630000,61635
47,TH-92,SO,Trang,2019,15650.3895,0.7058,38070,38070000000,631,631000,60333
47,TH-92,SO,Trang,2020,17401.6216,0.7848,38526,38526000000,632,632000,60959
47,TH-92,SO,Trang,2021,19764.7117,0.8914,39320,39320000000,632,632000,62215
33,TH-95,SO,Yala,2014,7837.3003,0.3696,22666,22666000000,453,453000,50035
33,TH-95,SO,Yala,2015,8609.3648,0.4061,22114,22114000000,459,459000,48179
33,TH-95,SO,Yala,2016,9332.502,0.4402,23452,23452000000,462,462000,50762
33,TH-95,SO,Yala,2017,10723.4109,0.5058,22451,22451000000,465,465000,48282
33,TH-95,SO,Yala,2018,11979.8099,0.565,24833,24833000000,468,468000,53062
33,TH-95,SO,Yala,2019,11208.3591,0.5286,24785,24785000000,472,472000,52511
33,TH-95,SO,Yala,2020,12463.834,0.5878,25352,25352000000,475,475000,53373
33,TH-95,SO,Yala,2021,15514.3166,0.7317,25884,25884000000,478,478000,54151
73,TH-71,WE,Kanchanaburi,2014,18831.8997,0.1995,57978,57978000000,815,815000,71139
73,TH-71,WE,Kanchanaburi,2015,22614.1448,0.2396,58240,58240000000,818,818000,71198
73,TH-71,WE,Kanchanaburi,2016,23224.2748,0.246,58790,58790000000,822,822000,71521
73,TH-71,WE,Kanchanaburi,2017,27365.4161,0.2899,60455,60455000000,825,825000,73279
73,TH-71,WE,Kanchanaburi,2018,27834.9491,0.2949,68048,68048000000,829,829000,82084
